arm,seed,tag,split,episode,start,n_valid_steps,l2_norm_all7_P,translation_l2_P,rotation_l2_P,gripper_absdiff_P,translation_mm_equiv_P,best_of_k_index_P,l2_norm_all7_G,translation_l2_G,rotation_l2_G,gripper_absdiff_G,translation_mm_equiv_G,best_of_k_index_G
control,0,best,test_heldout_task,990,0,8,0.10809683719658549,0.1542546798351205,0.057910295082267346,0.03392763435840607,95.65152734232035,2,0.07481486348169554,0.09548844384595992,0.06149737566139228,0.037561748176813126,60.065170838156924,2
control,0,best,test_heldout_task,990,47,8,0.05250044680619601,0.05085606312057449,0.05896391947589531,0.05658614635467529,28.125261774485708,1,0.05161202456747102,0.048239683601681425,0.05937264733472706,0.056707143783569336,26.032872349596975,1
control,0,best,test_heldout_task,990,95,8,0.045880571149225204,0.05087148782370922,0.047281390797485924,0.028255581855773926,29.208695212961068,0,0.04564365695127246,0.05118755174708175,0.046392336556240234,0.028368115425109863,29.500558365301554,0
control,0,best,test_heldout_task,990,142,8,0.023900152617978905,0.02801036987149032,0.016333604269110277,0.050637900829315186,15.834641340158148,2,0.02386022238663373,0.027787323103290396,0.016355987186733065,0.05117736756801605,15.715170004031568,2
control,0,best,test_heldout_task,998,0,8,0.051605325993318164,0.06668194155764003,0.04032564702720596,0.026907071471214294,39.90333932199613,2,0.053573465210485754,0.06976156903081525,0.04116161498306489,0.02663290500640869,41.335801170319954,2
control,0,best,test_heldout_task,998,50,8,0.06735827967491172,0.08018492508700134,0.052708072404171614,0.15588021278381348,45.87690566774019,2,0.06509560074774565,0.08325445135879045,0.05116568769802131,0.05649375915527344,46.67115963519183,2
control,0,best,test_heldout_task,998,100,8,0.045654867035658214,0.061756822851886294,0.030103283967895078,0.03453421592712402,39.12764123737963,1,0.04484566712004902,0.06033711199478141,0.0301901907716962,0.03439629077911377,38.16674217670627,1
control,0,best,test_heldout_task,998,150,8,0.029466447084825896,0.030749706501273583,0.025461548212194776,0.04605695605278015,17.361642716030456,2,0.029503461495694695,0.03151563340636288,0.024830089080614515,0.04575174301862717,17.589762875352964,2
control,0,best,test_heldout_task,1006,0,8,0.06237010261826608,0.08616151779941396,0.036421326597247616,0.05085483193397522,48.31235997539532,0,0.0641840549660759,0.08888508402537713,0.03727456145843869,0.051264580339193344,49.89304247101487,0
control,0,best,test_heldout_task,1006,48,8,0.14671117171574402,0.08382326660661668,0.057278341468319484,0.9733207076787949,51.94010126019186,0,0.1475532787809891,0.08645933644820647,0.057703642148524456,0.97402573376894,54.07505500058394,0
control,0,best,test_heldout_task,1006,95,8,0.04480232017434245,0.06260536483467395,0.027099162695603463,0.01677989959716797,39.70167175359384,0,0.044451345974853604,0.06210055719510276,0.02687733477433087,0.016968607902526855,39.35703490442628,0
control,0,best,test_heldout_task,1006,143,8,0.028306555727446336,0.02085657204996579,0.03602752116810006,0.028093568980693817,12.214321965601634,2,0.02711553349980783,0.020856303148256265,0.03379771342441003,0.02806694805622101,12.02007317175091,2
control,0,best,test_heldout_task,1030,0,8,0.08135265245026406,0.1071690031006376,0.05939311895859514,0.05403430759906769,67.13160362302656,2,0.07794733156868164,0.10128679284652718,0.058995973816554366,0.05452421307563782,63.54289218099214,2
control,0,best,test_heldout_task,1030,51,8,0.050269714934587935,0.05842546080356419,0.0425308301698051,0.07816306501626968,34.80749576563139,2,0.05100844605131374,0.06037054219690602,0.04192967977304943,0.07883618026971817,36.21002812220438,2
control,0,best,test_heldout_task,1030,102,8,0.05977123438180481,0.07845255720972788,0.04524950683010574,0.0337979793548584,48.93060376021132,0,0.05934712402269627,0.07732677757930521,0.04588105546668463,0.033614158630371094,48.2318779781119,0
control,0,best,test_heldout_task,1030,153,8,0.024554340347394114,0.02290858272472412,0.028044728858357345,0.03492807596921921,13.147474355740133,0,0.0254544107198569,0.024216187289890674,0.028804877185336947,0.035093747079372406,13.996812690059278,0
control,0,best,test_heldout_task,1031,0,8,0.051063961813477575,0.05864806427295653,0.04880320295239097,0.04238594323396683,35.79596349547769,1,0.05139262831547262,0.05733395475193427,0.05119037767895798,0.042324863374233246,34.77842676692157,1
control,0,best,test_heldout_task,1031,51,8,0.14086687746777846,0.06574672175534428,0.029258256941505044,0.9873983263969421,31.401978295324238,0,0.14078865306570273,0.06542387394146734,0.029060354800182136,0.987541276961565,30.916141644020577,0
control,0,best,test_heldout_task,1031,102,8,0.04887903112090074,0.06653838386630505,0.0328148666233061,0.02963125705718994,42.59599215864803,2,0.04806628549395535,0.06494752742211742,0.03318266036845242,0.029855966567993164,41.52486147165668,2
control,0,best,test_heldout_task,1031,153,8,0.046109666130401544,0.04258175475378453,0.052941659411952564,0.05434487760066986,20.836999601488444,0,0.04563783296669121,0.04131894291730033,0.05287171623192417,0.05514700710773468,20.196563158156923,0
control,0,best,test_heldout_task,1048,0,8,0.047192325928244634,0.06068944214294749,0.033283048478651475,0.046880438923835754,37.19003522988531,1,0.04944142820450287,0.06414831538657231,0.03457267724536519,0.04646959900856018,39.70804550776501,1
control,0,best,test_heldout_task,1048,54,8,0.14039590881320194,0.05114353761572063,0.04891063389858207,0.9890522137284279,29.33123282299914,2,0.1403494861339417,0.051329874672322154,0.04848026806789182,0.9889444932341576,29.773292875914326,2
control,0,best,test_heldout_task,1048,109,8,0.05475094915034562,0.07604605848638994,0.03425806027039771,0.017615675926208496,44.148736738380755,0,0.055061294959474955,0.07678554383293544,0.03374945370088801,0.017674386501312256,44.440515361651194,0
control,0,best,test_heldout_task,1048,163,8,0.033375358447110745,0.03407593026008978,0.03582097192557306,0.03468303382396698,18.20003942153287,1,0.03341312861668847,0.033979778075197635,0.03600110158747869,0.03474700450897217,18.35714105859266,1
control,0,best,test_heldout_task,1064,0,8,0.04898804787446111,0.04691544798557809,0.05509329615327239,0.05686626955866814,26.776991923866092,1,0.048480596261743614,0.04663651588858579,0.05424378393751615,0.05745502933859825,26.556588174744345,1
control,0,best,test_heldout_task,1064,50,8,0.21582778656584714,0.12367850460347408,0.09942004045237188,1.0102651976048946,67.51733788816529,1,0.216843280517136,0.1276960460172359,0.0992131042054988,1.0103773958981037,69.35464644851193,1
control,0,best,test_heldout_task,1064,99,8,0.04170994247843487,0.05503929930808583,0.03136125248569907,0.018124878406524658,31.850238931106556,0,0.04129304555990723,0.054459877771104885,0.0310678493728401,0.018596351146697998,31.518888365065706,0
control,0,best,test_heldout_task,1064,149,8,0.023519620746759954,0.022505646187063466,0.024188982747818867,0.05787447839975357,12.3861325806125,2,0.0236076750521272,0.022339142233103935,0.02451635906201035,0.05808030813932419,12.425995827604094,2
control,0,best,test_heldout_task,1068,0,8,0.04807282437848411,0.06340232999471282,0.03485713960062651,0.042360808700323105,38.870434823050495,2,0.047530110667431485,0.061535609659870656,0.03654908549302912,0.03424622863531113,38.49758077581502,1
control,0,best,test_heldout_task,1068,53,8,0.057982152731171376,0.08550558663151153,0.019965863332767196,0.03416179120540619,51.778808237292246,2,0.059426013092476436,0.08790847480821459,0.0194345170010351,0.034697964787483215,53.48127899746119,2
control,0,best,test_heldout_task,1068,107,8,0.035492453777408846,0.04542238441669904,0.028289570268920837,0.03066277503967285,27.87656958963056,0,0.03536800583922339,0.045685734537945825,0.027500214713033207,0.030519485473632812,28.094154872280356,0
control,0,best,test_heldout_task,1068,160,8,0.029039794633796513,0.0309885736709649,0.025179832305164993,0.043406158685684204,16.531944240966563,2,0.027416214799708016,0.027609081006804974,0.024914996048542342,0.04336847364902496,15.236578378911158,2
control,0,best,test_heldout_task,1081,0,8,0.05790697550854449,0.07631470903705985,0.038555368356940976,0.0601762980222702,41.94015795219855,0,0.06235039964986774,0.08352877275555239,0.03972113083822226,0.06051766872406006,45.178572108754665,0
control,0,best,test_heldout_task,1081,52,8,0.04410142264897229,0.05602526035353427,0.036276053659355045,0.030543774366378784,31.697445393806106,2,0.0455565708586986,0.05803160282967352,0.03725351324757187,0.03155630826950073,32.70818602732387,2
control,0,best,test_heldout_task,1081,105,8,0.049446675717322,0.05629063596943371,0.049639742887915346,0.025075793266296387,35.305868381712266,0,0.046779179766099556,0.053734924335051455,0.046348487875393155,0.025315165519714355,33.4737103156478,0
control,0,best,test_heldout_task,1081,157,8,0.0456779119912518,0.032633713374266925,0.058805838886654443,0.04732467234134674,17.239584247379703,2,0.045686928896587604,0.03288099381331997,0.058663696663510415,0.04770560562610626,17.36674654921152,2
control,0,best,test_heldout_task,1086,0,8,0.12923944567186174,0.17831768633753736,0.08246237463357363,0.0503513365983963,103.0661522361427,0,0.10965355212647956,0.14952090786800604,0.07293980782265232,0.0501401424407959,85.35693275745244,0
control,0,best,test_heldout_task,1086,49,8,0.05465757352965198,0.06037966142875243,0.028530649470229423,0.17301559448242188,34.74484618119975,0,0.05423532637466265,0.05871373565321485,0.02819201872587495,0.1761699914932251,33.91710458587956,0
control,0,best,test_heldout_task,1086,97,8,0.0527869511394753,0.05868608173068368,0.05443786960190178,0.02490532398223877,33.40154093593652,2,0.052420846122721076,0.05867610179445659,0.05362437963832212,0.024912595748901367,33.4794534976715,2
control,0,best,test_heldout_task,1086,146,8,0.024481411791141886,0.017951246612654424,0.02462962705233345,0.05656539648771286,9.447290628739642,0,0.024372863513906978,0.01761075340352332,0.024620635715680853,0.05665284022688866,9.093408855620076,0
control,0,best,test_heldout_task,1096,0,8,0.041428600342287396,0.041368939019568195,0.044806108407309975,0.051734864711761475,23.94287371850533,2,0.042964378630581716,0.0452229911535618,0.04433880976643719,0.05220648646354675,24.9788615583817,2
control,0,best,test_heldout_task,1096,47,8,0.05604474134774257,0.06272489888316363,0.057168765474453695,0.04254327714443207,33.97213764064357,1,0.05622424036686861,0.06296002472957397,0.0573180198263404,0.04298725724220276,33.770370633039796,1
control,0,best,test_heldout_task,1096,94,8,0.049432359097107983,0.06887137573160322,0.030355705688072422,0.018243074417114258,43.763286414533304,0,0.04845610972484899,0.06727620254929978,0.030266786207370586,0.018428921699523926,42.7283067711768,0
control,0,best,test_heldout_task,1096,141,8,0.038420985005095235,0.04185177814088294,0.03620785124748379,0.05615149438381195,25.101815805463826,2,0.03792911774306418,0.04102938041514146,0.03581014379192215,0.05687247961759567,24.61881109609754,2
control,0,best,test_heldout_task,1104,0,8,0.04034909618525473,0.05112429407626833,0.03269303425900382,0.031211357563734055,29.426104103278025,1,0.04542242245296253,0.05768334369887789,0.03698111778469215,0.031392745673656464,33.39447167325897,1
control,0,best,test_heldout_task,1104,53,8,0.05486551015970551,0.06694373340489573,0.04849660720680434,0.05481517314910889,38.05294244343316,2,0.052536769268225,0.061448674763393836,0.0500990749189309,0.046654582023620605,34.84645470640812,2
control,0,best,test_heldout_task,1104,107,8,0.041129986122812434,0.057490280026109015,0.024876571820827753,0.011469841003417969,35.59147728908938,2,0.04058829651714275,0.05664967085349558,0.0247328837857092,0.011346697807312012,35.09865849792017,2
control,0,best,test_heldout_task,1104,160,8,0.029049376567448305,0.03521462299688963,0.016968889602902385,0.04841373860836029,21.174457227705062,2,0.028925548875115826,0.03497493353205623,0.017006526457166594,0.04847177118062973,20.943068159569112,2
control,0,best,test_heldout_task,1106,0,8,0.04513161397684472,0.0581979257909305,0.030690939449916254,0.04663042724132538,33.60637684063677,2,0.047248317508456976,0.06191955690118393,0.03077589819581423,0.04687005281448364,37.19052286804051,2
control,0,best,test_heldout_task,1106,54,8,0.05342425554192559,0.06940839604052639,0.04264325338489767,0.012857139110565186,41.839718232603225,1,0.05422644779165979,0.06982221192681863,0.044289642425092146,0.013146042823791504,41.89579589273714,1
control,0,best,test_heldout_task,1106,107,8,0.05239988508646134,0.0721319507224852,0.03348937358534444,0.026694774627685547,45.143529459422105,0,0.052635253704879065,0.07226497762482914,0.0340251162179038,0.02716672420501709,45.18349229308685,0
control,0,best,test_heldout_task,1106,161,8,0.03315289245347212,0.034872318380207365,0.03155370562235867,0.05562464892864227,17.90912983360913,1,0.03274786577887388,0.03487606095225134,0.030495950622724807,0.055701449513435364,17.775163513591107,1
control,0,best,test_heldout_task,1110,0,8,0.04467133979568611,0.056788241331783194,0.03426996408984802,0.05798619985580444,35.51990733556391,0,0.04507607669181877,0.057255369164369345,0.03479341708077881,0.05748939514160156,35.33296680107495,0
control,0,best,test_heldout_task,1110,48,8,0.057675042222355734,0.07296285024893878,0.0463228142370438,0.07007086277008057,41.07125770119788,0,0.05767059340755957,0.07341583323982695,0.04538895237199677,0.07233059406280518,41.53667352468298,0
control,0,best,test_heldout_task,1110,95,8,0.04050317255740721,0.05394085810386077,0.028891696454629565,0.023460030555725098,33.55190597738135,1,0.04041639741350083,0.05320888175739427,0.02996744977214775,0.023795247077941895,33.009795613459396,1
control,0,best,test_heldout_task,1110,143,8,0.03515418641413185,0.031376915144437974,0.04080732630973271,0.03671020269393921,18.774041626698594,1,0.0358023379116146,0.03141771263929174,0.04212465323040474,0.036635976284742355,18.385196674305902,1
control,0,best,test_heldout_task,1127,0,8,0.05306189096933904,0.07369895657492918,0.02988816126491594,0.04449211061000824,39.25721095166364,0,0.051126847168105165,0.07057784181763546,0.029357163539756637,0.04534454643726349,37.504130785219516,0
control,0,best,test_heldout_task,1127,50,8,0.15008714169606233,0.047051694732078216,0.10403064534200393,0.9716316312551498,26.789285534901403,1,0.1496992578442922,0.04811959958599512,0.10194466335867748,0.9725010320544243,27.429770905171697,1
control,0,best,test_heldout_task,1127,101,8,0.047130020236040245,0.06141631157085758,0.03696815005424335,0.026620030403137207,37.992435723275456,0,0.04760321492229769,0.061212132248932766,0.0386627271658064,0.027038216590881348,37.81113697144357,0
control,0,best,test_heldout_task,1127,151,8,0.03444122523896147,0.03812351251143028,0.03452892626876124,0.028703002259135246,22.40028547023467,2,0.03434523999351568,0.03844528262464218,0.033973225564313154,0.028601162135601044,23.128449744564133,2
control,0,best,test_heldout_task,1138,0,8,0.0652806089090913,0.08423765164608507,0.04811983731501835,0.059282347559928894,52.17061761060434,0,0.06578485966858715,0.0799571873318814,0.05877842167212752,0.05506090819835663,45.91215208694642,1
control,0,best,test_heldout_task,1138,49,8,0.04970758056200055,0.059779526618197736,0.04439107561632092,0.05786556005477905,34.97559201485102,0,0.05173465978173828,0.06221920393164822,0.04443131996204825,0.06448322534561157,36.489315626167276,0
control,0,best,test_heldout_task,1138,97,8,0.03854782324952707,0.05464405456025825,0.01946462083147185,0.04619574546813965,34.70447604802909,2,0.03834000144792927,0.05453183818423369,0.0188265178487801,0.04612624645233154,34.649690213152006,2
control,0,best,test_heldout_task,1138,146,8,0.05504080405630526,0.030249898261361503,0.07640943543215421,0.048314619809389114,15.417566772164959,0,0.056899240428086396,0.02891953644426027,0.08004537869472356,0.047631148248910904,14.813179775163313,0
control,0,best,test_heldout_task,1149,0,8,0.030695049628657947,0.031648598646856735,0.031526547292582745,0.03908345103263855,18.616741621242433,1,0.030599403077569427,0.03182917457015466,0.031092538875834325,0.03924579173326492,18.814607942209285,1
control,0,best,test_heldout_task,1149,53,8,0.053964408556569345,0.0688008077190554,0.044543060019507454,0.023523658514022827,36.46381555962366,1,0.05275763066274436,0.0655005519404174,0.04610841520120628,0.024351045489311218,35.042898827137485,1
control,0,best,test_heldout_task,1149,107,8,0.05799217679929557,0.07351611622202975,0.0485040936983516,0.0286712646484375,46.83894427918574,2,0.05638313507325899,0.0707884166792254,0.04814673291521849,0.02854311466217041,44.995678006959984,2
control,0,best,test_heldout_task,1149,160,8,0.03932036941908695,0.0516450616103314,0.024548398335045317,0.04432707279920578,30.867086214164004,2,0.03938388956500187,0.05181761877822737,0.02455433010817461,0.04393230006098747,30.886742557997835,2
control,0,best,test_heldout_task,1168,0,8,0.03722557685143532,0.0460660668319675,0.02907537242086588,0.04780492186546326,28.2550603792538,0,0.03965345093214523,0.05001861093916492,0.030048705814635,0.047759901732206345,30.55404678399845,0
control,0,best,test_heldout_task,1168,47,8,0.04416023212869616,0.05586475547608636,0.036977669497364384,0.02716541290283203,31.773969832129787,0,0.0434079702703106,0.053422121940286574,0.03847611797942613,0.0272519588470459,30.18285728899415,0
control,0,best,test_heldout_task,1168,94,8,0.048760518960773366,0.06462994362257977,0.03562977274791685,0.025975704193115234,38.42546929969097,2,0.04901207592745546,0.06515097889261645,0.03541948477889399,0.026424527168273926,38.86397595756059,2
control,0,best,test_heldout_task,1168,141,8,0.026995495343493617,0.032584431299723195,0.020064968629015214,0.05087876692414284,18.581270588743653,0,0.026831033160024824,0.032041382295881334,0.020301567506604605,0.05123321712017059,18.251311215175534,0
control,0,best,test_heldout_task,1188,0,8,0.04340031718549932,0.04596108561936043,0.0467363243804171,0.024617061018943787,26.618690044971892,2,0.043049798067281,0.05360886828844604,0.035328763285120274,0.03592033311724663,33.6493968632971,1
control,0,best,test_heldout_task,1188,46,8,0.14703549991604067,0.08892322815235257,0.041783255854749124,0.9851759076118469,46.760776979624865,2,0.14547638070546504,0.08264952575948442,0.042780844572801256,0.985074020922184,42.54714501682462,2
control,0,best,test_heldout_task,1188,91,8,0.056508035467406514,0.07525536523243127,0.04158459695023879,0.023205280303955078,46.72885570927184,2,0.055063229214359535,0.07343640627122439,0.04025919116534511,0.02400839328765869,45.573845152881866,2
control,0,best,test_heldout_task,1188,137,8,0.026427011852557993,0.02750645952274745,0.02158570048454008,0.058698929846286774,14.871384535792108,2,0.025543809084289226,0.025130794164961025,0.02181157262512826,0.05941656231880188,13.597731213599802,2
control,0,best,test_heldout_task,1201,0,8,0.045614085300721884,0.04791003951639731,0.047925151899196466,0.05305299907922745,25.302651563607835,1,0.04554087036836171,0.0461129286883749,0.049548640421372865,0.05186612904071808,24.557266114968286,1
control,0,best,test_heldout_task,1201,47,8,0.04657100368164651,0.04802023465370881,0.0463989339366878,0.06214797496795654,24.299069664538486,0,0.04752512965256807,0.05005384755025156,0.04630971306005401,0.06270802021026611,24.62939389710763,0
control,0,best,test_heldout_task,1201,93,8,0.04273149513277078,0.04609454160195136,0.045460723684918936,0.0355839729309082,26.42888512645961,0,0.0425192981781962,0.044019666789308895,0.04703093087603609,0.03532087802886963,24.96665684515667,0
control,0,best,test_heldout_task,1201,140,8,0.05076136057640227,0.050608287650488325,0.05580412499442345,0.04565144702792168,28.453795700766406,2,0.050533451182792684,0.05278210160267442,0.05329395887889699,0.0452023446559906,29.92869244849822,2
control,0,best,test_heldout_task,1204,0,8,0.0588681511541714,0.072414520198746,0.048761618210749196,0.07360303401947021,41.331154024858655,2,0.05787928405008857,0.07085218478323381,0.04812903036745141,0.07452532649040222,40.529404061333594,2
control,0,best,test_heldout_task,1204,51,8,0.051201018032149034,0.07264393932956642,0.026043972774422663,0.05246902257204056,38.742696394951004,0,0.05185654106566915,0.0736050552022912,0.026324734303232268,0.053107716143131256,39.36820153923265,0
control,0,best,test_heldout_task,1204,103,8,0.041046940213676934,0.055525593496587734,0.027931065207959033,0.023184776306152344,34.1493176156794,2,0.04066757912241685,0.05498743104374876,0.027601698912348604,0.024024128913879395,33.77410513282629,2
control,0,best,test_heldout_task,1204,154,8,0.027371864927036957,0.030664687860860212,0.02551375060456625,0.03888287395238876,17.910060623008523,2,0.02716307495252995,0.030858429874355876,0.02472206564469811,0.03900071606040001,18.079988380157072,2
control,0,best,test_heldout_task,1210,0,8,0.035004957639150486,0.04215912390306517,0.02690776402670166,0.06073799729347229,25.143364336618113,0,0.03557145930340858,0.04296586656741429,0.027335249508837853,0.0607340931892395,25.6074990129744,0
control,0,best,test_heldout_task,1210,51,8,0.14157731577756005,0.07074101044807991,0.023408786823507895,0.980148196220398,39.71720292353428,0,0.14144577336119324,0.06968578768391193,0.023850389305064296,0.9799751192331314,39.139265901855204,0
control,0,best,test_heldout_task,1210,103,8,0.053361289146178915,0.07060910952401311,0.03954837847193894,0.030139565467834473,44.69064194358308,0,0.05353243709291494,0.07104999062878362,0.039287482094894015,0.0300978422164917,44.99173813886784,0
control,0,best,test_heldout_task,1210,154,8,0.025618852885984283,0.025572580365660135,0.023132223037713978,0.05565580725669861,12.991966532794622,1,0.026074668359798985,0.026057312952645597,0.023748040498491645,0.05569174140691757,13.407100886464825,1
control,0,best,test_heldout_task,1211,0,8,0.04942276020305092,0.06809232806976458,0.024420561944493133,0.06386661529541016,40.681549147373886,2,0.04614321748594471,0.06288092048317322,0.023573842932505522,0.06348352134227753,37.36616171521637,2
control,0,best,test_heldout_task,1211,49,8,0.14792903431104776,0.061261253553670396,0.08214967451328746,0.9820067435503006,29.96827586439107,0,0.1478793372567305,0.05990072597950173,0.0804322509623347,0.9870666861534119,29.305699109815006,0
control,0,best,test_heldout_task,1211,98,8,0.04118261813007717,0.0440999906311601,0.04315916946628916,0.03922677040100098,27.900276007284184,1,0.04056439344976405,0.04323744364606411,0.042668725834392254,0.03907334804534912,27.318573590349263,1
control,0,best,test_heldout_task,1211,147,8,0.02793201958620185,0.030622336411334466,0.02006973845871647,0.06124681234359741,16.492427397143576,1,0.02826807872249235,0.031117981442324957,0.020477659911399642,0.060991883277893066,17.134700653651002,1
control,0,best,test_heldout_task,1214,0,8,0.050338165707497086,0.05999576741992093,0.04468801308525353,0.053757861256599426,35.47930276223284,2,0.0507742124658511,0.059968069217021365,0.046753270468784566,0.04509739577770233,36.30125345678942,1
control,0,best,test_heldout_task,1214,47,8,0.047319834966245665,0.03138207707321595,0.06196809517087134,0.052681684494018555,17.921640171728946,1,0.04714772159242044,0.02931185431961037,0.06270190383161664,0.05297088623046875,15.233738540694745,1
control,0,best,test_heldout_task,1214,93,8,0.03718453049604791,0.04880381306041705,0.028379495180884413,0.020406126976013184,30.224489239096552,0,0.03704426385573383,0.048722007478279115,0.028100433655340366,0.02013397216796875,30.23832252119083,0
control,0,best,test_heldout_task,1214,140,8,0.03183771867528336,0.03564647413602145,0.025789848921184407,0.05393631011247635,21.428517298779777,1,0.03154399784788587,0.03488885747781491,0.02619317785472074,0.05342124402523041,20.94331987505695,1
control,0,best,test_heldout_task,1234,0,8,0.10403282210915074,0.10468326109152376,0.11856132344402208,0.04809059202671051,65.22475026129224,0,0.09260672053416648,0.07239952265811779,0.12049046463666631,0.04993817210197449,41.95149481012648,0
control,0,best,test_heldout_task,1234,54,8,0.1370629975495563,0.0456052804722272,0.029014106261941338,0.988434175029397,24.037649020602288,2,0.13701540260749712,0.042949059426963636,0.03026170921539951,0.9899299964308739,21.839545910481327,2
control,0,best,test_heldout_task,1234,107,8,0.03955135148810547,0.052630984550331265,0.02870685119195336,0.029472708702087402,32.21123959204202,1,0.03905905417273292,0.05155960452286764,0.02911046770819858,0.029042959213256836,31.65895068296208,1
control,0,best,test_heldout_task,1234,161,8,0.02994845599438614,0.02681753246653159,0.032601960189157564,0.05172325670719147,14.251495011744279,2,0.0302914764778506,0.028540835250232925,0.03183831374452744,0.052059754729270935,15.094114223671514,2
control,0,best,test_heldout_task,1237,0,8,0.051297438428806234,0.05580361293135734,0.052635935777478056,0.04597397893667221,28.65495488907032,0,0.05222996464095134,0.05634384909027153,0.05424165305613847,0.0452355295419693,29.46309954946538,0
control,0,best,test_heldout_task,1237,47,8,0.07056470252644888,0.09619826649023017,0.04612459203825416,0.06406545639038086,55.71318625533149,2,0.06727705538534359,0.09137626673729637,0.04433276139741369,0.06525421142578125,52.92876915693488,2
control,0,best,test_heldout_task,1237,94,8,0.04930202795176403,0.06223375757804097,0.04007766028220285,0.042066216468811035,35.523921172738575,2,0.04823388992694288,0.06051373860145274,0.039599238971671044,0.04251861572265625,34.09374586910349,2
control,0,best,test_heldout_task,1237,141,8,0.02055240395619328,0.024824636890578036,0.016378080823859744,0.029032159596681595,13.406758848172759,0,0.02061704898755676,0.02474140265184272,0.016455112653308297,0.029958076775074005,13.294123889067638,0
control,0,best,test_heldout_task,1250,0,8,0.06524376128039668,0.0904645315591605,0.034689826168360666,0.054724834859371185,53.133974333248936,2,0.05598534404724186,0.07596850586617479,0.03157554835339425,0.05518884211778641,43.98977294854787,2
control,0,best,test_heldout_task,1250,48,8,0.058592145032072905,0.06806396446920648,0.038913239627878626,0.1609131097793579,37.86744545944321,1,0.05665479682333683,0.06520477930243122,0.03765180563969437,0.16021037101745605,36.14788276084782,1
control,0,best,test_heldout_task,1250,97,8,0.04636942233605813,0.05911631210422977,0.037450208303130755,0.030251681804656982,37.12000583225732,2,0.04656104306593318,0.059067864757845846,0.038043283376740414,0.030651569366455078,37.074337196454394,2
control,0,best,test_heldout_task,1250,145,8,0.03353434577280335,0.036286270590686565,0.03257181397538149,0.04844016581773758,18.815154256105604,2,0.03404952030371144,0.03764648573056957,0.03230562505306212,0.04848112910985947,19.52030840258176,2
control,0,best,test_heldout_task,1259,0,8,0.08403309990509521,0.11542979316910579,0.05342762562628713,0.05087733268737793,72.75315219238301,0,0.07122485634597141,0.09389406738720228,0.05207063664977749,0.05294647812843323,57.94894716139486,0
control,0,best,test_heldout_task,1259,48,8,0.039257447656287046,0.05440358207232608,0.021842664631649317,0.03381844609975815,29.909955054028387,2,0.039653864830909775,0.05520440065534735,0.021526558538444852,0.03312951326370239,30.839826468726177,2
control,0,best,test_heldout_task,1259,97,8,0.0472732619154791,0.06423125228798895,0.03207935036811697,0.023960113525390625,40.81546130458261,0,0.04791571601180823,0.06558834473896658,0.03153753391711217,0.024296998977661133,41.585577880131055,0
control,0,best,test_heldout_task,1259,145,8,0.024949486804234196,0.028339169122886792,0.022405030990833404,0.043873436748981476,15.400900977028964,1,0.023635682908789663,0.025974851540320344,0.022059506204650827,0.04342752695083618,13.928466116211252,1
control,0,best,test_heldout_task,1290,0,8,0.06647475039420295,0.08117417424911152,0.059877077229433355,0.040237173438072205,44.93993291224973,2,0.06444000273474437,0.0796565815475412,0.05663382822117859,0.040247246623039246,42.93625208104808,2
control,0,best,test_heldout_task,1290,52,8,0.1511627184406177,0.10324826643429873,0.04904306637452539,0.9731106385588646,58.39091547875888,2,0.15212085760334493,0.10649225355116608,0.049047575533770676,0.9734238386154175,60.089047692594164,2
control,0,best,test_heldout_task,1290,104,8,0.09567253024593714,0.13439028488371382,0.05644689525874402,0.02942359447479248,80.85996054768621,2,0.09713972636444121,0.13726513467498128,0.05537586572503641,0.02869892120361328,81.77007738109023,2
control,0,best,test_heldout_task,1290,156,8,0.042906800545203225,0.05205596062116465,0.03724415449764817,0.03601231426000595,29.264146619907322,0,0.04323634821245854,0.05455290729432959,0.03458999059873288,0.03500555083155632,30.350005497550008,0
control,0,best,test_heldout_task,1295,0,8,0.11551812431624052,0.15782648463047877,0.07864809695471252,0.02055785059928894,87.37969175075578,1,0.117153628524871,0.16069618418644754,0.07848264311086285,0.020709335803985596,88.79849131396794,1
control,0,best,test_heldout_task,1295,43,8,0.05459497086433719,0.06906177514244187,0.04203040404893358,0.049676232039928436,36.870551451388,2,0.05452253386908617,0.06969582011120748,0.04077238442594574,0.049778617918491364,36.54845245991239,2
control,0,best,test_heldout_task,1295,86,8,0.059260466939146876,0.07072778892450989,0.05474286385111296,0.05098128318786621,45.05267040797883,1,0.058666764195438016,0.06934083745441101,0.0550438226524143,0.05074143409729004,44.13458875339345,1
control,0,best,test_heldout_task,1295,129,8,0.05029098427796911,0.06428418032095114,0.0413742252434585,0.018963903188705444,36.69453936075481,1,0.047490318296090295,0.06020802503438008,0.039722657551542064,0.020939026027917862,33.88599269747557,1
control,0,best,test_heldout_task,1296,0,8,0.05360503687467871,0.07198732297929737,0.03782432733944523,0.026847917586565018,43.25487628047274,2,0.05686241596674063,0.07695071418436297,0.039124582718967,0.026728861033916473,46.183355346189764,2
control,0,best,test_heldout_task,1296,42,8,0.051839193925846794,0.06605889425960461,0.040520197777589965,0.04130053520202637,34.68899090038059,1,0.051621043704539085,0.065385633325437,0.04095914436683645,0.04177272319793701,35.320265048937536,1
