arm,seed,tag,split,episode,start,n_valid_steps,l2_norm_all7_P,translation_l2_P,rotation_l2_P,gripper_absdiff_P,translation_mm_equiv_P,best_of_k_index_P,l2_norm_all7_G,translation_l2_G,rotation_l2_G,gripper_absdiff_G,translation_mm_equiv_G,best_of_k_index_G
control,0,best,test_seen_task,137,103,8,0.05334719385179757,0.0558524638214743,0.057901330131626766,0.03822004795074463,31.559819776474395,2,0.05323932979819132,0.05491158644165209,0.05856845896067364,0.03797578811645508,30.997931259703222,2
control,0,best,test_seen_task,137,206,8,0.03218339844545107,0.0319767134687055,0.03233990374309741,0.047159016132354736,18.65368276246596,1,0.03215193046191096,0.03342176453410089,0.030759721556505602,0.04723399877548218,19.691317201384955,1
control,0,best,test_seen_task,137,309,8,0.039986749037028216,0.025806459288047947,0.05005954601198426,0.06001731753349304,14.971573742933009,0,0.04132729599084116,0.0510395129329146,0.03462701981561372,0.041685715317726135,31.877061124612805,1
control,0,best,test_seen_task,160,0,8,0.059641344794444745,0.07048695084974266,0.05603021492417578,0.04565510153770447,43.23431586834728,0,0.06363037812404247,0.07877794683468324,0.055265421516728266,0.045017704367637634,48.27073840126427,0
control,0,best,test_seen_task,160,83,8,0.03942694252977422,0.04853078539350666,0.03367658390064025,0.04137372970581055,25.42820385288562,0,0.03967382079601816,0.048777103273420955,0.034019358942935944,0.04124581813812256,25.398462988557707,0
control,0,best,test_seen_task,160,167,8,0.03133025248034225,0.036075054907549406,0.029841528017933026,0.023443646728992462,18.668586101706662,0,0.03152218006954735,0.0365761789185495,0.029666344093536714,0.02376239374279976,19.033852825017032,0
control,0,best,test_seen_task,160,250,8,0.033753571551925855,0.04042644169543281,0.02873337960353938,0.03546701371669769,23.67069383076941,2,0.034085329304701074,0.040734318849374104,0.02923095105433058,0.03590035438537598,23.990575167403335,2
control,0,best,test_seen_task,162,0,8,0.031056228292524236,0.03237758878781122,0.030106693725012106,0.05858897417783737,17.653195969105226,0,0.031232912228211545,0.03254796647713965,0.030201335851821103,0.05910218134522438,17.840498906807664,0
control,0,best,test_seen_task,162,88,8,0.049015228717810715,0.051456536483316155,0.05161343403932759,0.04029679298400879,29.00358416978879,0,0.048683922040426694,0.05131904635646148,0.05078521434937128,0.041989684104919434,28.850700476252413,0
control,0,best,test_seen_task,162,176,8,0.041361984441184864,0.048881001479774894,0.0370598561041631,0.046434298157691956,28.570972888830486,0,0.040063297732896706,0.04838699281456702,0.034122315423509686,0.047448284924030304,28.092078573664438,0
control,0,best,test_seen_task,162,264,8,0.029818981196095704,0.035845044090849654,0.021079823987421534,0.053296755999326706,19.570253028188397,0,0.029515504807430613,0.03509592366267823,0.021566086322767974,0.05277281254529953,19.34305024742408,0
control,0,best,test_seen_task,167,0,8,0.043391744405539515,0.051822178571635284,0.039256969599999074,0.03465309366583824,25.864167887053632,2,0.04487963859592943,0.05464267605233194,0.03931882868220754,0.03488781303167343,27.332251908096048,2
control,0,best,test_seen_task,167,80,8,0.03487087106214631,0.040280425584376674,0.033759188804329,0.022848129272460938,24.170901879837263,0,0.03515612899627643,0.03975147674539071,0.03506520601069776,0.022740483283996582,23.71798918419327,0
control,0,best,test_seen_task,167,160,8,0.03218352621634479,0.029497622679288786,0.037608097355054576,0.031729668378829956,15.511207427167037,0,0.03306525187762996,0.030484493392769447,0.03858999590294126,0.031951308250427246,16.270371711763136,0
control,0,best,test_seen_task,167,240,8,0.036803810696691225,0.035367433807199915,0.03918042169098433,0.055459290742874146,19.548031045169434,1,0.037957363075489255,0.03686614948907309,0.04029296404341286,0.05596553534269333,20.327424416377088,1
control,0,best,test_seen_task,173,0,8,0.03285896373713135,0.04117697892572301,0.023969002336468363,0.04650860279798508,22.731305197772397,0,0.03333945992605049,0.041736674728061696,0.024517528772294576,0.04662393033504486,23.65775985757602,0
control,0,best,test_seen_task,173,97,8,0.05967141085133361,0.0652203907563167,0.06044528649132039,0.05167043209075928,39.29631748807836,2,0.057350751410705725,0.06087911333379447,0.059811223592566146,0.05149269104003906,36.30122969180042,2
control,0,best,test_seen_task,173,195,8,0.07793713601421125,0.07925808252157043,0.08183303830714911,0.10047471523284912,42.8581650450113,2,0.07664821604247955,0.07940395012970161,0.07873447639037907,0.10066640377044678,42.153951815359335,2
control,0,best,test_seen_task,173,292,8,0.05073224381057466,0.058199827680639644,0.04703217193096146,0.06062197685241699,29.281825557897385,1,0.050519183988651115,0.05723845151920046,0.04775699487828918,0.05992095172405243,28.813825018702342,1
control,0,best,test_seen_task,185,0,8,0.04138264095698941,0.044618575613351474,0.03947976431786977,0.05392568185925484,27.159109291009212,1,0.04070442673826204,0.04240969292991635,0.04026880287177137,0.05376286059617996,25.302215165560423,1
control,0,best,test_seen_task,185,87,8,0.039099499416016835,0.052965960762513024,0.023460768069501887,0.045866966247558594,33.88465640319329,0,0.039485396495731524,0.05361929840554761,0.02336169287517404,0.04552328586578369,34.34061082541213,0
control,0,best,test_seen_task,185,174,8,0.03512127118241233,0.03771544757457627,0.0368809931023788,0.028068669140338898,23.6062681061013,1,0.03739023933133857,0.04087530934679895,0.038671845579167134,0.027802765369415283,25.228488637745983,1
control,0,best,test_seen_task,185,261,8,0.028867518278101318,0.034178787430017135,0.024226541220977737,0.04131929948925972,20.657483592052564,1,0.028687415755842643,0.03418928735300902,0.023699522222428066,0.04136541485786438,20.612402947096196,1
control,0,best,test_seen_task,201,0,8,0.08173810017288122,0.08948206198781442,0.08647686714781336,0.029802843928337097,55.03946416857949,1,0.08636739607484203,0.08212871653145096,0.10258135167460943,0.030602162703871727,49.55221630922131,0
control,0,best,test_seen_task,201,78,8,0.04486233576094493,0.05858240398575335,0.03317970031750655,0.04192709922790527,34.32197340867991,1,0.04457088196373304,0.05791574328430604,0.03336255604886501,0.04217123985290527,33.83472031573204,1
control,0,best,test_seen_task,201,157,8,0.04677049075778221,0.06153707254512653,0.03304042501614599,0.06294985115528107,32.47070570058197,2,0.045266463073312786,0.059333123070287465,0.03223513872729645,0.06271734833717346,31.779329510721386,2
control,0,best,test_seen_task,201,235,8,0.023214971317700162,0.019832384630684766,0.026148357162651074,0.0393170602619648,10.875294915544947,2,0.024062799703258194,0.02437297808054511,0.023118874943495973,0.058178722858428955,12.774097786613648,0
control,0,best,test_seen_task,212,0,8,0.056593179058101434,0.0807930559617286,0.02415272465929053,0.050526462495326996,49.9520544958545,1,0.060108212417626844,0.08659738172971286,0.023908569473680117,0.05060672014951706,53.857531750691834,1
control,0,best,test_seen_task,212,71,8,0.043281273627608405,0.048785790693590896,0.04248029803830462,0.0401911735534668,28.594490521836434,2,0.04353399165758406,0.048883993001049376,0.04298095082993031,0.03962850570678711,28.386810866757976,2
control,0,best,test_seen_task,212,141,8,0.05008066591376474,0.06694443003359306,0.03349863554879732,0.04085826873779297,39.82830439419362,1,0.052388159780813716,0.06937220657083287,0.03664301154159679,0.041008174419403076,41.645836874509705,1
control,0,best,test_seen_task,212,212,8,0.1342759741515128,0.045757164247772174,0.023266318669889496,0.9711733460426331,26.93617230490432,0,0.13430056331127946,0.043525531798245996,0.02751557279676961,0.971138708293438,24.349644712298094,0
control,0,best,test_seen_task,222,0,8,0.04710948690639543,0.0636010299342818,0.029621363393693742,0.0426255464553833,36.68946439440193,1,0.04762677398673602,0.06445629177706753,0.029671131063378608,0.04290570318698883,36.95775694841556,1
control,0,best,test_seen_task,222,78,8,0.041703919340773034,0.05927502112537047,0.021638161787489125,0.026590704917907715,35.36286770038675,0,0.0418660719097777,0.05941239559497622,0.02185239376493122,0.027799665927886963,35.19475661109108,0
control,0,best,test_seen_task,222,157,8,0.04769905492768493,0.04257783020324429,0.058621924441627546,0.02122301608324051,22.71356793629883,2,0.046174667287453675,0.04261506122844829,0.05569170837324779,0.020743943750858307,22.97697716106898,2
control,0,best,test_seen_task,222,235,8,0.04052149568604416,0.04796476331423707,0.034572889202652654,0.04323497414588928,27.286368260253653,0,0.042030390854369624,0.050666091788777526,0.03481080975897293,0.04348722845315933,28.63585639968103,0
control,0,best,test_seen_task,225,0,8,0.029855999495432127,0.03409696106514229,0.019359999715968662,0.06623224169015884,18.509670478348177,1,0.029728605492852295,0.031869103649469446,0.022307080757854394,0.06662516295909882,17.335714234995176,1
control,0,best,test_seen_task,225,83,8,0.022968423344887096,0.02605361580443748,0.020645029659169523,0.03361177444458008,15.275320499609576,2,0.02344256201269024,0.02583960484316502,0.022032992945188134,0.03410685062408447,15.181307318987562,2
control,0,best,test_seen_task,225,166,8,0.02463447592586582,0.029818661851777496,0.01959903436449472,0.03259797394275665,17.077940888507626,1,0.024244079987914207,0.02884546703826385,0.01994453040715216,0.03238357603549957,16.06765252238309,1
control,0,best,test_seen_task,225,249,8,0.03276604642224937,0.04206547074292509,0.02155350694853953,0.04564524441957474,23.510394389491253,0,0.03273546376484717,0.0420756293406242,0.021253727005111144,0.046212852001190186,23.369302227524024,0
control,0,best,test_seen_task,236,0,8,0.04807719804507417,0.06443277290226439,0.032964286512895395,0.04142756760120392,30.902472927921774,1,0.047804228099059556,0.06424654819858394,0.03235580939817511,0.04181579500436783,31.197104449237276,1
control,0,best,test_seen_task,236,90,8,0.03269635539351071,0.0271445121881413,0.04020248741343919,0.03726482391357422,14.958917158771099,0,0.03193897479117663,0.026338066373650087,0.039366542279918225,0.036873459815979004,14.7389768329523,0
control,0,best,test_seen_task,236,181,8,0.03858354271242139,0.05071098498831555,0.028820514324315198,0.020363450050354004,29.326727450162846,0,0.03865657956940396,0.051590100689996386,0.027475393206580857,0.019307971000671387,30.557684475197927,0
control,0,best,test_seen_task,236,271,8,0.05071278900142222,0.06857896845820798,0.033309714399867116,0.036476846784353256,40.656393873838,0,0.05085675055226544,0.06943670946408209,0.03203529205282352,0.036092717200517654,41.30964013467887,0
control,0,best,test_seen_task,248,0,8,0.033560823378515355,0.03034771671901979,0.03676963528829878,0.052973657846450806,18.25663191661922,0,0.03376128623796383,0.03086209180763272,0.03681364146263458,0.05252477526664734,18.288504128744282,0
control,0,best,test_seen_task,248,76,8,0.042409776838566865,0.042137819318684426,0.04251703722995548,0.05459165573120117,25.11749967408286,0,0.043101956813761645,0.042906737445097425,0.04327907829997561,0.05494582653045654,25.2024542692316,0
control,0,best,test_seen_task,248,151,8,0.0571243123944264,0.08088256743769333,0.026608666751870784,0.0625315010547638,52.04953368225713,0,0.05668867229524467,0.07940461904112701,0.028904169218394265,0.06268654763698578,51.03149013531725,0
control,0,best,test_seen_task,248,227,8,0.060680464327130736,0.07220546626475986,0.05685226792261042,0.03812265396118164,37.70006576225844,0,0.0625702881672458,0.07218932158086291,0.06148941905172568,0.038536787033081055,38.524808516404974,0
control,0,best,test_seen_task,264,0,8,0.028063087696379625,0.03442586088417373,0.020646544576857002,0.04660961404442787,21.295438222721163,1,0.0294249837755964,0.03699625889551813,0.020653696727410048,0.04622640460729599,22.741406657562102,1
control,0,best,test_seen_task,264,93,8,0.02842709610839146,0.03151778038737437,0.02773089393993284,0.04179280996322632,18.51246950602565,0,0.029345273330999,0.03272274325795006,0.02855838747146429,0.041441917419433594,18.975726644416326,0
control,0,best,test_seen_task,264,185,8,0.023120289845801462,0.028578043620884758,0.016999475178678728,0.03919372335076332,15.905512927745297,1,0.025363148579983834,0.03284895436521108,0.01692416598271811,0.03809737786650658,17.93144004964842,1
control,0,best,test_seen_task,264,278,8,0.02919841366102948,0.03308348080457896,0.02684908360709975,0.03086342290043831,19.209363513296875,1,0.030382186285057997,0.033991458567234865,0.028727296565900402,0.030814670026302338,19.63544870735764,1
control,0,best,test_seen_task,293,0,8,0.02454277650177282,0.023536877310349435,0.02530959620267587,0.04609854519367218,12.907887682890275,2,0.02441793045760657,0.023446404534374736,0.025090389140284546,0.04623943194746971,12.870606098665794,2
control,0,best,test_seen_task,293,99,8,0.049247030447483894,0.061230709896345305,0.04131230687357319,0.04295182228088379,38.01860663372078,1,0.050025809170279226,0.062291586380696005,0.04199685826836692,0.04237067699432373,38.82927306452181,1
control,0,best,test_seen_task,293,198,8,0.028281584457620582,0.03832911942475206,0.01596743414811308,0.037747904658317566,21.632978130621026,0,0.028239779714887878,0.038340695597510056,0.015551627030591602,0.03905884921550751,21.798453597379815,0
control,0,best,test_seen_task,293,297,8,0.03585378283320932,0.03157615360557921,0.03916834309172237,0.0673883706331253,15.572601327062843,1,0.0349088774712394,0.030780554557578967,0.03768756424864141,0.06778101623058319,15.195282774360876,1
control,0,best,test_seen_task,294,0,8,0.06373852014607362,0.09217096419899051,0.02677906649963493,0.043170422315597534,55.26236630950811,0,0.06847727230254361,0.0999491001874979,0.026458503060771715,0.04215419292449951,60.61183729786655,0
control,0,best,test_seen_task,294,78,8,0.07248687237542693,0.09694915004402158,0.0530741614858886,0.020443201065063477,60.264231104518856,1,0.07342283829910237,0.09739037360889292,0.05522540495897419,0.020660042762756348,60.53597703329887,1
control,0,best,test_seen_task,294,155,8,0.06109373729162183,0.07720243174313661,0.05125210093769982,0.04827095568180084,44.948912295695926,0,0.061968039637932744,0.07831386134561649,0.05197572361111408,0.04871823638677597,45.943270114731405,0
control,0,best,test_seen_task,294,233,8,0.02441821193627359,0.02392364129801523,0.027153952311908515,0.025390490889549255,13.288237698547173,1,0.02456168414859712,0.024162420436289286,0.027237330655951825,0.024892404675483704,12.924405547048938,1
control,0,best,test_seen_task,312,0,8,0.03346896618788469,0.0271526385045205,0.04149722911338856,0.03316739201545715,16.08418318305109,1,0.03454388738777523,0.031158939303504,0.04071859032162478,0.033321306109428406,18.89747666887984,1
control,0,best,test_seen_task,312,83,8,0.04060448859775299,0.03606162253623956,0.048623996210525995,0.05192995071411133,20.47415018724508,0,0.040289307222041194,0.03361777424783231,0.04989290523736404,0.05087995529174805,19.040463682915405,0
control,0,best,test_seen_task,312,165,8,0.08152363713491667,0.1001648713905256,0.07298746531008947,0.03507782518863678,60.765265632264175,2,0.08234758224534577,0.10139968555303211,0.07347289167422287,0.034261271357536316,61.832481566298604,2
