arm,seed,tag,split,episode,start,flow_seed,flow_loss_P,flow_loss_G,flow_delta_P_minus_G
control,0,best,test_seen_task,160,250,135745882,0.006942647509276867,0.006998423486948013,-5.577597767114639e-05
control,0,best,test_seen_task,162,0,1442732619,0.007999241352081299,0.008034473285079002,-3.523193299770355e-05
control,0,best,test_seen_task,162,88,1152275615,0.030837778002023697,0.03155490756034851,-0.0007171295583248138
control,0,best,test_seen_task,162,176,1210476197,0.009304167702794075,0.008759615942835808,0.0005445517599582672
control,0,best,test_seen_task,162,264,1438659225,0.007739834021776915,0.0075186146423220634,0.00022121937945485115
control,0,best,test_seen_task,167,0,729866863,0.03595408424735069,0.037032295018434525,-0.0010782107710838318
control,0,best,test_seen_task,167,80,1494681862,0.01551973819732666,0.015574268065392971,-5.452986806631088e-05
control,0,best,test_seen_task,167,160,291944064,0.013038365170359612,0.012472899630665779,0.0005654655396938324
control,0,best,test_seen_task,167,240,2095211483,0.0048442804254591465,0.0049637071788311005,-0.00011942675337195396
control,0,best,test_seen_task,173,0,791154776,0.03875935822725296,0.03792385384440422,0.0008355043828487396
control,0,best,test_seen_task,173,97,792741746,0.015353711321949959,0.014893151819705963,0.00046055950224399567
control,0,best,test_seen_task,173,195,465323436,0.019249876961112022,0.018593957647681236,0.0006559193134307861
control,0,best,test_seen_task,173,292,1938198719,0.011197681538760662,0.011723796837031841,-0.0005261152982711792
control,0,best,test_seen_task,185,0,1195307520,0.008128409273922443,0.008365235291421413,-0.00023682601749897003
control,0,best,test_seen_task,185,87,271695364,0.01672329567372799,0.01707976497709751,-0.0003564693033695221
control,0,best,test_seen_task,185,174,2136946095,0.011327502317726612,0.012313174083828926,-0.000985671766102314
control,0,best,test_seen_task,185,261,2012768603,0.007128020282834768,0.007314659655094147,-0.00018663937225937843
control,0,best,test_seen_task,201,0,1337309989,0.07080201059579849,0.07523216307163239,-0.004430152475833893
control,0,best,test_seen_task,201,78,1273521348,0.01863284222781658,0.01826300285756588,0.0003698393702507019
control,0,best,test_seen_task,201,157,1373894026,0.009728997014462948,0.008976503275334835,0.0007524937391281128
control,0,best,test_seen_task,201,235,1813659510,0.017892684787511826,0.017290830612182617,0.0006018541753292084
control,0,best,test_seen_task,212,0,168513380,0.01958778128027916,0.0209608506411314,-0.0013730693608522415
control,0,best,test_seen_task,212,71,91091533,0.02295108325779438,0.022838788107037544,0.00011229515075683594
control,0,best,test_seen_task,212,141,1875803890,0.03693171963095665,0.038919687271118164,-0.0019879676401615143
control,0,best,test_seen_task,212,212,1651014961,0.041098177433013916,0.04141562432050705,-0.00031744688749313354
control,0,best,test_seen_task,222,0,148973941,0.00881133135408163,0.008919854648411274,-0.00010852329432964325
control,0,best,test_seen_task,222,78,1380454585,0.014282988384366035,0.014093820936977863,0.00018916744738817215
control,0,best,test_seen_task,222,157,980369156,0.018130583688616753,0.018970072269439697,-0.0008394885808229446
control,0,best,test_seen_task,222,235,488973933,0.011860677041113377,0.01241751667112112,-0.0005568396300077438
control,0,best,test_seen_task,225,0,244951052,0.006739318370819092,0.006638281047344208,0.00010103732347488403
control,0,best,test_seen_task,225,83,694767779,0.012842385098338127,0.012701231054961681,0.00014115404337644577
control,0,best,test_seen_task,225,166,764919764,0.007900550030171871,0.0076928758062422276,0.00020767422392964363
control,0,best,test_seen_task,225,249,2131259249,0.006238645873963833,0.006046933587640524,0.00019171228632330894
control,0,best,test_seen_task,236,0,787373748,0.013464727438986301,0.013592381961643696,-0.0001276545226573944
control,0,best,test_seen_task,236,90,1948711451,0.010787548497319221,0.010590778663754463,0.0001967698335647583
control,0,best,test_seen_task,236,181,1037926570,0.02512144111096859,0.02629353292286396,-0.0011720918118953705
control,0,best,test_seen_task,236,271,1924031398,0.05278598517179489,0.052923593670129776,-0.00013760849833488464
control,0,best,test_seen_task,248,0,216413457,0.011371754109859467,0.011510067619383335,-0.00013831350952386856
control,0,best,test_seen_task,248,76,159763539,0.014856262132525444,0.015887394547462463,-0.0010311324149370193
control,0,best,test_seen_task,248,151,1417877855,0.06235161051154137,0.06280554831027985,-0.0004539377987384796
control,0,best,test_seen_task,248,227,67295940,0.011619274504482746,0.01197605486959219,-0.00035678036510944366
control,0,best,test_seen_task,264,0,2036100942,0.007461041212081909,0.007832447998225689,-0.00037140678614377975
control,0,best,test_seen_task,264,93,908448426,0.012065998278558254,0.012553820386528969,-0.00048782210797071457
control,0,best,test_seen_task,264,185,770465882,0.008611858822405338,0.007484546396881342,0.0011273124255239964
control,0,best,test_seen_task,264,278,225353898,0.06984516233205795,0.06998779624700546,-0.00014263391494750977
control,0,best,test_seen_task,293,0,1021912646,0.006077726371586323,0.0061436849646270275,-6.595859304070473e-05
control,0,best,test_seen_task,293,99,740306176,0.007085976656526327,0.007219760678708553,-0.00013378402218222618
control,0,best,test_seen_task,293,198,341192439,0.01524373423308134,0.015316673554480076,-7.293932139873505e-05
control,0,best,test_seen_task,293,297,1062917174,0.005662021227180958,0.005466668400913477,0.00019535282626748085
control,0,best,test_seen_task,294,0,760904804,0.030676139518618584,0.03402771055698395,-0.003351571038365364
control,0,best,test_seen_task,294,78,2092795114,0.01665084809064865,0.01677081175148487,-0.00011996366083621979
control,0,best,test_seen_task,294,155,1926129990,0.011102910153567791,0.011597251519560814,-0.0004943413659930229
control,0,best,test_seen_task,294,233,773453896,0.008423655293881893,0.008397234603762627,2.642069011926651e-05
control,0,best,test_seen_task,312,0,1817134879,0.0040557244792580605,0.004084904678165913,-2.9180198907852173e-05
control,0,best,test_seen_task,312,83,1229248300,0.0179215706884861,0.01826964132487774,-0.0003480706363916397
control,0,best,test_seen_task,312,165,343098550,0.019581349566578865,0.02030166983604431,-0.0007203202694654465
control,0,best,test_seen_task,312,248,724185187,0.017554784193634987,0.017318643629550934,0.00023614056408405304
control,0,best,test_seen_task,314,0,1164832487,0.007113516330718994,0.006933238357305527,0.0001802779734134674
control,0,best,test_seen_task,314,125,1478226254,0.02591751143336296,0.025505265220999718,0.0004122462123632431
control,0,best,test_seen_task,314,250,367053700,0.011172239668667316,0.010829034261405468,0.00034320540726184845
control,0,best,test_seen_task,314,375,837134801,0.023623960092663765,0.024264514446258545,-0.00064055435359478
control,0,best,test_seen_task,323,0,1456488082,0.011583833955228329,0.010938115417957306,0.0006457185372710228
control,0,best,test_seen_task,323,86,303764662,0.008657487109303474,0.009634186513721943,-0.0009766994044184685
control,0,best,test_seen_task,323,172,2136238060,0.010145097970962524,0.011107845231890678,-0.000962747260928154
control,0,best,test_seen_task,323,258,523070700,0.00882044155150652,0.008951423689723015,-0.00013098213821649551
control,0,best,test_seen_task,332,0,979212927,0.0625455230474472,0.05732649564743042,0.005219027400016785
control,0,best,test_seen_task,332,79,212944797,0.009362363256514072,0.00863051787018776,0.000731845386326313
control,0,best,test_seen_task,332,159,471254989,0.03369716554880142,0.033562298864126205,0.00013486668467521667
control,0,best,test_seen_task,332,238,964422567,0.0073339082300662994,0.007620512507855892,-0.00028660427778959274
control,0,best,test_seen_task,336,0,1246679177,0.039678167551755905,0.039927978068590164,-0.00024981051683425903
control,0,best,test_seen_task,336,89,959985322,0.009157567285001278,0.009640352800488472,-0.00048278551548719406
control,0,best,test_seen_task,336,179,145445765,0.027377760037779808,0.027025671675801277,0.0003520883619785309
control,0,best,test_seen_task,336,268,1746604136,0.0822584256529808,0.0794711783528328,0.0027872473001480103
control,0,best,test_seen_task,338,0,2006133540,0.005126472096890211,0.005803137551993132,-0.0006766654551029205
control,0,best,test_seen_task,338,71,1602656582,0.0489465668797493,0.05051429197192192,-0.0015677250921726227
control,0,best,test_seen_task,338,142,323346251,0.05465492606163025,0.05066034942865372,0.003994576632976532
control,0,best,test_seen_task,338,213,3533958,0.03364882245659828,0.04303246736526489,-0.00938364490866661
control,0,best,test_seen_task,339,0,764593039,0.019858580082654953,0.01912078447639942,0.0007377956062555313
control,0,best,test_seen_task,339,122,471068789,0.005827814340591431,0.005909282714128494,-8.14683735370636e-05
control,0,best,test_seen_task,339,243,2017017286,0.024181174114346504,0.02540607936680317,-0.001224905252456665
control,0,best,test_seen_task,339,365,1350258110,0.036384113132953644,0.03985746577382088,-0.0034733526408672333
control,0,best,test_seen_task,358,0,526431578,0.012986110523343086,0.012225457467138767,0.000760653056204319
control,0,best,test_seen_task,358,81,47859424,0.08082274347543716,0.08051791042089462,0.0003048330545425415
control,0,best,test_seen_task,358,161,1640221885,0.025320231914520264,0.02419668436050415,0.0011235475540161133
control,0,best,test_seen_task,358,242,186464024,0.010750641115009785,0.010604488663375378,0.00014615245163440704
control,0,best,test_seen_task,384,0,1271681969,0.0070631480775773525,0.007129760924726725,-6.66128471493721e-05
control,0,best,test_seen_task,384,35,1784900394,0.02379775419831276,0.02367899753153324,0.00011875666677951813
control,0,best,test_seen_task,384,69,1963118853,0.012991546653211117,0.012700405903160572,0.00029114075005054474
control,0,best,test_seen_task,384,104,1882003545,0.022806299850344658,0.022987285628914833,-0.00018098577857017517
control,0,best,test_seen_task,387,0,617836081,0.08995474129915237,0.08486826717853546,0.005086474120616913
control,0,best,test_seen_task,387,87,77040209,0.008109605871140957,0.008276083506643772,-0.00016647763550281525
control,0,best,test_seen_task,387,175,158599707,0.02343100681900978,0.022081566974520683,0.0013494398444890976
control,0,best,test_seen_task,387,262,505440197,0.006781391799449921,0.00686974311247468,-8.835131302475929e-05
control,0,best,test_seen_task,403,0,50211466,0.053153105080127716,0.05475646257400513,-0.0016033574938774109
control,0,best,test_seen_task,403,56,1965834998,0.023553337901830673,0.02443617954850197,-0.0008828416466712952
control,0,best,test_seen_task,403,113,2085171275,0.0679011419415474,0.07002962380647659,-0.0021284818649291992
control,0,best,test_seen_task,403,169,611150474,0.008615603670477867,0.008438313379883766,0.00017729029059410095
control,0,best,test_seen_task,411,0,640034223,0.0075956410728394985,0.007781045977026224,-0.00018540490418672562
control,0,best,test_seen_task,411,62,1315445750,0.020028041675686836,0.01862187124788761,0.0014061704277992249
control,0,best,test_seen_task,411,123,624598730,0.01999698393046856,0.019904453307390213,9.253062307834625e-05
control,0,best,test_seen_task,411,185,800842934,0.04145325347781181,0.04079282656311989,0.000660426914691925
control,0,best,test_seen_task,414,0,1482270147,0.01855355128645897,0.019161762669682503,-0.0006082113832235336
control,0,best,test_seen_task,414,65,407753689,0.030656566843390465,0.035938892513513565,-0.0052823256701231
control,0,best,test_seen_task,414,129,1614496917,0.013547105714678764,0.013811384327709675,-0.0002642786130309105
control,0,best,test_seen_task,414,194,1085971253,0.008991901762783527,0.009281952865421772,-0.00029005110263824463
control,0,best,test_seen_task,428,0,367931437,0.01091096643358469,0.011365668848156929,-0.0004547024145722389
control,0,best,test_seen_task,428,49,394961298,0.0087426183745265,0.008296271786093712,0.00044634658843278885
control,0,best,test_seen_task,428,99,691141536,0.03354765847325325,0.03164659067988396,0.0019010677933692932
control,0,best,test_seen_task,428,148,438788797,0.035912275314331055,0.035462480038404465,0.00044979527592658997
control,0,best,test_seen_task,445,0,1507451563,0.03359195962548256,0.0346449613571167,-0.00105300173163414
control,0,best,test_seen_task,445,30,2052482606,0.010478651151061058,0.011293808929622173,-0.0008151577785611153
control,0,best,test_seen_task,445,61,2090885418,0.010319664143025875,0.011431514285504818,-0.0011118501424789429
control,0,best,test_seen_task,445,91,1355231743,0.04260464757680893,0.04516073688864708,-0.00255608931183815
control,0,best,test_seen_task,448,0,2000200715,0.020671924576163292,0.02069680206477642,-2.4877488613128662e-05
control,0,best,test_seen_task,448,28,729433638,0.012118427082896233,0.012729833833873272,-0.0006114067509770393
control,0,best,test_seen_task,448,56,1213433506,0.01971552148461342,0.020472899079322815,-0.0007573775947093964
control,0,best,test_seen_task,448,84,2138067167,0.03283707797527313,0.0313371904194355,0.0014998875558376312
control,0,best,test_seen_task,452,0,2094217713,0.025627929717302322,0.028258059173822403,-0.0026301294565200806
control,0,best,test_seen_task,452,28,2103617256,0.2440120428800583,0.24160349369049072,0.002408549189567566
control,0,best,test_seen_task,452,57,434782830,0.008208169601857662,0.007971462793648243,0.00023670680820941925
control,0,best,test_seen_task,452,85,476598427,0.015750830993056297,0.01484242919832468,0.000908401794731617
control,0,best,test_seen_task,454,0,1652194143,0.007542472332715988,0.008109926246106625,-0.0005674539133906364
control,0,best,test_seen_task,454,36,1418356783,0.021867964416742325,0.021956561133265495,-8.859671652317047e-05
control,0,best,test_seen_task,454,72,591424439,0.03805385157465935,0.03712501749396324,0.000928834080696106
control,0,best,test_seen_task,454,108,1143674331,0.03215654194355011,0.03183581307530403,0.0003207288682460785
control,0,best,test_seen_task,457,0,1544136859,0.023038428276777267,0.023086845874786377,-4.84175980091095e-05
control,0,best,test_seen_task,457,32,748577493,0.0061961147002875805,0.006320219021290541,-0.0001241043210029602
control,0,best,test_seen_task,457,65,1037474867,0.00971271563321352,0.009549302980303764,0.0001634126529097557
control,0,best,test_seen_task,457,97,1726633378,0.007149168755859137,0.007156908046454191,-7.739290595054626e-06
control,0,best,test_seen_task,461,0,942232557,0.016174178570508957,0.01700378768146038,-0.0008296091109514236
control,0,best,test_seen_task,461,40,90494862,0.02037271484732628,0.020913271233439445,-0.0005405563861131668
control,0,best,test_seen_task,461,81,175295424,0.01587826944887638,0.01629600115120411,-0.00041773170232772827
control,0,best,test_seen_task,461,121,673030564,0.04016965627670288,0.04309624060988426,-0.0029265843331813812
control,0,best,test_seen_task,471,0,642797778,0.0852632150053978,0.08568477630615234,-0.0004215613007545471
control,0,best,test_seen_task,471,54,1392743100,0.021352557465434074,0.022677628323435783,-0.001325070858001709
control,0,best,test_seen_task,471,107,2050522887,0.01874999888241291,0.01770801655948162,0.0010419823229312897
control,0,best,test_seen_task,471,161,2002611918,0.015110130421817303,0.015193645842373371,-8.351542055606842e-05
control,0,best,test_seen_task,480,0,1326116291,0.010497316718101501,0.012259784154593945,-0.001762467436492443
control,0,best,test_seen_task,480,34,1723951581,0.026002774015069008,0.027731288224458694,-0.0017285142093896866
control,0,best,test_seen_task,480,67,1461777467,0.02441677637398243,0.025225745514035225,-0.0008089691400527954
control,0,best,test_seen_task,480,101,1834782637,0.008266232907772064,0.008736046962440014,-0.0004698140546679497
control,0,best,test_seen_task,501,0,117133693,0.028426051139831543,0.03056798316538334,-0.002141932025551796
control,0,best,test_seen_task,501,29,2021922800,0.2740820348262787,0.2673306167125702,0.006751418113708496
control,0,best,test_seen_task,501,59,596871075,0.023008350282907486,0.022214293479919434,0.0007940568029880524
control,0,best,test_seen_task,501,88,601939517,0.006403014529496431,0.0068783750757575035,-0.00047536054626107216
control,0,best,test_seen_task,504,0,390212267,0.011860798113048077,0.011640993878245354,0.00021980423480272293
control,0,best,test_seen_task,504,22,887359162,0.008846461772918701,0.00882263295352459,2.3828819394111633e-05
control,0,best,test_seen_task,504,45,1606986530,0.019542427733540535,0.01961408741772175,-7.165968418121338e-05
control,0,best,test_seen_task,504,67,127927591,0.01514979638159275,0.015384879894554615,-0.00023508351296186447
control,0,best,test_seen_task,531,0,1929110668,0.013116344809532166,0.012423619627952576,0.0006927251815795898
control,0,best,test_seen_task,531,29,2072588103,0.006299310363829136,0.006263994611799717,3.5315752029418945e-05
control,0,best,test_seen_task,531,59,1732368818,0.016247253865003586,0.016276532784104347,-2.9278919100761414e-05
control,0,best,test_seen_task,531,88,1789116848,0.026791376993060112,0.027577513828873634,-0.0007861368358135223
control,0,best,test_seen_task,536,0,329055686,0.011958573944866657,0.01221469882875681,-0.000256124883890152
control,0,best,test_seen_task,536,26,152405140,0.013603941537439823,0.01268748752772808,0.0009164540097117424
control,0,best,test_seen_task,536,51,439089879,0.00940320547670126,0.009201033040881157,0.0002021724358201027
control,0,best,test_seen_task,536,77,873704648,0.09172431379556656,0.09229593724012375,-0.0005716234445571899
control,0,best,test_seen_task,543,0,1097930790,0.014064138755202293,0.015324604697525501,-0.0012604659423232079
control,0,best,test_seen_task,543,38,1219836092,0.014025636948645115,0.012417501769959927,0.0016081351786851883
control,0,best,test_seen_task,543,77,222849857,0.050314005464315414,0.051758844405412674,-0.0014448389410972595
control,0,best,test_seen_task,543,115,1551881725,0.03415609896183014,0.03374365717172623,0.00041244179010391235
control,0,best,test_seen_task,558,0,663473136,0.032593708485364914,0.02478731982409954,0.007806388661265373
control,0,best,test_seen_task,558,28,508094873,0.032432086765766144,0.033202242106199265,-0.0007701553404331207
control,0,best,test_seen_task,558,55,1715862923,0.03483353927731514,0.03266024962067604,0.002173289656639099
control,0,best,test_seen_task,558,83,2044793416,0.08147884905338287,0.08114378154277802,0.0003350675106048584
control,0,best,test_seen_task,563,0,391962690,0.03974764794111252,0.04072313755750656,-0.000975489616394043
control,0,best,test_seen_task,563,30,416223619,0.008163467049598694,0.008582890033721924,-0.00041942298412323
control,0,best,test_seen_task,563,60,1980534137,0.012529698200523853,0.012628541328012943,-9.884312748908997e-05
control,0,best,test_seen_task,563,90,375470100,0.07750701904296875,0.08158224076032639,-0.0040752217173576355
control,0,best,test_seen_task,596,0,892296120,0.04269655421376228,0.04354351386427879,-0.00084695965051651
control,0,best,test_seen_task,596,31,994150214,0.09993428736925125,0.10233116894960403,-0.002396881580352783
control,0,best,test_seen_task,596,61,1720576481,0.011564696207642555,0.011752991937100887,-0.00018829572945833206
control,0,best,test_seen_task,596,92,557730529,0.01640518754720688,0.015001937747001648,0.0014032498002052307
control,0,best,test_seen_task,605,0,1725546061,0.04369145631790161,0.046119384467601776,-0.002427928149700165
control,0,best,test_seen_task,605,28,1490945868,0.0851939469575882,0.08598072081804276,-0.0007867738604545593
control,0,best,test_seen_task,605,57,789730119,0.025598136708140373,0.026568276807665825,-0.0009701400995254517
control,0,best,test_seen_task,605,85,2033644561,0.01550496369600296,0.015222816728055477,0.00028214696794748306
control,0,best,test_seen_task,636,0,82614666,0.07497109472751617,0.07422448694705963,0.000746607780456543
control,0,best,test_seen_task,636,30,757617357,0.04084989055991173,0.041103143244981766,-0.00025325268507003784
control,0,best,test_seen_task,636,59,1010709480,0.043259236961603165,0.04242890328168869,0.0008303336799144745
control,0,best,test_seen_task,636,89,1113460555,0.03582751750946045,0.03550942614674568,0.00031809136271476746
control,0,best,test_seen_task,637,0,2129992884,0.015662411227822304,0.015205747447907925,0.0004566637799143791
control,0,best,test_seen_task,637,30,858035358,0.017870785668492317,0.018280072137713432,-0.0004092864692211151
control,0,best,test_seen_task,637,61,159965080,0.05284705385565758,0.050563011318445206,0.002284042537212372
control,0,best,test_seen_task,637,91,1996657639,0.11745953559875488,0.11824222654104233,-0.0007826909422874451
control,0,best,test_seen_task,638,0,1500551025,0.04132488742470741,0.04281884431838989,-0.0014939568936824799
control,0,best,test_seen_task,638,29,557225158,0.05734788998961449,0.05673966184258461,0.0006082281470298767
control,0,best,test_seen_task,638,59,198789673,0.007768406067043543,0.008182830177247524,-0.0004144241102039814
control,0,best,test_seen_task,638,88,303721988,0.02022760733962059,0.02029464766383171,-6.70403242111206e-05
control,0,best,test_seen_task,645,0,1045211922,0.08692225068807602,0.086916483938694,5.766749382019043e-06
control,0,best,test_seen_task,645,27,810365706,0.07719951122999191,0.07685470581054688,0.00034480541944503784
control,0,best,test_seen_task,645,55,1402744365,0.11241672188043594,0.10911018401384354,0.0033065378665924072
control,0,best,test_seen_task,645,82,752760280,0.05403801426291466,0.055045466870069504,-0.0010074526071548462
control,0,best,test_seen_task,655,0,986300611,0.011759723536670208,0.01113942265510559,0.0006203008815646172
control,0,best,test_seen_task,655,26,1415667125,0.033539820462465286,0.035751305520534515,-0.002211485058069229
control,0,best,test_seen_task,655,53,1611741184,0.027911381796002388,0.02713233046233654,0.0007790513336658478
control,0,best,test_seen_task,655,79,1114042357,0.06626902520656586,0.06536030024290085,0.0009087249636650085
control,0,best,test_seen_task,658,0,186378279,0.015040485188364983,0.0149360541254282,0.00010443106293678284
control,0,best,test_seen_task,658,26,1956616368,0.02449093386530876,0.023784196004271507,0.0007067378610372543
control,0,best,test_seen_task,658,52,1853732934,0.04148073121905327,0.04169246926903725,-0.00021173804998397827
control,0,best,test_seen_task,658,78,2084452759,0.01966281048953533,0.019377436488866806,0.0002853740006685257
control,0,best,test_seen_task,688,0,1527495976,0.011375395581126213,0.011525058187544346,-0.00014966260641813278
control,0,best,test_seen_task,688,35,1889635878,0.03968547657132149,0.04078059643507004,-0.0010951198637485504
control,0,best,test_seen_task,688,71,1428691398,0.01171612273901701,0.01147990021854639,0.0002362225204706192
control,0,best,test_seen_task,688,106,2029846290,0.015231792815029621,0.014275540597736835,0.0009562522172927856
control,0,best,test_seen_task,690,0,1210740805,0.0441361702978611,0.044226229190826416,-9.005889296531677e-05
control,0,best,test_seen_task,690,30,673560822,0.006853946018964052,0.006714574992656708,0.00013937102630734444
control,0,best,test_seen_task,690,61,401981458,0.014823799021542072,0.014213941991329193,0.0006098570302128792
control,0,best,test_seen_task,690,91,410426105,0.022311309352517128,0.02136840485036373,0.0009429045021533966
control,0,best,test_seen_task,701,0,1858360570,0.0110312569886446,0.010554211214184761,0.00047704577445983887
