arm,seed,tag,split,episode,start,flow_seed,flow_loss_P,flow_loss_G,flow_delta_P_minus_G
control,0,u300,test_seen_task,1274,0,1700540879,0.024606626480817795,0.024761097505688667,-0.0001544710248708725
control,0,u300,test_seen_task,1274,35,431557853,0.009955770336091518,0.010059394873678684,-0.00010362453758716583
control,0,u300,test_seen_task,1274,70,2096647510,0.021440645679831505,0.020633935928344727,0.0008067097514867783
control,0,u300,test_seen_task,1274,105,1290533442,0.03712809458374977,0.036258306354284286,0.0008697882294654846
control,0,u300,test_seen_task,1279,0,829111391,0.02157282829284668,0.023081021383404732,-0.001508193090558052
control,0,u300,test_seen_task,1279,29,1559647351,0.027796434238553047,0.027864506468176842,-6.807222962379456e-05
control,0,u300,test_seen_task,1279,59,1249706352,0.023009860888123512,0.023862170055508614,-0.0008523091673851013
control,0,u300,test_seen_task,1279,88,1941380741,0.028581898659467697,0.025237074121832848,0.0033448245376348495
control,0,u300,test_seen_task,1281,0,405090544,0.06853780895471573,0.06795454770326614,0.000583261251449585
control,0,u300,test_seen_task,1281,35,102850876,0.016665128991007805,0.017052242532372475,-0.0003871135413646698
control,0,u300,test_seen_task,1281,69,986137255,0.02157038450241089,0.02243959531188011,-0.000869210809469223
control,0,u300,test_seen_task,1281,104,907309900,0.0956311896443367,0.09516068547964096,0.00047050416469573975
control,0,u300,test_seen_task,1302,0,327881007,0.023893162608146667,0.027775274589657784,-0.003882111981511116
control,0,u300,test_seen_task,1302,49,1441842476,0.01964600197970867,0.02065967209637165,-0.0010136701166629791
control,0,u300,test_seen_task,1302,99,1446752282,0.06847963482141495,0.06428993493318558,0.00418969988822937
control,0,u300,test_seen_task,1302,148,1274377681,0.01505441777408123,0.015174592845141888,-0.0001201750710606575
control,0,u300,test_seen_task,1348,0,1602650392,0.01849290356040001,0.018800679594278336,-0.0003077760338783264
control,0,u300,test_seen_task,1348,35,2138016175,0.044164497405290604,0.044906534254550934,-0.0007420368492603302
control,0,u300,test_seen_task,1348,71,1557864078,0.04171374812722206,0.04262521490454674,-0.0009114667773246765
control,0,u300,test_seen_task,1348,106,97745805,0.03990582004189491,0.04167696461081505,-0.0017711445689201355
control,0,u300,test_seen_task,1358,0,329600404,0.08661136776208878,0.08479166775941849,0.001819700002670288
control,0,u300,test_seen_task,1358,32,376001235,0.03627471998333931,0.039549894630908966,-0.0032751746475696564
control,0,u300,test_seen_task,1358,65,1675577067,0.020249148830771446,0.02097831666469574,-0.0007291678339242935
control,0,u300,test_seen_task,1358,97,1351643045,0.06011967733502388,0.04606498032808304,0.014054697006940842
control,0,u300,test_seen_task,1369,0,306760650,0.05006954446434975,0.04878244176506996,0.0012871026992797852
control,0,u300,test_seen_task,1369,42,1772408976,0.013917282223701477,0.014387975446879864,-0.0004706932231783867
control,0,u300,test_seen_task,1369,83,2040528397,0.012924963608384132,0.012093348428606987,0.0008316151797771454
control,0,u300,test_seen_task,1369,125,1061789327,0.023102926090359688,0.02409222535789013,-0.0009892992675304413
control,0,u300,test_seen_task,1386,0,759481774,0.024657949805259705,0.026359574869275093,-0.0017016250640153885
control,0,u300,test_seen_task,1386,30,364662913,0.013639171607792377,0.012075237929821014,0.001563933677971363
control,0,u300,test_seen_task,1386,59,1753814316,0.014408589340746403,0.014466561377048492,-5.797203630208969e-05
control,0,u300,test_seen_task,1386,89,269495706,0.013681597076356411,0.013529540970921516,0.00015205610543489456
control,0,u300,test_seen_task,1416,0,1755944876,0.09939299523830414,0.0964106097817421,0.0029823854565620422
control,0,u300,test_seen_task,1416,42,592463165,0.07921179383993149,0.08012958616018295,-0.0009177923202514648
control,0,u300,test_seen_task,1416,83,994907025,0.016771120950579643,0.016288207843899727,0.0004829131066799164
control,0,u300,test_seen_task,1416,125,405143760,0.015459793619811535,0.015109913423657417,0.0003498801961541176
control,0,u300,test_seen_task,1423,0,1793122167,0.016591137275099754,0.015112926252186298,0.001478211022913456
control,0,u300,test_seen_task,1423,43,872063913,0.04336444288492203,0.043039720505476,0.00032472237944602966
control,0,u300,test_seen_task,1423,86,1428817750,0.02176876924932003,0.020695801824331284,0.0010729674249887466
control,0,u300,test_seen_task,1423,129,1691704845,0.006134980358183384,0.006612562574446201,-0.0004775822162628174
control,0,u300,test_seen_task,1425,0,2139714241,0.009607861749827862,0.00992945022881031,-0.0003215884789824486
control,0,u300,test_seen_task,1425,26,203466845,0.04708820581436157,0.046109650284051895,0.0009785555303096771
control,0,u300,test_seen_task,1425,52,1017491537,0.06767620146274567,0.06619570404291153,0.001480497419834137
control,0,u300,test_seen_task,1425,78,1525992367,0.12664766609668732,0.12834441661834717,-0.001696750521659851
control,0,u300,test_seen_task,1428,0,400199930,0.025104468688368797,0.02344978228211403,0.0016546864062547684
control,0,u300,test_seen_task,1428,34,1399828313,0.05062442645430565,0.051114361733198166,-0.0004899352788925171
control,0,u300,test_seen_task,1428,69,2080340106,0.07312630861997604,0.07202289253473282,0.001103416085243225
control,0,u300,test_seen_task,1428,103,1964004926,0.025693895295262337,0.026544487103819847,-0.0008505918085575104
control,0,u300,test_seen_task,1429,0,1522267701,0.009247328154742718,0.00877339392900467,0.00047393422573804855
control,0,u300,test_seen_task,1429,38,1014561406,0.018705695867538452,0.019130950793623924,-0.0004252549260854721
control,0,u300,test_seen_task,1429,77,1538114342,0.04139017313718796,0.03995140269398689,0.001438770443201065
control,0,u300,test_seen_task,1429,115,789255460,0.01386353187263012,0.015265902504324913,-0.0014023706316947937
control,0,u300,test_seen_task,1430,0,369248264,0.018821140751242638,0.019994007423520088,-0.0011728666722774506
control,0,u300,test_seen_task,1430,54,595911776,0.03245733678340912,0.03203558549284935,0.0004217512905597687
control,0,u300,test_seen_task,1430,107,1078506841,0.061504583805799484,0.06039867922663689,0.0011059045791625977
control,0,u300,test_seen_task,1430,161,1995881339,0.031445082277059555,0.026754122227430344,0.004690960049629211
control,0,u300,test_seen_task,1464,0,291587161,0.025749588385224342,0.021259617060422897,0.004489971324801445
control,0,u300,test_seen_task,1464,35,1386462687,0.01983219012618065,0.020023638382554054,-0.00019144825637340546
control,0,u300,test_seen_task,1464,70,1221460855,0.035939864814281464,0.0336989127099514,0.002240952104330063
control,0,u300,test_seen_task,1464,105,136773868,0.02507353015244007,0.02201724424958229,0.0030562859028577805
control,0,u300,test_seen_task,1465,0,635768442,0.043718911707401276,0.04503142088651657,-0.0013125091791152954
control,0,u300,test_seen_task,1465,34,1737982277,0.028038974851369858,0.027742547914385796,0.0002964269369840622
control,0,u300,test_seen_task,1465,69,725556552,0.2353086769580841,0.2321285456418991,0.0031801313161849976
control,0,u300,test_seen_task,1465,103,401406494,0.012812256813049316,0.011628203094005585,0.0011840537190437317
control,0,u300,test_seen_task,1478,0,1458813739,0.06018770858645439,0.06026178225874901,-7.40736722946167e-05
control,0,u300,test_seen_task,1478,38,1165368489,0.1471746265888214,0.14549937844276428,0.001675248146057129
control,0,u300,test_seen_task,1478,76,1404346068,0.008300278335809708,0.008661000058054924,-0.00036072172224521637
control,0,u300,test_seen_task,1478,114,1729821265,0.00826168991625309,0.008421233855187893,-0.000159543938934803
control,0,u300,test_seen_task,1482,0,1951677582,0.034396760165691376,0.03389792516827583,0.0004988349974155426
control,0,u300,test_seen_task,1482,30,2076282700,0.23039685189723969,0.22921453416347504,0.0011823177337646484
control,0,u300,test_seen_task,1482,60,1479393876,0.00666856998577714,0.006583061534911394,8.550845086574554e-05
control,0,u300,test_seen_task,1482,90,573946756,0.010121320374310017,0.01043341401964426,-0.0003120936453342438
control,0,u300,test_seen_task,1490,0,1332489240,0.09420700371265411,0.09473008662462234,-0.0005230829119682312
control,0,u300,test_seen_task,1490,40,1359365839,0.010498364455997944,0.01062147319316864,-0.00012310873717069626
control,0,u300,test_seen_task,1490,79,1250245907,0.010068274103105068,0.009823203086853027,0.00024507101625204086
control,0,u300,test_seen_task,1490,119,1024693378,0.00949817430227995,0.00921591930091381,0.00028225500136613846
control,0,u300,test_seen_task,1494,0,1385610224,0.043239325284957886,0.043350595980882645,-0.00011127069592475891
control,0,u300,test_seen_task,1494,45,1352313919,0.05348251387476921,0.04887634515762329,0.00460616871714592
control,0,u300,test_seen_task,1494,89,1721029164,0.022276496514678,0.022399190813302994,-0.00012269429862499237
control,0,u300,test_seen_task,1494,134,972578495,0.023367976769804955,0.022892257198691368,0.0004757195711135864
control,0,u300,test_seen_task,1516,0,839273320,0.06658343970775604,0.06063755229115486,0.005945887416601181
control,0,u300,test_seen_task,1516,43,1847510220,0.009851602837443352,0.00960595067590475,0.0002456521615386009
control,0,u300,test_seen_task,1516,85,343874052,0.007848975248634815,0.008182249031960964,-0.000333273783326149
control,0,u300,test_seen_task,1516,128,274746667,0.02852213755249977,0.02814786694943905,0.00037427060306072235
control,0,u300,test_seen_task,1517,0,724571637,0.028714627027511597,0.02828926220536232,0.00042536482214927673
control,0,u300,test_seen_task,1517,40,348431355,0.008101220242679119,0.00805992167443037,4.129856824874878e-05
control,0,u300,test_seen_task,1517,79,637696394,0.015167082659900188,0.014770181849598885,0.00039690081030130386
control,0,u300,test_seen_task,1517,119,563531936,0.014280608855187893,0.015417531132698059,-0.0011369222775101662
control,0,u300,test_seen_task,1522,0,529727796,0.07345849275588989,0.07247008383274078,0.0009884089231491089
control,0,u300,test_seen_task,1522,30,1199548274,0.08292681723833084,0.08463501930236816,-0.001708202064037323
control,0,u300,test_seen_task,1522,59,1027369331,0.017396965995430946,0.01805383898317814,-0.0006568729877471924
control,0,u300,test_seen_task,1522,89,267216473,0.022744160145521164,0.021787775680422783,0.000956384465098381
control,0,u300,test_seen_task,1527,0,1273890200,0.04378672316670418,0.04204389825463295,0.001742824912071228
control,0,u300,test_seen_task,1527,42,2077149182,0.14824073016643524,0.1468154639005661,0.0014252662658691406
control,0,u300,test_seen_task,1527,84,884814016,0.032553531229496,0.03268944099545479,-0.000135909765958786
control,0,u300,test_seen_task,1527,126,477115452,0.024053126573562622,0.024783482775092125,-0.0007303562015295029
control,0,u300,test_seen_task,1539,0,1630078520,0.03882726654410362,0.03937177732586861,-0.0005445107817649841
control,0,u300,test_seen_task,1539,38,1043419880,0.01852135919034481,0.018510589376091957,1.0769814252853394e-05
control,0,u300,test_seen_task,1539,76,954403244,0.020788419991731644,0.020639512687921524,0.00014890730381011963
control,0,u300,test_seen_task,1539,114,1200007582,0.09440138190984726,0.09543311595916748,-0.001031734049320221
control,0,u300,test_seen_task,1549,0,994161043,0.0211651511490345,0.021858397871255875,-0.0006932467222213745
control,0,u300,test_seen_task,1549,39,782326845,0.03711831942200661,0.03590039536356926,0.0012179240584373474
control,0,u300,test_seen_task,1549,78,1242155041,0.06541935354471207,0.0647006407380104,0.0007187128067016602
control,0,u300,test_seen_task,1549,117,578898241,0.0067426287569105625,0.006854902487248182,-0.00011227373033761978
control,0,u300,test_seen_task,1552,0,1266152043,0.14638079702854156,0.1385359913110733,0.007844805717468262
control,0,u300,test_seen_task,1552,34,340552434,0.012437151744961739,0.012429703958332539,7.447786629199982e-06
control,0,u300,test_seen_task,1552,68,1004261335,0.019863786175847054,0.020410742610692978,-0.0005469564348459244
control,0,u300,test_seen_task,1552,102,393611314,0.011348853819072247,0.01131090335547924,3.7950463593006134e-05
control,0,u300,test_seen_task,1559,0,400062395,0.05660998448729515,0.052961595356464386,0.0036483891308307648
control,0,u300,test_seen_task,1559,35,29497694,0.07624845951795578,0.07747956365346909,-0.0012311041355133057
control,0,u300,test_seen_task,1559,69,1826265166,0.06840287894010544,0.06766070425510406,0.0007421746850013733
control,0,u300,test_seen_task,1559,104,720181168,0.01681702397763729,0.01783686690032482,-0.0010198429226875305
control,0,u300,test_seen_task,1570,0,605258627,0.014080541208386421,0.012510200962424278,0.001570340245962143
control,0,u300,test_seen_task,1570,33,1277371036,0.01037605945020914,0.010581600479781628,-0.00020554102957248688
control,0,u300,test_seen_task,1570,65,2112425253,0.03408927842974663,0.03458106145262718,-0.0004917830228805542
control,0,u300,test_seen_task,1570,98,823598010,0.03153780475258827,0.032421983778476715,-0.000884179025888443
control,0,u300,test_seen_task,1573,0,580176695,0.014603660441935062,0.012739087454974651,0.001864572986960411
control,0,u300,test_seen_task,1573,36,286688675,0.1868327409029007,0.18401344120502472,0.0028192996978759766
control,0,u300,test_seen_task,1573,73,607238104,0.03381790965795517,0.03467516228556633,-0.0008572526276111603
control,0,u300,test_seen_task,1573,109,612672332,0.00655076140537858,0.006373945157974958,0.00017681624740362167
control,0,u300,test_seen_task,1576,0,1690239150,0.02169065736234188,0.022267023101449013,-0.000576365739107132
control,0,u300,test_seen_task,1576,50,272321376,0.019965169951319695,0.0197135042399168,0.00025166571140289307
control,0,u300,test_seen_task,1576,100,1603951804,0.03570723906159401,0.035554613918066025,0.00015262514352798462
control,0,u300,test_seen_task,1576,150,1455907771,0.029202749952673912,0.029359545558691025,-0.00015679560601711273
control,0,u300,test_seen_task,1577,0,403220267,0.022692812606692314,0.022058887407183647,0.000633925199508667
control,0,u300,test_seen_task,1577,34,743645278,0.02668406255543232,0.026912378147244453,-0.0002283155918121338
control,0,u300,test_seen_task,1577,69,200010735,0.02008676528930664,0.021191081032156944,-0.0011043157428503036
control,0,u300,test_seen_task,1577,103,1344185949,0.02119266986846924,0.02288963459432125,-0.0016969647258520126
control,0,u300,test_seen_task,1578,0,1735311750,0.07310063391923904,0.07301907986402512,8.155405521392822e-05
control,0,u300,test_seen_task,1578,30,132555859,0.010911598801612854,0.011048629879951477,-0.00013703107833862305
control,0,u300,test_seen_task,1578,61,658212718,0.013224572874605656,0.013306531123816967,-8.195824921131134e-05
control,0,u300,test_seen_task,1578,91,2089864666,0.14179562032222748,0.06779118627309799,0.07400443404912949
control,0,u300,test_seen_task,1581,0,1601268881,0.026017751544713974,0.02805294468998909,-0.002035193145275116
control,0,u300,test_seen_task,1581,41,1133540634,0.04038410633802414,0.03878326341509819,0.001600842922925949
control,0,u300,test_seen_task,1581,83,1375640948,0.08553685247898102,0.08461786806583405,0.0009189844131469727
control,0,u300,test_seen_task,1581,124,1138366587,0.033290546387434006,0.034300439059734344,-0.0010098926723003387
control,0,u300,test_seen_task,1583,0,660609203,0.019865049049258232,0.019069833680987358,0.000795215368270874
control,0,u300,test_seen_task,1583,30,1765300645,0.02465715818107128,0.023907529190182686,0.0007496289908885956
control,0,u300,test_seen_task,1583,59,1876314216,0.015335820615291595,0.015450836159288883,-0.00011501554399728775
control,0,u300,test_seen_task,1583,89,79743634,0.026964405551552773,0.027629438787698746,-0.0006650332361459732
control,0,u300,test_seen_task,1601,0,1859074558,0.015689421445131302,0.016042176634073257,-0.00035275518894195557
control,0,u300,test_seen_task,1601,42,388134655,0.011448966339230537,0.01155694667249918,-0.00010798033326864243
control,0,u300,test_seen_task,1601,84,425498603,0.03956608101725578,0.03978552669286728,-0.00021944567561149597
control,0,u300,test_seen_task,1601,126,1391622097,0.014620671048760414,0.014569397084414959,5.127396434545517e-05
control,0,u300,test_seen_task,1621,0,1661242171,0.021595967933535576,0.01997135765850544,0.001624610275030136
control,0,u300,test_seen_task,1621,47,224277729,0.060097794979810715,0.059573326259851456,0.000524468719959259
control,0,u300,test_seen_task,1621,95,981675722,0.010128465481102467,0.009768002666532993,0.00036046281456947327
control,0,u300,test_seen_task,1621,142,821097432,0.06352631002664566,0.06268830597400665,0.0008380040526390076
control,0,u300,test_seen_task,1626,0,90109759,0.019032282754778862,0.019097361713647842,-6.507895886898041e-05
control,0,u300,test_seen_task,1626,35,178293155,0.011943335644900799,0.012048237957060337,-0.00010490231215953827
control,0,u300,test_seen_task,1626,69,818827607,0.03947027400135994,0.03941243886947632,5.7835131883621216e-05
control,0,u300,test_seen_task,1626,104,1450293577,0.05527963116765022,0.050343360751867294,0.0049362704157829285
control,0,u300,test_seen_task,1631,0,21865268,0.02795245870947838,0.02727154828608036,0.0006809104233980179
control,0,u300,test_seen_task,1631,37,660866899,0.014556427486240864,0.014445571228861809,0.00011085625737905502
control,0,u300,test_seen_task,1631,75,1006459330,0.03861663118004799,0.03862302750349045,-6.3963234424591064e-06
control,0,u300,test_seen_task,1631,112,512009817,0.050658438354730606,0.04706398770213127,0.0035944506525993347
control,0,u300,test_seen_task,1666,0,1775651187,0.03873082995414734,0.037392616271972656,0.0013382136821746826
control,0,u300,test_seen_task,1666,41,1030211697,0.011951605789363384,0.014101982116699219,-0.0021503763273358345
control,0,u300,test_seen_task,1666,81,1742857034,0.026677206158638,0.025938520208001137,0.0007386859506368637
control,0,u300,test_seen_task,1666,122,838963179,0.017432373017072678,0.018154118210077286,-0.0007217451930046082
control,0,u300,test_seen_task,1672,0,1539793265,0.03220202773809433,0.03311486169695854,-0.000912833958864212
control,0,u300,test_seen_task,1672,35,446442674,0.0397174097597599,0.03960854560136795,0.00010886415839195251
control,0,u300,test_seen_task,1672,70,108116983,0.03830048441886902,0.038405273109674454,-0.00010478869080543518
control,0,u300,test_seen_task,1672,105,982510014,0.014073731377720833,0.015250444412231445,-0.0011767130345106125
control,0,u300,test_seen_task,1676,0,760126806,0.10182131081819534,0.09079582989215851,0.011025480926036835
control,0,u300,test_seen_task,1676,44,1711531382,0.024994641542434692,0.025467101484537125,-0.00047245994210243225
control,0,u300,test_seen_task,1676,88,1593757540,0.0988086387515068,0.09798689186573029,0.0008217468857765198
control,0,u300,test_seen_task,1676,132,1365099323,0.010046513751149178,0.00969878863543272,0.00034772511571645737
control,0,u300,test_seen_task,1678,0,365042464,0.02276061289012432,0.02157270908355713,0.001187903806567192
control,0,u300,test_seen_task,1678,30,1174487335,0.01571010611951351,0.016069194301962852,-0.0003590881824493408
control,0,u300,test_seen_task,1678,59,1513183156,0.025548884645104408,0.02576061710715294,-0.00021173246204853058
control,0,u300,test_seen_task,1678,89,2090079927,0.0923919677734375,0.08388294279575348,0.008509024977684021
control,0,u300,test_heldout_task,27,0,275530540,0.006880535278469324,0.006987516302615404,-0.00010698102414608002
control,0,u300,test_heldout_task,27,75,1153611075,0.017866849899291992,0.017889974638819695,-2.312473952770233e-05
control,0,u300,test_heldout_task,27,151,2119492863,0.013140438124537468,0.012991411611437798,0.0001490265130996704
control,0,u300,test_heldout_task,27,226,617526658,0.0077312663197517395,0.008150040172040462,-0.000418773852288723
control,0,u300,test_heldout_task,28,0,911548703,0.04264046996831894,0.04156484827399254,0.0010756216943264008
control,0,u300,test_heldout_task,28,62,479476227,0.011513261124491692,0.01158740371465683,-7.414259016513824e-05
control,0,u300,test_heldout_task,28,125,1260478877,0.011982266791164875,0.011978917755186558,3.3490359783172607e-06
control,0,u300,test_heldout_task,28,187,1205943194,0.01450326107442379,0.014124724082648754,0.00037853699177503586
control,0,u300,test_heldout_task,47,0,514357066,0.07222507894039154,0.07058800011873245,0.0016370788216590881
control,0,u300,test_heldout_task,47,58,908989383,0.018778657540678978,0.01848764531314373,0.0002910122275352478
control,0,u300,test_heldout_task,47,116,740646547,0.006858563981950283,0.006903086323291063,-4.452234134078026e-05
control,0,u300,test_heldout_task,47,174,1609914898,0.018296170979738235,0.019156452268362045,-0.0008602812886238098
control,0,u300,test_heldout_task,55,0,1208100437,0.006018717773258686,0.0062662470154464245,-0.0002475292421877384
control,0,u300,test_heldout_task,55,57,1934897990,0.006984006613492966,0.007023076992481947,-3.907037898898125e-05
control,0,u300,test_heldout_task,55,113,243329174,0.006206653546541929,0.006391237024217844,-0.00018458347767591476
control,0,u300,test_heldout_task,55,170,1075564308,0.015055596828460693,0.01578517071902752,-0.0007295738905668259
control,0,u300,test_heldout_task,61,0,899571695,0.010384717024862766,0.011235556565225124,-0.0008508395403623581
control,0,u300,test_heldout_task,61,57,564667415,0.026921600103378296,0.029182057827711105,-0.0022604577243328094
control,0,u300,test_heldout_task,61,115,297628983,0.02897649072110653,0.028386903926730156,0.0005895867943763733
control,0,u300,test_heldout_task,61,172,1138243419,0.01089038047939539,0.011677712202072144,-0.000787331722676754
control,0,u300,test_heldout_task,64,0,954117781,0.0065035223960876465,0.006385167594999075,0.00011835480108857155
control,0,u300,test_heldout_task,64,60,2121176335,0.0075849080458283424,0.007455978076905012,0.0001289299689233303
control,0,u300,test_heldout_task,64,121,118377311,0.011153683066368103,0.01115508284419775,-1.3997778296470642e-06
control,0,u300,test_heldout_task,64,181,41182120,0.00634215772151947,0.006343721877783537,-1.5641562640666962e-06
control,0,u300,test_heldout_task,81,0,397209037,0.01480140257626772,0.01343515608459711,0.0013662464916706085
control,0,u300,test_heldout_task,81,55,141592445,0.02286694571375847,0.022527506574988365,0.00033943913877010345
control,0,u300,test_heldout_task,81,111,1841121008,0.05389988049864769,0.05285591632127762,0.0010439641773700714
control,0,u300,test_heldout_task,81,166,1293074428,0.01714186556637287,0.017190979793667793,-4.9114227294921875e-05
control,0,u300,test_heldout_task,103,0,1618863041,0.005070551298558712,0.004920037928968668,0.00015051336959004402
control,0,u300,test_heldout_task,103,59,36739923,0.0463266558945179,0.04344955459237099,0.0028771013021469116
control,0,u300,test_heldout_task,103,117,802702551,0.014172926545143127,0.014004947617650032,0.0001679789274930954
control,0,u300,test_heldout_task,103,176,1794377109,0.010243232361972332,0.010377628728747368,-0.00013439636677503586
control,0,u300,test_heldout_task,104,0,1274952182,0.007886530831456184,0.008271267637610435,-0.0003847368061542511
control,0,u300,test_heldout_task,104,60,1477132317,0.053113896399736404,0.050610385835170746,0.0025035105645656586
control,0,u300,test_heldout_task,104,121,382956763,0.06361732631921768,0.06380545347929001,-0.00018812716007232666
control,0,u300,test_heldout_task,104,181,1275304173,0.013643358834087849,0.013027613051235676,0.0006157457828521729
control,0,u300,test_heldout_task,109,0,838518359,0.05477416515350342,0.05349258705973625,0.0012815780937671661
control,0,u300,test_heldout_task,109,53,314308795,0.025016451254487038,0.025523345917463303,-0.000506894662976265
control,0,u300,test_heldout_task,109,106,1480291653,0.009211267344653606,0.009054508991539478,0.0001567583531141281
control,0,u300,test_heldout_task,109,159,787391335,0.11002884805202484,0.11007749289274216,-4.8644840717315674e-05
control,0,u300,test_heldout_task,111,0,2054986935,0.007091275416314602,0.007329748012125492,-0.0002384725958108902
control,0,u300,test_heldout_task,111,65,218417058,0.03342019394040108,0.03435414284467697,-0.0009339489042758942
control,0,u300,test_heldout_task,111,129,39685218,0.0429081916809082,0.04278141260147095,0.00012677907943725586
control,0,u300,test_heldout_task,111,194,1226506648,0.011765425093472004,0.012313122861087322,-0.0005476977676153183
control,0,u300,test_heldout_task,127,0,1744703283,0.006906833965331316,0.006544890347868204,0.0003619436174631119
control,0,u300,test_heldout_task,127,61,1587692413,0.027882831171154976,0.02732088230550289,0.0005619488656520844
control,0,u300,test_heldout_task,127,121,384230570,0.05153936147689819,0.05154237151145935,-3.0100345611572266e-06
control,0,u300,test_heldout_task,127,182,458536992,0.019578058272600174,0.019729703664779663,-0.00015164539217948914
control,0,u300,test_heldout_task,133,0,1581636013,0.009754611179232597,0.009696404449641705,5.820672959089279e-05
control,0,u300,test_heldout_task,133,58,646525889,0.008433754555881023,0.00907503254711628,-0.0006412779912352562
control,0,u300,test_heldout_task,133,115,46853168,0.02854027971625328,0.028483254835009575,5.702488124370575e-05
control,0,u300,test_heldout_task,133,173,866966615,0.06137461215257645,0.06150320544838905,-0.0001285932958126068
control,0,u300,test_heldout_task,136,0,21563543,0.009198720566928387,0.008985713124275208,0.00021300744265317917
control,0,u300,test_heldout_task,136,55,1615904549,0.015671294182538986,0.015949487686157227,-0.00027819350361824036
control,0,u300,test_heldout_task,136,109,125010130,0.07572770118713379,0.07457053661346436,0.0011571645736694336
control,0,u300,test_heldout_task,136,164,1795911608,0.011485808528959751,0.011999642476439476,-0.0005138339474797249
control,0,u300,test_heldout_task,141,0,970863491,0.015006594359874725,0.01446892786771059,0.000537666492164135
control,0,u300,test_heldout_task,141,55,689471980,0.010502650402486324,0.010870284400880337,-0.00036763399839401245
control,0,u300,test_heldout_task,141,110,913921648,0.03642398118972778,0.0376317985355854,-0.0012078173458576202
control,0,u300,test_heldout_task,141,165,167261250,0.0517246313393116,0.05154815688729286,0.0001764744520187378
control,0,u300,test_heldout_task,147,0,1464313236,0.01563110575079918,0.01544633787125349,0.00018476787954568863
control,0,u300,test_heldout_task,147,64,1694985867,0.008574724197387695,0.008710229769349098,-0.0001355055719614029
control,0,u300,test_heldout_task,147,127,603769958,0.014692929573357105,0.014474681578576565,0.00021824799478054047
control,0,u300,test_heldout_task,147,191,2099116774,0.009898827411234379,0.010355452075600624,-0.00045662466436624527
control,0,u300,test_heldout_task,154,0,2097607800,0.005617137067019939,0.005473616998642683,0.0001435200683772564
control,0,u300,test_heldout_task,154,79,1562729703,0.01122343260794878,0.010707179084420204,0.0005162535235285759
control,0,u300,test_heldout_task,154,157,1910435212,0.016661211848258972,0.01714608632028103,-0.0004848744720220566
control,0,u300,test_heldout_task,154,236,372306084,0.033935196697711945,0.03555011749267578,-0.0016149207949638367
control,0,u300,test_heldout_task,158,0,976861013,0.010709218680858612,0.01063609216362238,7.312651723623276e-05
control,0,u300,test_heldout_task,158,68,484357313,0.017495328560471535,0.0183411855250597,-0.0008458569645881653
control,0,u300,test_heldout_task,158,135,716121983,0.05266175791621208,0.05233293026685715,0.0003288276493549347
control,0,u300,test_heldout_task,158,203,1611494886,0.01103251613676548,0.01240814570337534,-0.0013756295666098595
control,0,u300,test_heldout_task,159,0,1160837349,0.037828393280506134,0.03724966570734978,0.0005787275731563568
control,0,u300,test_heldout_task,159,52,1629015664,0.017006173729896545,0.01698891632258892,1.7257407307624817e-05
control,0,u300,test_heldout_task,159,105,297380181,0.020641181617975235,0.020215723663568497,0.0004254579544067383
control,0,u300,test_heldout_task,159,157,2059073391,0.018267055973410606,0.01617465354502201,0.0020924024283885956
control,0,u300,test_heldout_task,180,0,967985797,0.006638635415583849,0.006463843397796154,0.00017479201778769493
control,0,u300,test_heldout_task,180,64,188045479,0.03200153633952141,0.032037366181612015,-3.582984209060669e-05
control,0,u300,test_heldout_task,180,127,2050272335,0.07581844180822372,0.07640962302684784,-0.000591181218624115
control,0,u300,test_heldout_task,180,191,249737265,0.010463141836225986,0.01023069117218256,0.00023245066404342651
control,0,u300,test_heldout_task,191,0,1980688698,0.015792416408658028,0.015850398689508438,-5.798228085041046e-05
control,0,u300,test_heldout_task,191,52,35016936,0.05581517890095711,0.05678456649184227,-0.0009693875908851624
control,0,u300,test_heldout_task,191,105,2086942758,0.010842985473573208,0.01088363490998745,-4.064943641424179e-05
control,0,u300,test_heldout_task,191,157,1534972348,0.014535104855895042,0.015206701122224331,-0.0006715962663292885
control,0,u300,test_heldout_task,209,0,961262133,0.007198411040008068,0.007212497293949127,-1.4086253941059113e-05
control,0,u300,test_heldout_task,209,54,9839320,0.01598072610795498,0.015901461243629456,7.926486432552338e-05
control,0,u300,test_heldout_task,209,107,1183988877,0.01635875180363655,0.017203856259584427,-0.000845104455947876
control,0,u300,test_heldout_task,209,161,809640342,0.015897581353783607,0.0156820360571146,0.00021554529666900635
control,0,u300,test_heldout_task,213,0,578963852,0.022014860063791275,0.022557945922017097,-0.0005430858582258224
control,0,u300,test_heldout_task,213,59,1219296967,0.005847651045769453,0.005763090681284666,8.456036448478699e-05
control,0,u300,test_heldout_task,213,117,1820625635,0.008631741628050804,0.008273020386695862,0.0003587212413549423
control,0,u300,test_heldout_task,213,176,950657708,0.022789090871810913,0.02323204278945923,-0.00044295191764831543
control,0,u300,test_heldout_task,227,0,1836896057,0.017303844913840294,0.01672758348286152,0.000576261430978775
control,0,u300,test_heldout_task,227,53,1358282082,0.0560164712369442,0.055492859333753586,0.0005236119031906128
control,0,u300,test_heldout_task,227,106,611557054,0.015089820139110088,0.014622853137552738,0.00046696700155735016
control,0,u300,test_heldout_task,227,159,351999070,0.012676655314862728,0.012981830164790154,-0.0003051748499274254
