state_id,condition,family,suite,task_id,episode_idx,phase,episode_success,episode,token_budget,eef_treatment_mm,eef_nuisance_mm,wall_sec,recovery_A_random,residual_mm_A_random,eef_dev_from_pred_mm_A_random,obj_dev_from_pred_mm_A_random,recovery_B_top_D,residual_mm_B_top_D,eef_dev_from_pred_mm_B_top_D,obj_dev_from_pred_mm_B_top_D,recovery_C_top_S,residual_mm_C_top_S,eef_dev_from_pred_mm_C_top_S,obj_dev_from_pred_mm_C_top_S,recovery_D_top_D_times_S,residual_mm_D_top_D_times_S,eef_dev_from_pred_mm_D_top_D_times_S,obj_dev_from_pred_mm_D_top_D_times_S,recovery_E_top_attention,residual_mm_E_top_attention,eef_dev_from_pred_mm_E_top_attention,obj_dev_from_pred_mm_E_top_attention,recovery_F_top_D_times_attention,residual_mm_F_top_D_times_attention,eef_dev_from_pred_mm_F_top_D_times_attention,obj_dev_from_pred_mm_F_top_D_times_attention,recovery_G_top_U_oracle,residual_mm_G_top_U_oracle,eef_dev_from_pred_mm_G_top_U_oracle,obj_dev_from_pred_mm_G_top_U_oracle,recovery_H_top_U_times_S_oracle,residual_mm_H_top_U_times_S_oracle,eef_dev_from_pred_mm_H_top_U_times_S_oracle,obj_dev_from_pred_mm_H_top_U_times_S_oracle
A_occlusion_medium_libero_goal_t08_ep000_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,0,approach,True,A_occlusion_medium_libero_goal_t8_ep0,64,1.0650442132840954,0.4516714583966264,1.9,0.09554756682151422,0.9633182066674832,0.1988106379740023,0.0,-0.031258918120521395,1.0983645977915255,0.7681163379701103,0.0,0.16058100065319417,0.8939477235604337,0.9159041216276099,0.0,0.259483145100015,0.7886363758888271,0.9359179038033151,0.0,-0.23155843338347223,1.3116216647762355,0.43868747935682406,0.0,-0.06482157776360357,1.1340572317902244,0.7901074232082061,0.0,0.21485396347473418,0.8362478342003211,0.5223431450567718,0.0,0.22894239702094102,0.821147155016302,0.864206906044744,0.0
A_occlusion_medium_libero_goal_t08_ep001_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,1,approach,True,A_occlusion_medium_libero_goal_t8_ep1,64,1.4975047465904885,0.30886611260800384,1.89,0.19065161435363576,1.212447753870591,1.1809703604404946,0.0,0.6661601037644772,0.499973542607927,1.0525216993600315,0.0,0.3255055712155024,1.0094234776364803,1.087001337277571,0.0,0.3886513949842292,0.9145753372125719,1.3093218492212788,0.0,-0.20062822974657837,1.7962594487885477,1.2154253664765113,0.0,0.3110613789023237,1.030706716761716,1.1287059483262927,0.0,0.49528281806170343,0.7556734954734363,1.3695146060181154,0.0,0.40162008170650926,0.895058171430643,1.358679967307295,0.0
A_occlusion_medium_libero_goal_t08_ep002_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,2,approach,True,A_occlusion_medium_libero_goal_t8_ep2,64,4.133428625452665,0.49804046846664135,1.89,0.5366739045679156,1.9153905424095703,2.2304485044568647,0.0,0.9117583746284135,0.3647086565061741,4.486663251475041,0.0,0.7583532800586391,0.9991563788152407,3.1540838704983307,0.0,0.8903170777227077,0.45351028241447705,3.7053715665245552,0.0,0.5876692961021454,1.7048449262982384,2.4581243719726746,0.0,0.8593895863928065,0.581373315224421,3.56793755067455,0.0,0.8149079111953711,0.7649702101066304,4.89638256696487,0.0,0.8799909357777483,0.4962381263129913,3.6452355905823723,0.0
A_occlusion_medium_libero_goal_t08_ep003_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,3,approach,True,A_occlusion_medium_libero_goal_t8_ep3,64,1.0482582673197849,0.5897578113260603,1.88,-0.2673057516419361,1.3232272375231433,1.7929861203384838,0.0,-0.29068678274860255,1.3491036671140773,2.0946386816223987,0.0,0.13204053361686363,0.9059118430005784,1.4188684234906936,0.0,0.5556369826207151,0.46429432015001787,1.3876228066883858,0.0,0.36101628055958407,0.6690454693879917,0.6359298700227906,0.0,0.18392460451232806,0.853418352824933,1.6683773152010846,0.0,-0.3638581858083112,1.4256671894268156,2.1300399265727954,0.0,0.9664565671461918,0.0351186686108315,1.01545788179659,0.0
A_occlusion_medium_libero_goal_t08_ep004_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,4,approach,True,A_occlusion_medium_libero_goal_t8_ep4,64,3.4104839342183886,0.658219692021755,1.89,0.047569828156376226,3.248114024392754,0.21841602384030587,0.0,0.7310207113983701,0.9174293607780449,4.285798116213569,0.0,0.8642326223683394,0.46323196636476066,3.2942389416583144,0.0,0.8365880531428017,0.5572190732874123,3.9068712790756357,0.0,0.23667279908516323,2.603356321767381,1.0823940841603026,0.0,0.7957986363575672,0.6963604100620705,3.8681810911221537,0.0,0.897429597873697,0.34960289335209455,3.646747697055765,0.0,0.8897463127434727,0.3758369681389504,3.7334005251418425,0.0
A_occlusion_medium_libero_goal_t08_ep005_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,5,approach,True,A_occlusion_medium_libero_goal_t8_ep5,64,2.7832387600821042,0.38565020816297046,1.89,0.08186763497886025,2.555196772272034,0.37029140963948537,0.0,0.6772847508771792,0.8977541926336595,3.674689068881914,0.0,0.8752523145889114,0.3470183333130004,3.0418586711210467,0.0,0.844126273952278,0.43366128529020403,3.2016623264364394,0.0,0.8166544444003115,0.5100471127580407,2.397192112477884,0.0,0.7007191557062123,0.8327035376417843,3.6129448015339665,0.0,0.6534716541159484,0.9641317965115439,3.7252531371615363,0.0,0.844086644103526,0.4337681448202133,3.182851996255309,0.0
A_occlusion_medium_libero_goal_t08_ep006_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,6,approach,False,A_occlusion_medium_libero_goal_t8_ep6,64,2.340529486638591,0.47734383715418627,1.9,0.5892125507491742,0.9599195010625742,3.0151185950005814,1.8558300156639606e-14,0.33644886927570955,1.551377509088008,3.8893060634665324,3.550869677182642e-14,0.9291319689701417,0.1653581105001409,2.4971093016276336,1.7701405705655816e-14,0.7025751893139214,0.6953735656837633,3.026840031334899,7.449810928538542e-14,0.8723762735432387,0.2985671393517638,2.3603610532429986,8.073721836331884e-14,0.5933143982246436,0.950748607129897,3.2831471933311125,1.058671032756167e-14,0.376631727738794,1.4574397147054163,3.793822119528123,6.276387159772282e-14,0.7578735374015461,0.5659087162851373,2.898948554997215,2.852933496254766e-14
A_occlusion_medium_libero_goal_t08_ep007_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,7,approach,True,A_occlusion_medium_libero_goal_t8_ep7,64,3.391410244365273,0.8703349767622403,1.88,0.07542336907304932,3.1355200097343476,0.4163603709233327,0.0,0.7741888094220511,0.7657339151748092,3.6950939486921115,0.0,0.9183041023167245,0.2770473408275303,3.416252476523873,0.0,0.9264163713644167,0.24953010821221655,3.352287595665878,0.0,0.6246260066717287,1.2728279575241943,2.2347382091375563,0.0,0.764158424767429,0.7997473178649912,3.1496704718223896,0.0,0.7062700705770303,0.9960864170841773,3.443886070204906,0.0,0.9350309468775313,0.22038419383819205,3.3777356273029575,0.0
A_occlusion_medium_libero_goal_t08_ep008_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,8,approach,False,A_occlusion_medium_libero_goal_t8_ep8,64,1.4987416874689845,0.8363597955904524,1.86,0.45977135167989597,0.8099704830436147,2.2639771873625483,0.0,0.6694527241208975,0.49477964769221017,1.6931321119260874,0.0,0.7959053205004608,0.3053610055854068,1.5862508696988638,0.0,0.4640871841989693,0.8024219757895256,2.178013855542443,0.0,0.8585226922375834,0.2107377057043582,1.6532893749782838,0.0,0.5781686097486278,0.6314448736619668,2.0442583090624638,0.0,0.6579337072725696,0.5120577636051096,1.6689266687778261,0.0,0.6727678566201546,0.4899699820687464,1.4992405222630663,0.0
A_occlusion_medium_libero_goal_t08_ep009_s0024_approach,A_occlusion_medium,A_occlusion,libero_goal,8,9,approach,False,A_occlusion_medium_libero_goal_t8_ep9,64,2.899146879846487,0.8416364696494365,1.87,0.47821632051193735,1.51271899245096,1.4103472418481378,0.0,0.5237227291257762,1.3807699390854424,3.8410658924337575,0.0,0.8339115589114519,0.4814921747909644,2.841189798377419,0.0,0.892967363228098,0.3103048566169005,3.1289663299562798,0.0,-0.2622017594723987,3.6592927047313064,1.314376446940028,0.0,0.6461641171735338,1.0258076732181856,2.992958675037107,0.0,0.6279136824960337,1.078714016895944,3.339297389313789,0.0,0.8704013217289294,0.3756900759401563,2.6067530780459154,0.0
A_occlusion_medium_libero_object_t00_ep000_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,0,approach,False,A_occlusion_medium_libero_object_t0_ep0,64,1.832044888281498,0.5766714548855417,1.77,0.07683076420748354,1.6912759233369428,0.411792509989622,0.0,0.5859302687429784,0.7585731366038129,1.4205026133568843,0.0,0.7918836938949886,0.38128678546144035,1.477748416882944,0.0,0.7392231355753683,0.4777783619425848,1.3623684092854358,0.0,0.4979118793119028,0.919858904164451,1.5395696590756671,0.0,0.7132506336734776,0.5253427134262524,1.3748774290848729,0.0,0.7774125970756093,0.40775883758181647,1.512585199399427,0.0,0.7450401228505775,0.46711966660293164,1.3810060277115497,0.0
A_occlusion_medium_libero_object_t00_ep001_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,1,approach,False,A_occlusion_medium_libero_object_t0_ep1,64,0.6309409879326745,0.4375643122495804,1.78,-0.31076999873173605,0.8269419642734972,0.5197471702517494,0.0,0.7362294088588507,0.1664048237714114,0.4895027917854556,0.0,0.3377681010232043,0.4177848006488443,0.3742572001352158,0.0,0.5753342820770577,0.2679286504819141,0.5344364123423223,0.0,0.19979975544980744,0.5048131221220508,0.2876821816428537,0.0,0.32235456436910825,0.42752535988105117,0.40751382596265007,0.0,0.6966237952974161,0.19141838686460144,0.4646878564037018,0.0,0.47757772726595693,0.3296344750110953,0.4710590245104278,0.0
A_occlusion_medium_libero_object_t00_ep002_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,2,approach,True,A_occlusion_medium_libero_object_t0_ep2,64,1.4530309041777663,0.5482857324348532,1.71,0.27172316204124747,1.058215505586143,0.42525867851893745,0.0,0.7088879014567929,0.4229961910698818,1.058623626201782,0.0,0.7321611981325417,0.3892359367932839,1.072874757955802,0.0,0.7497560811128601,0.3635539723425327,1.2743290274393002,0.0,0.30313677398269867,1.012490410532309,0.7981294639883041,0.0,0.6451486146156283,0.5155862072650587,1.161529082607431,0.0,0.5900033347419158,0.5957104875861607,1.0053581856611138,0.0,0.7899142516699538,0.3052268470541504,1.3069440690740757,0.0
A_occlusion_medium_libero_object_t00_ep003_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,3,approach,True,A_occlusion_medium_libero_object_t0_ep3,64,1.7782579762536646,0.411527651448321,1.78,0.2308496899773396,1.3676713482434248,0.8732818617058737,0.0,0.7732535039224703,0.403155846803696,1.51032562520568,0.0,0.5545772808128063,0.7920257261598834,1.8154458631681525,0.0,0.7207971451306149,0.4964733869614589,1.525865208653929,0.0,0.10906425364787016,1.5842212430467992,1.7937197582842925,0.0,0.6875718717952256,0.5555236469744406,1.3780081622118416,0.0,0.7475106225298228,0.4489383410661973,1.4751326923713404,0.0,0.7721519455671908,0.40515250691436916,1.5260769862052979,0.0
A_occlusion_medium_libero_object_t00_ep004_s0032_approach,A_occlusion_medium,A_occlusion,libero_object,0,4,approach,True,A_occlusion_medium_libero_object_t0_ep4,64,2.2955414583876497,0.5827611256051891,1.77,0.12431219575779733,2.0101966823861557,0.3118069190928478,0.0,0.7267672695034769,0.6271456117365463,1.8963066190790618,0.0,0.7200788723230334,0.64253619175332,1.8967115010311144,0.0,0.8804486554063828,0.2744185068132729,2.039689114274697,0.0,-0.08648333427906445,2.49378828537001,1.5536201399118734,0.0,0.5429506886955885,1.049041486896795,1.8788460297919103,0.0,0.8358240084376861,0.3768599787820634,1.967514197533484,0.0,0.8534772331400947,0.3363287529742481,1.9680281997668283,0.0
A_occlusion_medium_libero_object_t00_ep005_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,5,approach,True,A_occlusion_medium_libero_object_t0_ep5,64,1.2294170688369184,0.5868662654665767,1.77,0.105654272898282,1.0994276496427167,0.7709996993167874,0.0,0.8335425570251574,0.20462584193686198,1.0929247118327705,0.0,0.5721711323547701,0.5259484439155705,0.8363545808870271,0.0,0.7692865203373228,0.2836656318803356,1.0789292347687438,0.0,0.216018387598346,0.9637075006854895,0.806457377485628,0.0,0.6806635273088174,0.39255333449723756,0.918422509886755,0.0,0.9042589123051701,0.11771200994635382,1.1672928846619441,0.0,0.8227620909048622,0.21791896383470402,1.1121839474421786,0.0
A_occlusion_medium_libero_object_t00_ep006_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,6,approach,True,A_occlusion_medium_libero_object_t0_ep6,64,1.036123934009562,0.4678723198518206,1.75,0.13710735005388927,0.8941238204305084,0.4465637164901067,0.0,0.5659656661889928,0.44964445907440326,0.5918332974323514,0.0,0.6018576251910104,0.41249818392781923,0.8245891674605149,0.0,0.879833523695733,0.12457561233970647,1.016473837682003,0.0,0.34441344433483656,0.6792409956128337,0.6727293556523556,0.0,0.6516504821422998,0.3608080779614376,0.6993810533253851,0.0,0.27911959504700773,0.7468252572139255,0.43393108974513717,0.0,0.7253556878967923,0.28453379846636545,0.8423354451777542,0.0
A_occlusion_medium_libero_object_t00_ep007_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,7,approach,True,A_occlusion_medium_libero_object_t0_ep7,64,3.2064997143805463,0.6256139934100718,1.8,0.20989304986958787,2.533532811065142,0.6791658747699616,0.0,0.8613277841496562,0.4446316165796516,2.929056040604538,0.0,0.8892673900561672,0.35496621940723844,2.868842235341482,0.0,0.8560386037434514,0.46159811445388127,3.15752834548926,0.0,0.1822799215254652,2.6219780264382604,0.6706395602459132,0.0,0.8149186212627924,0.5934620932970565,2.685692956756354,0.0,0.8854120786014433,0.3674123260242503,2.8485742610416565,0.0,0.8524954170240582,0.472976195744996,3.139484483300803,0.0
A_occlusion_medium_libero_object_t00_ep008_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,8,approach,True,A_occlusion_medium_libero_object_t0_ep8,64,4.542037929539551,0.5553047883399157,1.78,0.30933269501693306,3.1370845509531464,1.4169368956792692,0.0,0.9317179984651939,0.31015786136787665,4.233711694885332,0.0,0.9551765341248425,0.20361472132790834,4.370772529133238,0.0,0.9627232256053501,0.16933001492887886,4.39173357589267,0.0,0.8510035564407845,0.6768299716919963,3.88190085617458,0.0,0.8621937445778644,0.6259652444950262,3.947858420106364,0.0,0.9131227845479163,0.3946104317141918,4.198279450279358,0.0,0.9718203297087031,0.12802218410647684,4.433250591523876,0.0
A_occlusion_medium_libero_object_t00_ep009_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,0,9,approach,True,A_occlusion_medium_libero_object_t0_ep9,64,2.1550317685668814,0.5429171674132214,1.76,0.34009680395961056,1.4214210034548553,0.8496566591596221,0.0,0.7669884259336491,0.502011162046892,1.6674392772047677,0.0,0.8082403212649666,0.41322662008014577,1.7909130284169132,0.0,0.8655678770263099,0.28961648174687254,1.99897345843221,0.0,0.38226536893802515,1.3305442223872945,1.5758394047056392,0.0,0.7601866883019648,0.5165358070813314,1.720157598512099,0.0,0.7974071450545693,0.4364094361309296,1.7268979612375492,0.0,0.8186769226405511,0.39058242846354224,1.9273792026489864,0.0
A_occlusion_medium_libero_object_t06_ep000_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,0,approach,True,A_occlusion_medium_libero_object_t6_ep0,64,1.9487339729231774,0.4292842914026416,1.74,0.24397416335750644,1.4733399289923774,0.6926183958013241,0.0,0.9202060222224094,0.1555223009508512,1.9529673152025797,0.0,0.9068113146179941,0.18159976456935123,1.903834666237545,0.0,0.9226303767734394,0.15070361814914165,2.03067814923748,0.0,0.26787957069350626,1.4265474025704317,0.5444263233383704,0.0,0.9102912168761174,0.17480560060736994,1.875945017336516,0.0,0.9353193472519005,0.1259366403820886,2.03008854249007,0.0,0.9133215565291147,0.16882339262173196,2.0389687330767976,0.0
A_occlusion_medium_libero_object_t06_ep001_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,1,approach,True,A_occlusion_medium_libero_object_t6_ep1,64,1.4454273121447179,0.4571576064755904,1.68,0.3372635678974179,0.9580095080116012,0.6510717679201726,0.0,0.6941396202745479,0.44209762583306195,1.3552258589714512,0.0,0.7506997735528538,0.3603479847456752,1.2891642178269436,0.0,0.72536697444987,0.39694724063371384,1.4450887485210957,0.0,0.31891098445710764,0.9844795457457708,0.5833936588233753,0.0,0.7069210681390673,0.4236854608472355,1.2403988968448871,0.0,0.7897348648283563,0.3039378424837491,1.3023438583407596,0.0,0.7170862347208278,0.4089174527922119,1.3262799287614613,0.0
A_occlusion_medium_libero_object_t06_ep002_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,2,approach,True,A_occlusion_medium_libero_object_t6_ep2,64,4.079642126204874,0.5515685781855763,1.65,0.6396596080632465,1.469989036070037,2.682098649400156,0.0,0.9702138240611528,0.12145688374769091,4.191064302858578,0.0,0.8842127026127375,0.4723627380495212,3.7184111191037172,0.0,0.9572101534142067,0.17453657118248297,4.210993310847816,0.0,0.5470756150416719,1.8477261287369735,2.4087122322159074,0.0,0.9075032705218119,0.37732798137532386,4.093389175251203,0.0,0.8984272562143039,0.41435228554975506,4.486589631371996,0.0,0.976194458528243,0.09709510782415781,4.022050706111253,0.0
A_occlusion_medium_libero_object_t06_ep003_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,3,approach,True,A_occlusion_medium_libero_object_t6_ep3,64,3.0906250183631094,0.3751489612989702,1.7,0.4062398837462619,1.8352798007672246,1.3168364786295648,0.0,0.8787679938268176,0.37472589933089456,2.7875778801427185,0.0,0.9232676248601784,0.23724396659932065,2.8987158397435238,0.0,0.9551507324839035,0.13862724539921167,3.053201562740668,0.0,0.5196438525887652,1.4845268223117631,1.617948229924347,0.0,0.8812165114193035,0.36704945771664305,2.72451806576441,0.0,0.7012997202992545,0.923286945706601,2.1793154975843483,0.0,0.9815542652262573,0.05701518158800162,3.046918015146409,0.0
A_occlusion_medium_libero_object_t06_ep004_s0024_approach,A_occlusion_medium,A_occlusion,libero_object,6,4,approach,True,A_occlusion_medium_libero_object_t6_ep4,64,5.500116639695997,0.6488995555181981,1.66,0.12365446393657642,4.82005529261883,0.7413372226293541,0.0,0.9097326488710976,0.4963945811229431,5.008984982895849,0.0,0.8541266632307994,0.8021647947246753,4.722827955684249,0.0,0.9460220907503314,0.29672158708702084,5.263415053111559,0.0,0.7310746352544788,1.479318348937005,4.091254036744362,0.0,0.8332404305858407,0.9171250717792824,4.5939205583417895,0.0,0.9379251105590213,0.34133135610024,5.1771584576826335,0.0,0.9430751236267865,0.3129223951488486,5.204108703719108,0.0
