state_id,suite,phase,episode,frac_tokens_lawm_better_than_nochange,mse_pred_global,mse_trivial_global,lawm_better_on_mse,U_median,G_median,D_median,sum_sq_err_pred,sum_sq_err_trivial,q0_G_median,q0_U_median,q0_D_median,q0_frac_better,q0_S_median,q1_G_median,q1_U_median,q1_D_median,q1_frac_better,q1_S_median,q2_G_median,q2_U_median,q2_D_median,q2_frac_better,q2_S_median,q3_G_median,q3_U_median,q3_D_median,q3_frac_better,q3_S_median
libero_goal_t08_ep003_s0032_pre_grasp,libero_goal,pre_grasp,libero_goal_t8_ep3,0.1796875,0.09183013232089206,0.06832043470985459,False,7.086335226821522,2.274864996122555,6.77222921918228,18054.538655345947,13432.344027435092,1.2556505398515667,6.917463336066877,6.833126719783204,0.0,2.4297353320434922e-06,1.8344082471663699,6.408380985993139,6.4089646716387065,0.0,5.778606009698706e-06,3.2674700197300783,6.13734493630578,5.845530632258022,0.0,1.9846581380988937e-05,13.171738574704207,9.260029669640403,13.064938968448203,0.71875,2.054702054010704e-05
libero_goal_t08_ep003_s0048_manipulation,libero_goal,manipulation,libero_goal_t8_ep3,0.21875,0.09177007695875082,0.10655755080540791,True,7.447834615583014,3.0349873785413433,7.903461803152208,18042.731290706084,20950.06694874963,1.4917717478438708,7.962555348670621,7.8128121783653,0.0,2.560241000537644e-06,2.236956455159966,6.753858611541639,6.6231728400011525,0.0,6.038505716787768e-06,3.790703530881534,6.07065662201188,5.737260343535512,0.03125,1.9230904399591964e-05,16.765152885357615,9.960280605079085,15.396429767076516,0.84375,1.5503652321058325e-05
libero_goal_t08_ep004_s0016_approach,libero_goal,approach,libero_goal_t8_ep4,0.31640625,0.0909612182336713,0.18434904821021056,True,7.328628551877126,3.547215735484129,7.708768530735474,17883.703194485643,36244.49767051308,2.205973685025046,7.38143968856534,7.331428130367689,0.0,1.8277978028891084e-06,3.061057754378328,6.590638147579648,6.481979325231471,0.0,4.802202965947799e-06,5.195235109428793,6.368824109017889,6.824888429994774,0.28125,1.2154495379945729e-05,23.251199877115717,9.755244305716765,21.476266186311786,0.984375,2.0066807337570935e-05
libero_goal_t08_ep004_s0032_pre_grasp,libero_goal,pre_grasp,libero_goal_t8_ep4,0.24609375,0.08522709061645022,0.11240338892886505,True,7.0598762921497915,3.1596734626698955,6.96951219673936,16756.327831919036,22099.405490526304,1.7687469334979518,7.067076741867266,7.120787976909698,0.0,3.164422992085747e-06,2.6535155567857696,6.297669273722887,6.230596507746548,0.0,5.672579845850123e-06,3.7552998224611027,6.153528526632547,5.83055764755597,0.0625,1.6735233657527715e-05,17.49985855612384,9.396934444347814,13.983898633695212,0.921875,1.4986639143899083e-05
libero_goal_t08_ep004_s0056_manipulation,libero_goal,manipulation,libero_goal_t8_ep4,0.1640625,0.09662034710427535,0.07311518491958634,False,7.204519893348948,2.62344237751915,6.853085396379434,18996.333203477367,14375.030276670033,1.6343684337491056,6.951135839295166,6.668714178473706,0.0,3.166109991070698e-06,2.2460638031154314,6.506342758577422,6.091597719686668,0.0,7.74215254750743e-06,3.377995978738182,5.9301461871302905,5.41493979212307,0.0,1.5321847058658022e-05,11.578050523054923,10.880074563019365,11.14553566837619,0.65625,1.520082651040866e-05
libero_goal_t08_ep005_s0016_approach,libero_goal,approach,libero_goal_t8_ep5,0.30078125,0.08871268609673587,0.17201561403508348,True,7.150827295896892,4.411398459401431,7.628591896031283,17441.62378810704,33819.645844209685,2.949267749614961,6.551270580083167,6.71393563064351,0.0,2.502939878468169e-06,3.794473929037064,6.157420778830234,6.854603351103492,0.0,4.625645942724077e-06,5.381860640764771,6.590433293852664,6.678665713849752,0.203125,1.0127434507012367e-05,22.587733359888816,9.306868918508819,20.276323865717714,1.0,2.3547002456325572e-05
libero_goal_t08_ep005_s0032_pre_grasp,libero_goal,pre_grasp,libero_goal_t8_ep5,0.2265625,0.0926788748373496,0.11815682275150574,True,7.076313900018215,2.9081355810315728,7.509934865185944,18221.40822402163,23230.576607528037,1.54728731045874,6.751572183123549,6.84452801052527,0.0,2.490703536750516e-06,2.261089502967215,6.319350934761143,6.641826852412054,0.0,6.732123665642575e-06,3.8649803105793596,5.985463440204205,6.469281866837306,0.03125,1.569317373650847e-05,16.8819140526015,10.121942690301221,17.501192683378562,0.875,1.9027105736313388e-05
libero_goal_t08_ep005_s0056_manipulation,libero_goal,manipulation,libero_goal_t8_ep5,0.13671875,0.09969021977499071,0.06607346356510653,False,7.237544046466823,2.293087576094174,7.27692368087461,19599.894729521373,12990.571524608462,1.4722665145533198,7.033365997706774,6.967759088536443,0.0,2.4334049157914706e-06,2.027206225540567,6.259722622351891,6.2934184876532795,0.0,7.493594694096828e-06,2.9557900561921504,6.037398600844528,6.031384267297975,0.015625,1.804937346605584e-05,10.431626853217914,10.920055328539682,12.086287589770993,0.53125,1.5934449947963003e-05
libero_goal_t08_ep006_s0016_approach,libero_goal,approach,libero_goal_t8_ep6,0.3359375,0.09292427048858863,0.1952409408376193,True,7.210433054113551,4.312625745395263,7.914943778837488,18269.654972220436,38385.93089620264,2.317761992343608,7.404588886942923,7.312733192133392,0.0,1.8985169276675151e-06,3.4537634386235228,6.383931732800916,6.855212449527686,0.0,4.682838607550366e-06,5.455450517709548,6.082449054080842,7.288776725035111,0.359375,1.8886129510065075e-05,23.623641198491296,9.97883107433957,21.76868413314953,0.984375,1.744609744491754e-05
libero_goal_t08_ep006_s0032_pre_grasp,libero_goal,pre_grasp,libero_goal_t8_ep6,0.2109375,0.07983891923493346,0.0827170116027629,True,6.731087557940819,2.3655358827027273,6.622572821098645,15696.9702329418,16262.826217196007,1.407016754061753,6.817324383938253,6.350824648608523,0.0,2.687628693820443e-06,2.0008032920923635,6.1775067355063396,6.024069578407425,0.0,8.612777492089663e-06,3.168245487842837,5.575096857920746,5.594108205495072,0.03125,2.5122695660684258e-05,13.330401074674652,9.214332614366882,14.406532932452782,0.8125,2.1944509171589743e-05
libero_goal_t08_ep006_s0056_manipulation,libero_goal,manipulation,libero_goal_t8_ep6,0.31640625,0.10654704990640716,0.16845963332875422,True,7.448136308627623,4.0515792550975105,7.22012265665177,20948.002387998895,33120.51158949971,2.5180371657030634,6.885129811658415,6.837642667962849,0.0,3.065704163418559e-06,3.2798481718106425,6.450345720480669,6.245732450289379,0.0,7.683434887439944e-06,5.852081845864182,6.647576536219621,6.188816089695349,0.296875,1.4306672710517887e-05,18.72372229712169,11.587790084785926,18.44123280486363,0.96875,2.1378185920184478e-05
libero_goal_t08_ep007_s0024_approach,libero_goal,approach,libero_goal_t8_ep7,0.29296875,0.09676328815963924,0.18460980927213724,True,7.532536971546962,3.9208624093146627,8.033917376067677,19024.43655849035,36295.765381376346,2.123143886824211,6.978100337128931,7.159798262545037,0.0,2.266094611513836e-06,3.1217835179296047,6.450663159643698,6.82537846361706,0.0,3.5011717045563273e-06,5.35878778162448,6.744570424469671,7.429470001409241,0.1875,1.2705429526249645e-05,22.657536822457615,10.975687343321889,20.61434239554889,0.984375,1.097353651857702e-05
libero_goal_t08_ep007_s0040_pre_grasp,libero_goal,pre_grasp,libero_goal_t8_ep7,0.18359375,0.07429478543661959,0.05052958128805535,False,6.508706665348259,2.2374414988870086,6.316059900756357,14606.949175122903,9934.519917881986,1.1597441097405992,6.477618396657926,6.159203887487422,0.0,1.7309484405814146e-06,1.6979735371837885,5.657780283209571,5.716953957146277,0.0,7.238987564051058e-06,2.7547969041411253,5.565827037108691,5.450366079168594,0.0,1.9507379874994513e-05,10.39985687232539,8.777163109967582,10.789592715364122,0.734375,2.067330751742702e-05
libero_goal_t08_ep007_s0056_manipulation,libero_goal,manipulation,libero_goal_t8_ep7,0.2109375,0.09749115367605073,0.09355865315276231,False,7.461192918659709,2.6843854603182686,7.269364457267029,19167.540741940982,18394.379679058296,1.5455566999759034,7.2170583199292935,7.0184089734845525,0.0,2.230438440165017e-06,2.112615387480903,6.6679308291431845,6.601798438250954,0.0,6.193803983478574e-06,3.554870787553562,6.160312640447105,5.989266247849567,0.015625,1.755731864250265e-05,15.300680562986534,10.936813097168198,12.562531284217652,0.828125,1.5862166947044898e-05
libero_goal_t08_ep008_s0016_approach,libero_goal,approach,libero_goal_t8_ep8,0.34375,0.10256120751175164,0.20817077655546778,True,7.698098268847476,4.388063151739377,8.349074931355368,20164.35388647046,40928.0400370174,2.455501001595824,7.739436692850969,7.433421321899562,0.0,1.9455811184343474e-06,3.4874228998878314,7.030985909264437,7.234299683787109,0.0,3.523356667756161e-06,6.085053823701605,6.706364839285003,7.805383860234672,0.375,2.5071996788028628e-05,24.53873003554657,10.350109982208386,22.004625883254885,1.0,1.806948239391204e-05
