state_id,suite,task_id,phase,episode,D_median,G_median,U_median,cos_median,D_over_G_median,G_over_htnorm,frac_tokens_G_lt_D,sp_D_U,sp_G_U,sp_D_G,sp_cos_U,sp_absDG_U,sp_1mcos_U,pe_D_U,sp_D_U_b4a_cosperm,sp_D_U_b4b_cos0,sp_G_U_b4a,sp_D_1mcos,sp_D_relerr,sp_S_resid_iso,sp_S_resid_lin,sp_S_U,sp_S_D,sp_resid_iso_errdev,sp_D_errdev,sp_U_errdev,sp_S_errdev,sp_DS_errdev,sp_US_errdev,sp_Datt_errdev,sp_att_errdev,u_float16_rel_error
libero_object_t00_ep003_s0024_approach,libero_object,0,approach,libero_object_t0_ep3,5.58036108668141,1.7728552083575047,5.684716937181132,0.18070448460779096,2.555859664177844,0.06397221593252808,0.84765625,0.9693572613870451,0.6119685568780041,0.6181992446784161,0.5401107232776379,0.4982311455710689,-0.5401107232776379,0.7468073572108628,0.9603849565117876,0.9913796063172351,0.6341446841382468,-0.6668323701075761,-0.1558380064087892,0.14403467612726023,-0.04764605745021744,0.025144483863584345,0.0010106717784390022,0.17696054589150836,0.1992325188830396,0.23179360265506982,0.875461346990158,0.8960910677500572,0.9036042286564431,0.45672422178988326,0.3398560883497368,0.0005282695990060787
libero_object_t00_ep003_s0048_pre_grasp,libero_object,0,pre_grasp,libero_object_t0_ep3,5.316347496749012,1.4954818655932902,5.552373631086025,0.1383612521456674,2.9403966950126934,0.05396361166799792,0.81640625,0.9541070611123827,0.5756795033188372,0.4713421263447013,0.2793423838406958,0.5102948329137103,-0.2793423838406958,0.8594236627819493,0.9453042744335088,0.96313515678645,0.5812979228656443,-0.3896708342870222,-0.06030770771343557,0.35196626802471964,0.45420576791027695,0.0964723048752575,-0.0003318837262531472,0.3284611753261616,0.19156414511329825,0.2900349050125887,0.8869749942778667,0.9096847104600595,0.9170033188372625,0.40667772945754177,0.3780141336690318,0.00044433822825631767
libero_object_t00_ep003_s0064_manipulation,libero_object,0,manipulation,libero_object_t0_ep3,5.230143181375555,2.1572732238934798,5.215732236956235,0.2666208732806671,1.817642973054305,0.07784372193621754,0.83203125,0.9586547264820325,0.6273560883497368,0.6163281071183337,0.4810161078049897,0.4023825532158389,-0.4810161078049897,0.7961971815676143,0.922943608377203,0.9738026436255436,0.6377903982604715,-0.6329644941634242,-0.2627961203936828,0.10463349736781873,-0.06921134699015793,0.022548065918974593,-0.020959458686198213,0.13981603341725796,0.23809510185397115,0.2898904211490044,0.8558115415426871,0.8931663424124514,0.9019898718242161,0.5282122625314717,0.4679553387502861,0.0003583322169433173
libero_object_t00_ep004_s0024_approach,libero_object,0,approach,libero_object_t0_ep4,5.415205880525329,1.5906836646353235,5.616526717663735,0.037591414105485055,2.575750022439557,0.05739887792019509,0.875,0.9693794346532387,0.5964329652094301,0.6331168459601739,0.30199773975738153,0.40830639162279697,-0.30199773975738153,0.7829200873485576,0.9407165541313802,0.9884491588464179,0.6306384470130465,-0.4375557907988098,-0.16797608148317694,-0.13632553215838863,-0.2472776951247425,-0.015728713664454108,0.01888947699702449,-0.1267867360952163,0.15695525291828794,0.12542558365758755,0.9150313286793317,0.9164160849164569,0.9252746623941406,0.4563565747310597,0.4172028782330053,0.0004759415428256579
libero_object_t00_ep004_s0048_pre_grasp,libero_object,0,pre_grasp,libero_object_t0_ep4,5.676136825933872,1.7853832132471275,5.710284562620107,0.23575892104987106,2.8281264124046146,0.06442453104299405,0.8046875,0.9408853570611124,0.530772917143511,0.483232719157702,0.3852705138475624,0.34689788853284503,-0.3852705138475624,0.781833300860033,0.9391758697642482,0.9673995765621424,0.5319810025177386,-0.5425061512932021,-0.18546363584344244,0.22997467956054016,0.07820654039826047,0.10331383039597161,0.0358627546349279,0.2800140192263676,0.22175268940260928,0.3016122110322728,0.9010936427100023,0.9160527294575418,0.9275549324788281,0.42435053788052185,0.36585531586175324,0.0003929014475870317
libero_object_t00_ep004_s0064_manipulation,libero_object,0,manipulation,libero_object_t0_ep4,5.771143391912785,2.262393885624634,5.961725918196735,0.2401296682782268,1.8042963264310714,0.08163702862457245,0.80078125,0.9219050411993591,0.6174474994277867,0.5891057736324101,0.5486767566948959,0.3506501773861295,-0.5486767566948959,0.6624006640276022,0.9015850308995194,0.9670476653696498,0.6225316147859922,-0.7419933051041429,-0.2695932993820096,0.2670748455024033,-0.006649834058136873,0.05922908560311284,-0.020249914168001832,0.29523990043488213,0.14960374227512016,0.2364714465552758,0.8848127431906615,0.8911206797894256,0.9058172636758983,0.4863412680247196,0.47916714351110096,0.0004383871169786059
libero_object_t00_ep005_s0024_approach,libero_object,0,approach,libero_object_t0_ep5,5.50023895525662,1.666059981311665,5.575679792818073,0.17250011126863768,2.681979102034438,0.060119087354880876,0.859375,0.9637946326390479,0.535555905241474,0.5653102826733807,0.3283567463950561,0.44751373311970705,-0.3283567463950561,0.7592734718101429,0.9545705539024949,0.9904397459372855,0.5669754234378577,-0.4841976138704509,-0.14519769970244908,0.023632410162508583,-0.12427686541542687,0.04532930876630808,0.044114070725566494,0.1139498455024033,0.19754735065232318,0.2152773804074159,0.8888075074387731,0.8967405298695353,0.9072735465781644,0.481830796520943,0.43092526894026095,0.0004354639718260864
libero_object_t00_ep005_s0048_pre_grasp,libero_object,0,pre_grasp,libero_object_t0_ep5,5.047291168761314,1.3149536504856243,4.935554253158672,0.2776822153529017,3.1696820352047643,0.0474494476990173,0.9296875,0.9760085259784848,0.5194624055848021,0.5133568894483863,0.36724579423208975,0.52704780842298,-0.36724579423208975,0.9145591208819388,0.9722748340581369,0.9825367647058824,0.5433523117418173,-0.49704523346303503,-0.06356288624399176,0.1393711375600824,0.1661314087891966,0.08548008697642481,0.06257295719844358,0.17839751659418632,0.2654476138704509,0.2918223563744564,0.8903245880064088,0.913568608377203,0.919376573586633,0.49901293202105745,0.4383533131151293,0.0004965638744776152
libero_object_t00_ep005_s0064_manipulation,libero_object,0,manipulation,libero_object_t0_ep5,5.749935529854269,2.2535820055431266,5.438479031912194,0.3399542136735373,2.1251811590519134,0.08131906354017684,0.85546875,0.9537694552529183,0.5526851110093843,0.6057707713435568,0.4053222991531243,0.3428509098191806,-0.4053222991531243,0.7524683961727704,0.9258297093156329,0.9820689803158618,0.588600080109865,-0.5830903810940719,-0.29726195925841153,-0.026356145571068895,-0.20184896429388877,-0.03884470130464637,-0.03933108262760357,0.05606617647058824,0.1920641165026322,0.21026979858091097,0.8332663366903181,0.8604006923781186,0.8718800068665599,0.5075303273060197,0.46129334515907533,0.0004432719692323039
libero_object_t00_ep006_s0024_approach,libero_object,0,approach,libero_object_t0_ep6,5.228385591224718,1.9362929239394975,5.317837776519401,0.17905440309394938,2.1566434322179155,0.06986989801659177,0.859375,0.9577234493018998,0.5724529354543374,0.6345058937972076,0.36039067864499885,0.5264362554360266,-0.36039067864499885,0.7378643231207199,0.9177622167544061,0.9887231059739071,0.6064595731288625,-0.5260092412451361,-0.22743762874799725,-0.034668259327077136,-0.18536779011215382,0.03926027122911421,0.05783288509956512,-0.016102082856488897,0.20609478713664453,0.19043402380407415,0.8959351396200503,0.9054996852826733,0.9107018196383612,0.44963950560769056,0.3567084859235523,0.00041689888708227934
libero_object_t00_ep006_s0048_pre_grasp,libero_object,0,pre_grasp,libero_object_t0_ep6,5.926342196780803,1.7268304929732026,5.9991281825724405,0.2315080720981867,2.8343838303296005,0.062311193360271855,0.86328125,0.930672779812314,0.5424489299610895,0.5615773060196841,0.33236080910963606,0.3060590238040742,-0.33236080910963606,0.7330502915409649,0.928461890592813,0.9755536163881895,0.5634391451132983,-0.5282094014648661,-0.22300440604257268,0.058092526894026095,-0.04233448729686427,0.1352826733806363,0.0927207312886244,0.17378118562600137,0.23832613298237584,0.30832928015564204,0.8798280498970016,0.8879541943236439,0.9053680762188143,0.39374427786678873,0.34177014190890365,0.0004301878046524115
libero_object_t00_ep006_s0064_manipulation,libero_object,0,manipulation,libero_object_t0_ep6,5.435665106837762,2.139620472307544,5.470686329903106,0.20322748573443805,2.0346850293892524,0.0772072264025279,0.84375,0.9623583772030213,0.6318837262531471,0.6532172693980316,0.45406486037994964,0.36708128290226594,-0.45406486037994964,0.7534852856583509,0.9140077821011673,0.9801134412909133,0.630967469672694,-0.579918173495079,-0.31979715037766077,-0.04016722934309911,-0.1618905928130007,0.014249542229343099,0.020041771572442208,-0.007005321583886473,0.2351904039826047,0.23853141451132984,0.8672050240329595,0.8870851453421835,0.899248970016022,0.5211733234149691,0.4586475738155184,0.00041561330612751755
libero_object_t00_ep007_s0024_approach,libero_object,0,approach,libero_object_t0_ep7,5.564447431927604,1.7890731078819506,5.605095354804416,0.11085423998870078,2.4848730264961336,0.06455754273202705,0.8671875,0.9566555561913481,0.5598034447241932,0.6226360437170977,0.3797837033646143,0.4683773460746166,-0.3797837033646143,0.7345751207643312,0.9444645513847563,0.9892667086289769,0.6181270027466239,-0.54775406271458,-0.17540841725795375,-0.11298566605630579,-0.25492961776150147,-0.007298580910963607,0.021894312199588005,-0.040881780727855345,0.1864621480888075,0.17084930762188144,0.8776965552758068,0.8869685568780041,0.8991659990844587,0.4563172350652323,0.3827985523002975,0.0004854405013327513
libero_object_t00_ep007_s0048_pre_grasp,libero_object,0,pre_grasp,libero_object_t0_ep7,5.496217407597905,1.7803173061717863,5.579357208201007,0.1129312649330628,2.4894595673517568,0.06424164508857645,0.8984375,0.9652323186083772,0.5555211432822156,0.5836397058823529,0.4084043831540398,0.36971847104600597,-0.4084043831540398,0.8152084493205121,0.9409111066605631,0.9853584916456856,0.6050905527580682,-0.5337512874799726,-0.22812070840009155,0.07190289539940489,-0.0488398374914168,0.1356760700389105,0.11453779468986038,0.0795755607690547,0.27661078049897003,0.29692578393224994,0.8956833657587548,0.9134513046463721,0.9147538052185855,0.4419925898374914,0.3701991302357519,0.00040295408251695656
libero_object_t00_ep007_s0064_manipulation,libero_object,0,manipulation,libero_object_t0_ep7,5.626454467527303,2.080463229347373,5.464261177854066,0.3310807333777298,2.1125148029705114,0.07507220783417362,0.85546875,0.952753061341268,0.6780262932021057,0.6788874742504005,0.5139641508354315,0.3686348420691234,-0.5139641508354315,0.7252553417670271,0.9290891794460975,0.9811434252689403,0.6702534905012588,-0.6846475165941863,-0.29682278553444724,0.12604214351110093,-0.12280484664682993,0.009434367132066834,-0.022571669718471046,0.1250379091325246,0.20138618677042802,0.24188529983978027,0.8639863241016251,0.8974600881208514,0.9017373826962691,0.5423452162966353,0.526084344243534,0.0005534997139161863
libero_object_t00_ep008_s0024_approach,libero_object,0,approach,libero_object_t0_ep8,5.249770529448803,1.8573971620067724,5.724904420304969,0.006059847283056907,2.226411357868111,0.06702303389097476,0.796875,0.9568000400549325,0.5232797837033646,0.5461919203479056,0.37134427214465554,0.4847941462577249,-0.37134427214465554,0.7620202829516243,0.9285026607919432,0.9885450045777066,0.5644326504921034,-0.5223320553902495,-0.1538066491187915,0.0917951762417029,-0.1106195639734493,0.040077821011673155,0.02721661135271229,0.12946040283817808,0.22001173037308308,0.24590009155413137,0.9003075646601053,0.9191176470588235,0.9275241760128176,0.4401965552758068,0.37388060769054704,0.0003506820473259344
libero_object_t00_ep008_s0040_pre_grasp,libero_object,0,pre_grasp,libero_object_t0_ep8,5.81609968378249,1.8381456729899628,6.119561875673317,0.1740130254584833,2.731862723023201,0.06632861168904891,0.765625,0.9412673094529641,0.604456826504921,0.5350216010528726,0.5325961318379492,0.2866617074845502,-0.5325961318379492,0.7805951148028111,0.9074673838406958,0.9535369935912108,0.5963049324788281,-0.6287015049210346,-0.22214966239414052,0.18524762531471733,0.09288452735179675,0.16257152666514077,0.07462806134126802,0.25299768253604943,0.2460610265506981,0.34577563515678644,0.8901050011444266,0.9023661020828565,0.9152745193408103,0.4508311398489357,0.39340953307392995,0.00038377490944722074
libero_object_t00_ep008_s0056_manipulation,libero_object,0,manipulation,libero_object_t0_ep8,6.007223327006951,2.3397610107151703,5.586138488322145,0.3888423088146601,2.041857242600139,0.08442881612385075,0.8046875,0.9381637674525063,0.655595531013962,0.6989142252231632,0.3951740959029526,0.22374041542687115,-0.3951740959029526,0.6732368082473799,0.9109864957656214,0.9772724021515221,0.6710617418173495,-0.6075331883726253,-0.33007481689173723,0.1454330224307622,-0.14680132753490502,0.023567320897230487,-0.013723105973907072,0.20526650835431448,0.13958786335545892,0.20041413939116504,0.8837705996795605,0.8814853227283131,0.9026207370107576,0.48483706225680934,0.4690861753261616,0.00040613509728647023
