state_id,suite,task_id,phase,episode_idx,step,S_median,S_p95,S_max,S_min,S_mean,S_p95_over_median,S_max_over_median,S_gini,raw_dev_median_eps_mid,raw_dev_max_eps_mid,raw_dev_max_eps_large,raw_dev_max_mm_eps_mid,sum_tokens_raw_dev_eps_mid,rank_stab_eps_small_mid,rank_stab_eps_mid_large,rank_stab_dirs_mean,linearity_mid_over_small,linearity_large_over_mid,ctrl_zeros,ctrl_replaced_by_h_t,ctrl_scaled_105,ctrl_permuted,ctrl_all_tokens_eps_mid,ctrl_repeat_identical,ctrl_flow_noise,zeros_over_noise,inbatch_baseline_vs_B1,delta_norm_rel_err,baseline_action_absmean
libero_goal_t08_ep003_s0032_pre_grasp,libero_goal,8,pre_grasp,3,32,9.948831575457007e-06,6.360092083923519e-05,0.00015681239892728627,2.527029892007704e-07,1.8608330719871446e-05,6.3928030499715875,15.76189136505127,0.5855422655608341,8.078451173787471e-06,0.00012733165931422263,0.00044832343701273203,0.09689489752054214,0.003868150757625699,0.9977411879148547,0.9942277981231403,0.8912029354543374,2.9112248828601843,3.5558864470625977,0.007756145152241966,0.007319503179126797,0.0020152851248169804,2.540004423300738e-08,0.0004197312328093694,0.0,0.003783313172841072,2.050093343559371,4.76837158203125e-07,3.3783296826683795e-07,0.21431247889995575
libero_goal_t08_ep003_s0048_manipulation,libero_goal,8,manipulation,3,48,9.089130799111445e-06,7.218358587124385e-05,0.0004900039057247341,2.409415174042806e-07,2.0104460418224335e-05,7.941747947812626,53.91097640991211,0.617285564495766,7.3803739724098705e-06,0.00039788315189071,0.0013202796690165997,0.2861686944961548,0.004179154988378286,0.9976088635843442,0.992011186770428,0.857188668268864,2.9720509565683306,3.4661138577599164,0.019000546997964874,0.015459211135302051,0.0030054800593783196,3.837015907216172e-08,0.0002723987574599442,0.0,0.005952947263756943,3.1917882279329164,5.960464477539062e-07,3.3783296826683795e-07,0.4388442635536194
libero_goal_t08_ep004_s0016_approach,libero_goal,8,approach,4,16,6.881647095724475e-06,8.587266165704932e-05,0.00023582497669849545,1.0105738823540378e-07,1.957250242412556e-05,12.478504123002978,34.268680572509766,0.6604252219810179,5.587898158410098e-06,0.00019148988940287381,0.0006333242054097354,0.12311504036188126,0.0040685757994651794,0.9983055333028152,0.9957606145571068,0.9078366998550393,2.934419292670136,3.453394924406077,0.07181726558449199,0.0776890366761632,0.0063163833798339925,3.26532600765555e-08,0.0006458731233612534,0.0,0.005116759094252435,14.035694130130741,4.76837158203125e-07,3.3783296826683795e-07,0.2076507955789566
libero_goal_t08_ep004_s0032_pre_grasp,libero_goal,8,pre_grasp,4,32,9.033531569002662e-06,6.659827340627089e-05,0.00017546029994264245,2.6573229661153164e-07,1.7830539945862256e-05,7.372340805759049,19.4232234954834,0.5858141018082025,7.335227564908564e-06,0.0001424737711204216,0.0005148918717168272,0.07702934741973877,0.003706469899043441,0.9977976939803158,0.9939316777294576,0.8711499580376897,2.9362227653427753,3.550738230030272,0.0064929034364090135,0.006057647896386892,0.0018203421561879503,2.352889963159269e-08,0.00022953747898573964,0.0,0.004310518921136543,1.5062927585287218,4.76837158203125e-07,3.219970476919798e-07,0.2120295614004135
libero_goal_t08_ep004_s0056_manipulation,libero_goal,8,manipulation,4,56,9.24754021980334e-06,5.338044411473675e-05,9.220122592523694e-05,2.714063214170892e-07,1.638932189962361e-05,5.772393830785841,9.970351219177246,0.5545420114453391,7.509002443839563e-06,7.486739195883274e-05,0.00027199785108678043,0.05518162250518799,0.0034068813547492027,0.9975816834515907,0.9940096417944609,0.8872885194934005,2.9637158443772322,3.589794253925215,0.006404142939141489,0.005293438832486308,0.0013092859194320807,4.193316182381099e-08,0.00018644002173177215,0.0,0.004190878902248913,1.5281145288414066,4.76837158203125e-07,3.219970476919798e-07,0.42412275075912476
libero_goal_t08_ep005_s0016_approach,libero_goal,8,approach,5,16,8.94799995876383e-06,8.333058758580592e-05,0.0005014748312532902,1.2238950830578688e-07,2.2363859898177907e-05,9.312761284066665,56.04323196411133,0.6776374696539901,7.265775820997078e-06,0.00040719759999774396,0.0013132725143805146,0.32777175307273865,0.0046488200314342976,0.9982819295033188,0.996204795147631,0.9171244373235675,2.9361188448785382,3.521084669097238,0.05689888214637331,0.0653367050163417,0.007636230392009278,4.073101014132096e-08,0.00039909197504639005,0.0,0.00487130571748127,11.680417006509114,4.76837158203125e-07,3.3783296826683795e-07,0.22104409337043762
libero_goal_t08_ep005_s0032_pre_grasp,libero_goal,8,pre_grasp,5,32,1.0502102668397129e-05,6.601148197660223e-05,0.00015102361794561148,9.96520341800533e-08,2.0326006051618606e-05,6.285549100109603,14.380322456359863,0.5854146045187097,8.527707905159332e-06,0.00012263117241673172,0.00045186036732047796,0.09600988775491714,0.00422520749270916,0.9968406672007324,0.9938394083314259,0.8844152933546959,2.9983158245539583,3.5406267852014155,0.007627873904282079,0.007555419483768692,0.001802938953009212,2.993326183269182e-08,0.0005314385893514543,0.0,0.005854054129041019,1.3030070676048973,4.76837158203125e-07,3.3783296826683795e-07,0.17854280769824982
libero_goal_t08_ep005_s0056_manipulation,libero_goal,8,manipulation,5,56,9.769234566192608e-06,8.263202471425757e-05,0.00026206954498775303,4.5689637317991583e-07,2.084385050693527e-05,8.458392943108743,26.826005935668945,0.6207099233712563,7.93261824583169e-06,0.00021280045621097088,0.000692369241733104,0.17893590033054352,0.004332852549850941,0.9984671835660334,0.9943615529869535,0.8770873865110246,2.965036551074795,3.5715677370135994,0.007610935590581007,0.005460452929271846,0.0016723438391590111,3.962227587808417e-08,0.00046233243723629934,0.0,0.004436640854404809,1.7154725478905233,4.76837158203125e-07,3.219970476919798e-07,0.39946407079696655
libero_goal_t08_ep006_s0016_approach,libero_goal,8,approach,6,16,8.171205990947783e-06,9.092107211472467e-05,0.00021418450342025608,1.673717093808591e-07,2.0690884412033483e-05,11.127007716541323,26.21210479736328,0.666371042263295,6.63501941744471e-06,0.0001739178114803508,0.0006123374914750457,0.14046384394168854,0.004301055334508419,0.9982218471046006,0.9961833371480888,0.9072857061112383,2.9415577300790394,3.5229920173604494,0.06882079471856786,0.07250461365977123,0.005979908058989535,3.164833240704851e-08,0.0003474755727922649,0.0,0.005170846124243008,13.309387489971568,4.76837158203125e-07,3.3783296826683795e-07,0.21975615620613098
libero_goal_t08_ep006_s0032_pre_grasp,libero_goal,8,pre_grasp,6,32,1.0762351848825347e-05,7.517740232287906e-05,0.0002184939366998151,2.175829791895012e-07,2.0184959794278257e-05,6.985220644973085,20.30169105529785,0.5802514060962345,8.739028999116272e-06,0.0001774170814314857,0.0006181675125844777,0.11061485856771469,0.004195888061076403,0.9981610494392309,0.9950582227054245,0.8925724326695659,2.966522258222599,3.487397642474881,0.13401322908528499,0.13293136942184197,0.0017235495146469247,2.984698409092528e-08,0.0003827772872627796,0.0,0.004139830282686996,32.37167225084948,4.76837158203125e-07,3.3783296826683795e-07,0.20081022381782532
libero_goal_t08_ep006_s0056_manipulation,libero_goal,8,manipulation,6,56,1.0273595762555487e-05,8.432104550593067e-05,0.00025775618269108236,3.858662296352122e-07,2.140756623703055e-05,8.207549474864328,25.089189529418945,0.6244338045961967,8.342160072061233e-06,0.00020929799939040095,0.0006956009310670197,0.14790843427181244,0.0044500334188342094,0.9976374742504005,0.9949344815747311,0.8939309624628061,2.9656454204023115,3.425840884581575,0.014575375166853524,0.01116648468272618,0.0035824547494765643,3.7961494462946794e-08,0.00037849826010918794,0.0,0.0056642656451467484,2.5732153256869204,7.152557373046875e-07,3.219970476919798e-07,0.3705022931098938
libero_goal_t08_ep007_s0024_approach,libero_goal,8,approach,7,24,6.123367711552419e-06,6.371444760588929e-05,0.00013495802704710513,1.0686511586754932e-07,1.5187903045443818e-05,10.405131719541332,22.039836883544922,0.6575905036427899,4.972174792783335e-06,0.00010958591155940667,0.0003870475629810244,0.08157771825790405,0.0031571397557854652,0.9984771972991531,0.9960123884184023,0.9058773460746167,2.9533948977705355,3.5538708212873127,0.037020903615992896,0.032691587598313525,0.0028837403311103476,3.5111249258975035e-08,0.00028627164377361953,0.0,0.004170562195414918,8.876717785600555,4.76837158203125e-07,3.3783296826683795e-07,0.21710596978664398
libero_goal_t08_ep007_s0040_pre_grasp,libero_goal,8,pre_grasp,7,40,9.78498428594321e-06,5.454440452012932e-05,0.0001496450713602826,1.764316266417154e-07,1.7149744962807745e-05,5.574296588139241,15.29333782196045,0.5601181739448416,7.94540665083332e-06,0.00012151178816566244,0.00037438786239363253,0.10114482790231705,0.003564951941370964,0.997324187457084,0.9952012760357061,0.8901526855878538,2.9568364378090317,3.4515749126427426,0.0068627774329367034,0.0061655505267026985,0.0021792185011013324,2.129750509239387e-08,0.00029217986978907767,0.0,0.004723108058080114,1.453021474110914,4.76837158203125e-07,3.3783296826683795e-07,0.19710376858711243
libero_goal_t08_ep007_s0056_manipulation,libero_goal,8,manipulation,7,56,9.654682799009606e-06,5.567644984694198e-05,0.00014581919822376221,2.0355859930987208e-07,1.640921618673019e-05,5.766781882534076,15.103468894958496,0.5735279518138925,7.83960240369197e-06,0.000118405201646965,0.0004386704822536558,0.08021318167448044,0.003411016194149852,0.9971489471274891,0.9942621309224079,0.8835955977721829,2.9086244443877938,3.441971741057758,0.010147256203714015,0.0075787836447591675,0.0018515556414911085,3.804707971573184e-08,0.000285275277823106,0.0,0.004654932126121444,2.179893482607845,4.76837158203125e-07,3.3783296826683795e-07,0.4253733456134796
libero_goal_t08_ep008_s0016_approach,libero_goal,8,approach,8,16,7.2000302679953165e-06,7.998577711987309e-05,0.00025600369554013014,1.4400497150290903e-07,2.1249115889077075e-05,11.109089009724858,35.5559196472168,0.6707291232101287,5.8464247558731586e-06,0.00020787498215213418,0.0006923205801285803,0.13949483633041382,0.004417096264660358,0.9984943636987869,0.9957842183566034,0.9124191748683911,2.9406633547336156,3.473243258920969,0.06588816399380756,0.07104822157921148,0.006480708141915958,3.203020527588983e-08,0.0005284239804329553,0.0,0.004901481073447854,13.442500951546016,4.76837158203125e-07,3.3783296826683795e-07,0.2373145967721939
libero_goal_t08_ep008_s0032_pre_grasp,libero_goal,8,pre_grasp,8,32,9.79724973149132e-06,7.518042912124656e-05,0.00018958449072670192,1.8332441698021285e-07,1.975959457922727e-05,7.673625882944879,19.350786209106445,0.6132400634123327,7.955366527312435e-06,0.0001539426011731848,0.000506508513353765,0.13087566196918488,0.004107466898858547,0.9977948329137102,0.9955024032959487,0.8933530270084687,2.949351369068598,3.562722423708912,0.1320351418362462,0.13220857112181028,0.0015257163985670178,2.768293829631679e-08,0.0003562862693684377,0.0,0.06907373910762389,1.9115099825495485,4.76837158203125e-07,3.3783296826683795e-07,0.21221157908439636
libero_goal_t08_ep008_s0056_manipulation,libero_goal,8,manipulation,8,56,8.67476046551019e-06,6.979698810027912e-05,0.00013163038238417357,3.3363639317940397e-07,1.7379712517140433e-05,8.04598448312015,15.1739501953125,0.6069948490105125,7.043906407488976e-06,0.00010688387556001544,0.00037903586053289473,0.07841833680868149,0.003612755797803402,0.9982132639047837,0.9936913481345846,0.8746807526512551,2.975573527253424,3.561921162126321,0.005623524903041768,0.003220701830609525,0.001201652740432096,2.8591284948549825e-08,0.0002782564163409393,0.0,0.005206031541091761,1.0801941668341206,9.5367431640625e-07,3.219970476919798e-07,0.3893105089664459
libero_goal_t08_ep009_s0016_approach,libero_goal,8,approach,9,16,9.462905836699065e-06,0.00010800603013194632,0.0003271159075666219,1.715061443974264e-07,2.6414327294332907e-05,11.41362198840414,34.56822967529297,0.6752729506969092,7.683878720854409e-06,0.00026561811682768166,0.0008119439589791,0.2243853211402893,0.005490798968821764,0.9981631952391852,0.9959258411535821,0.9090800717174029,2.9997248171900477,3.5722084556980125,0.06264547910696573,0.07205712646354936,0.007696282195285404,3.054559563073041e-08,0.00045031801409963325,0.0,0.005221223281253462,11.998237909474424,7.152557373046875e-07,3.3783296826683795e-07,0.23585793375968933
libero_goal_t08_ep009_s0032_pre_grasp,libero_goal,8,pre_grasp,9,32,9.311192116001621e-06,7.689736230531707e-05,0.00015331024769693613,1.5389530005904817e-07,1.8775226635625586e-05,8.258594747837517,16.465158462524414,0.5976257731420483,7.560688572993968e-06,0.00012448792404029518,0.00042382869287393987,0.0971970185637474,0.003902843687683344,0.9978978313115129,0.9953915369649805,0.88608234149691,2.958501040297928,3.4792268618150013,0.006805781032752542,0.007810378924043567,0.0020074477598627364,2.995808855352819e-08,0.0002850941572179355,0.0,0.00455650253156442,1.4936414466153847,4.76837158203125e-07,3.219970476919798e-07,0.2152567058801651
libero_goal_t08_ep009_s0056_manipulation,libero_goal,8,manipulation,9,56,9.585786756360903e-06,6.55975381960161e-05,0.000195632383110933,1.5473442260827142e-07,1.85919943760382e-05,6.843208581965076,20.408588409423828,0.5923965458166734,7.783658475091215e-06,0.0001588534942129627,0.000499097106512636,0.08740831166505814,0.0038647553883492947,0.9980938143739986,0.9940582799267567,0.8770780880445562,2.9694512334148766,3.5682174148373815,0.007112135658073959,0.0059352214311657134,0.0015450391319626277,3.367051745905756e-08,0.00035559158654449255,0.0,0.004603267401979069,1.545019013020243,4.76837158203125e-07,3.219970476919798e-07,0.4259204864501953
libero_object_t00_ep000_s0024_approach,libero_object,0,approach,0,24,6.095473963796394e-06,7.464133341272827e-05,0.0007649508188478649,2.279804931504259e-07,2.322729051229544e-05,12.245369901677018,125.49488830566406,0.721660419378046,4.949524736730382e-06,0.0006211400614120066,0.0019901676569133997,0.5957692861557007,0.004828302655369043,0.9986023689631495,0.9968270771343557,0.9243135824368659,2.921382493006883,3.4933620078957865,0.04498479736411951,0.04931211111325756,0.005430317888047666,2.741165028486696e-08,0.0005339256179763479,0.0,0.004159864325872509,10.81400590022469,4.76837158203125e-07,3.219970476919798e-07,0.1828412115573883
libero_object_t00_ep000_s0040_pre_grasp,libero_object,0,pre_grasp,0,40,8.58395105751697e-06,7.039951742626727e-05,0.00016924952797126025,2.2970625934704003e-07,1.810453977668658e-05,8.201295295669047,19.71697235107422,0.6121910724649422,6.970168215048034e-06,0.0001374306157231331,0.0004167594888713211,0.10176507383584976,0.0037634274922311306,0.9981724937056534,0.9957720588235294,0.9053544861524375,2.9436800781320036,3.451306328209657,0.00805167950094659,0.00499424462086971,0.00209906807702001,2.797169043536372e-08,0.00037424370789214254,0.0,0.0036908357859604096,2.1815328472684747,4.76837158203125e-07,3.3783296826683795e-07,0.23171743750572205
libero_object_t00_ep000_s0056_manipulation,libero_object,0,manipulation,0,56,5.344964847608935e-06,6.459447649831418e-05,0.00010997834033332765,5.763424226756797e-08,1.544363476568833e-05,12.085107823900929,20.576065063476562,0.6492914311253912,4.340111445344519e-06,8.930240437621251e-05,0.00030668583349324763,0.06459138542413712,0.0032102996483445168,0.9982619020370794,0.9945196269169146,0.9044840066376745,2.9737989038731794,3.5455279461259215,0.01108313267240125,0.011117983058788163,0.0022284850665158468,2.8367689888739082e-08,0.00040202926494245316,0.0,0.0038159438972117446,2.9044275730834346,3.5762786865234375e-07,3.3783296826683795e-07,0.3564680516719818
libero_object_t00_ep001_s0024_approach,libero_object,0,approach,1,24,5.868088010174688e-06,8.186793274944648e-05,0.00023507664445787668,2.3026763074085466e-07,2.0525691070361063e-05,13.951381200741286,40.060176849365234,0.6739462339690302,4.764887307828758e-06,0.00019088223052676767,0.0005895059439353645,0.16613148152828217,0.004266716539859772,0.998470044632639,0.9953250171663997,0.9209470607309073,2.9720109345433245,3.4903401612727563,0.014972041663455903,0.019820752429555985,0.0033183744568224273,3.333046671944514e-08,0.00038371781065107383,0.0,0.004963611574153272,3.0163604544358287,4.76837158203125e-07,3.3783296826683795e-07,0.18345168232917786
libero_object_t00_ep001_s0048_pre_grasp,libero_object,0,pre_grasp,1,48,8.521168638253585e-06,8.746634557610378e-05,0.00022174934565555304,2.036110657854806e-07,2.1402291167760268e-05,10.264595067799295,26.02334976196289,0.6421819755962964,6.919188763276907e-06,0.00018006045138463378,0.0006184972589835525,0.16166836023330688,0.004448937717825174,0.998415684367132,0.9960080968184939,0.9119137197680628,2.945166774952976,3.561766199364557,0.008764622625532207,0.006895950083128637,0.0022153132960371844,2.877765294266095e-08,0.00026773502901283,0.0,0.0051780907853507235,1.6926359519087806,3.5762786865234375e-07,3.3783296826683795e-07,0.2630341351032257
libero_object_t00_ep001_s0064_manipulation,libero_object,0,manipulation,1,64,6.887618383188965e-06,8.331333083333448e-05,0.0002362681698286906,2.1612976297546993e-07,1.982871617656201e-05,12.09610146762522,34.30331802368164,0.668889061278439,5.592746219917899e-06,0.00019184977281838655,0.0006174325826577842,0.14468790590763092,0.0041218348778784275,0.9979965381094071,0.9950932707713436,0.9004723144121461,2.9810886095539275,3.5655073348132382,0.030571085008489304,0.030123818422726323,0.0038928464162341116,3.800843738668685e-08,0.0005158261429722288,0.0,0.004228772190605638,7.229305252338733,4.76837158203125e-07,3.3783296826683795e-07,0.35267511010169983
libero_object_t00_ep002_s0024_approach,libero_object,0,approach,2,24,4.957380042469595e-06,7.050483509374317e-05,0.0001607289450475946,2.645620895691536e-07,1.7080215911846608e-05,14.222196904359205,32.42215347290039,0.6732917430215877,4.02539262722712e-06,0.00013051189307589084,0.0005119008128531277,0.11286171525716782,0.003550498280674219,0.9980258640421149,0.9959487296864271,0.9014152742809186,2.9656350994599787,3.4701136200200553,0.005641846563374701,0.005858588271942716,0.0012462340297847323,2.6396406392708867e-08,0.00029010726055323074,0.0,0.0044638178158317,1.2639060992509414,7.152557373046875e-07,3.3783296826683795e-07,0.16421779990196228
libero_object_t00_ep002_s0048_pre_grasp,libero_object,0,pre_grasp,2,48,8.531607818440534e-06,7.842626473575365e-05,0.00018245122919324785,2.691371889795846e-07,1.989692827919498e-05,9.192436690097288,21.38532829284668,0.6253254702728525,6.927665708644781e-06,0.00014815038593951613,0.0004770941159222275,0.12323561310768127,0.004136014264076948,0.9980458915083543,0.994702735179675,0.9155882829785611,2.9393954029206935,3.523820999465605,0.008595065342471148,0.006841244284497864,0.002097690175460994,2.496396220043341e-08,0.0003790605320168255,0.0,0.004415997350918004,1.946347486074554,4.76837158203125e-07,3.3783296826683795e-07,0.23437711596488953
libero_object_t00_ep002_s0064_manipulation,libero_object,0,manipulation,2,64,8.942297426983714e-06,8.77407564985333e-05,0.00019916829478461295,8.465081435815591e-08,2.0758363461936824e-05,9.81188080747262,22.27260971069336,0.6547608335968342,7.261146038217703e-06,0.00016172467439901084,0.000582250184379518,0.1194131001830101,0.00431508244946599,0.9972211890592813,0.9952069981689173,0.9011182001983672,2.928084148446194,3.4819093495580065,0.018265412428124975,0.0202455812577496,0.003254640500844096,3.251541179499358e-08,0.00039470626244641485,0.0,0.004079538164365369,4.477323582280158,3.5762786865234375e-07,3.3783296826683795e-07,0.37446436285972595
libero_object_t00_ep003_s0024_approach,libero_object,0,approach,3,24,6.053673132555559e-06,8.244644595833961e-05,0.00016563890676479787,2.990524023971375e-07,2.017165934375953e-05,13.619243086475471,27.361719131469727,0.673089517538778,4.915582394460216e-06,0.0001344987831544131,0.0004684102314058691,0.09265344589948654,0.004193123430013657,0.9983076791027695,0.9960910677500572,0.9200391489280536,2.9651526409985887,3.5162086559837196,0.005260497012978758,0.006848551821474167,0.0012808527975274294,2.799671795580981e-08,0.00025518516384420107,0.0,0.004259273750011306,1.2350690098199946,4.76837158203125e-07,4.319687170184494e-07,0.16457200050354004
libero_object_t00_ep003_s0048_pre_grasp,libero_object,0,pre_grasp,3,48,9.487159331911243e-06,7.706201540713664e-05,0.00016670806508045644,3.121829195151804e-07,2.193280670326203e-05,8.12277023196279,17.57196807861328,0.6145556753156766,7.7035729191266e-06,0.00013536693586502224,0.0004304455651436001,0.09462179988622665,0.0045592160895466805,0.9984006637674525,0.9951726653696498,0.9188460841535058,2.9634147858509206,3.4733738190004186,0.0070181012663873025,0.0034689780088949973,0.002108227205339054,2.8990921408447214e-08,0.0004158313080412897,0.0,0.005457257085813494,1.2860125803182934,4.76837158203125e-07,4.478046375933076e-07,0.26984721422195435
libero_object_t00_ep003_s0064_manipulation,libero_object,0,manipulation,3,64,7.055070454953238e-06,7.249446389323566e-05,0.0002950458147097379,1.5052945911975257e-07,1.908262856886722e-05,10.275512392982355,41.82039260864258,0.6383415176266527,5.7287170420750044e-06,0.00023957720259204507,0.0007825823849998415,0.2083788961172104,0.003966744523495436,0.9980780785076676,0.9951125829709315,0.8908085851071945,2.9536907956322893,3.516429507779254,0.02497313823845184,0.02993063335933767,0.004903851455087843,3.957612203813668e-08,0.0007525881629901656,0.0,0.004034785546878148,6.189458633749299,5.960464477539062e-07,4.319687170184494e-07,0.36521926522254944
