state_id,suite,phase,episode,spearman_U_S,pearson_U_S,spearman_Umse_S,top_quartile_overlap_U_S,frac_highU_highS,frac_highU_lowS,frac_lowU_highS,spearman_U_tokennorm,spearman_S_tokennorm,U_snr_over_render_floor,E_action_total,errdev_sum,superposition_ratio,flow_noise_scale,ctrl_zeros,U_global,U_trivial_h_t,eef_displacement,spearman_U_only_mse,auroc_U_only_mse,auprc_U_only_mse,spearman_U_only_l2,auroc_U_only_l2,auprc_U_only_l2,spearman_U_only_cos,auroc_U_only_cos,auprc_U_only_cos,spearman_S_only,auroc_S_only,auprc_S_only,spearman_R_mul_U_l2_S,auroc_R_mul_U_l2_S,auprc_R_mul_U_l2_S,spearman_R_mul_U_mse_S,auroc_R_mul_U_mse_S,auprc_R_mul_U_mse_S,spearman_attention_only,auroc_attention_only,auprc_attention_only,spearman_attention_x_U_l2,auroc_attention_x_U_l2,auprc_attention_x_U_l2,spearman_attention_x_S,auroc_attention_x_S,auprc_attention_x_S
libero_goal_t08_ep009_s0032_pre_grasp,libero_goal,pre_grasp,libero_goal_9,0.07571669718471045,0.010637587394243636,0.07571669718471045,1.125,0.0703125,0.046875,0.03125,-0.5511301213092241,-0.3108048180361639,22.858318981143128,0.005064662167693787,0.04288130870431265,8.466765854165317,0.00455650253156442,0.006805781032752542,0.08836841689617105,0.122316458884389,0.07757811906416695,0.29027952620737013,0.6639811197916666,0.39958132985431305,0.29027952620737013,0.6639811197916666,0.39958132985431305,0.2913810368505379,0.6647135416666666,0.400943963289101,0.8393074788281071,0.9120279947916666,0.8223222049902108,0.8734171149004348,0.93408203125,0.8609466403855097,0.871383611810483,0.935546875,0.8378945133477482,0.024409189745937285,0.5592447916666666,0.31170416176742255,0.1613763160906386,0.654541015625,0.39097162234279204,0.7401851110093843,0.8670247395833334,0.7476692842667767
libero_goal_t08_ep009_s0056_manipulation,libero_goal,manipulation,libero_goal_9,-0.16602483405813687,-0.09478321909325767,-0.16602483405813687,0.875,0.0546875,0.0703125,0.07421875,-0.47724593728542003,-0.26227755207141223,22.33510986471288,0.006232889293535617,0.039630556813400254,6.358296280747793,0.004603267401979069,0.007112135658073959,0.0871918640477114,0.07375842364025317,0.0902278685015904,0.042036221103227286,0.552490234375,0.2953052337319368,0.042036221103227286,0.552490234375,0.2953052337319368,0.0443579766536965,0.5537109375,0.29592844424673265,0.801459859235523,0.8435872395833334,0.6746205804585561,0.817813000686656,0.8531901041666666,0.6895279344633849,0.795620422293431,0.8401692708333334,0.6366090088714745,0.2568486781872282,0.7010904947916666,0.378531174177039,0.26338192378118563,0.7176920572916666,0.3831349260906953,0.7558594644083314,0.8438313802083334,0.6716579324361531
libero_object_t00_ep000_s0024_approach,libero_object,approach,libero_object_0,0.0855444609750515,0.036098916866225114,0.0855444609750515,1.625,0.1015625,0.015625,0.10546875,-0.5303344586861982,-0.38887045090409705,18.414160912044387,0.009637004529944995,0.043175856818025375,4.480215473995612,0.004159864325872509,0.04498479736411951,0.05763014841805533,0.11709710088208579,0.05351604354964454,0.2748762588693065,0.6488444010416666,0.4194659307399196,0.2748762588693065,0.6488444010416666,0.4194659307399196,0.2753519111924926,0.6492513020833334,0.4209508401034396,0.888301813916228,0.9129231770833334,0.7971430586368052,0.9157816433966582,0.9379069010416666,0.8656721494222986,0.8976267452506295,0.9309895833333334,0.8341222334860158,0.4086668860151064,0.7285970052083334,0.4981552530015293,0.4968084802014191,0.7935384114583334,0.5538124217743654,0.8566119249256122,0.9009602864583334,0.7582704258758272
libero_object_t00_ep000_s0040_pre_grasp,libero_object,pre_grasp,libero_object_0,0.13777752346074618,0.18543817657833309,0.13777752346074618,1.75,0.109375,0.0078125,0.08203125,-0.620260643167773,-0.326831797894255,72.82548385496372,0.003704909887151802,0.03595453539493716,9.70456407580204,0.0036908357859604096,0.00805167950094659,0.07977728026940205,0.1004916266534032,0.0645234398529499,0.3145585374227512,0.7091471354166666,0.5961696943161643,0.3145585374227512,0.7091471354166666,0.5961696943161643,0.3158982318608377,0.7098795572916666,0.5974633197245734,0.8788767452506294,0.9195149739583334,0.8106743910652159,0.903930390249485,0.93896484375,0.879929431208082,0.8734421492332342,0.9160970052083334,0.8376590972763701,0.3507953765163653,0.705810546875,0.45273340203813184,0.4915362497138933,0.8026529947916666,0.589649240780502,0.8508146887159533,0.9010416666666666,0.7443037411730108
libero_object_t00_ep000_s0056_manipulation,libero_object,manipulation,libero_object_0,0.0035791943236438543,0.1269951156143318,0.0035791943236438543,1.375,0.0859375,0.046875,0.08203125,-0.6488455596246281,-0.23166342412451363,14.987352943630317,0.004209742042581237,0.027257858540970764,6.474947458837025,0.0038159438972117446,0.01108313267240125,0.07536730412157255,0.16742107634882175,0.08306848447902881,0.22477826733806364,0.6800944010416666,0.4815642704750901,0.22477826733806364,0.6800944010416666,0.4815642704750901,0.22588406958113985,0.680908203125,0.48864437275630757,0.8675440604257267,0.9220377604166666,0.8203708452024006,0.9012495708400091,0.9446614583333334,0.8834382608955216,0.8744742790112153,0.928955078125,0.8540749790515364,0.5247482261387045,0.7562662760416666,0.5032562014967868,0.5668616960402838,0.8208821614583334,0.5798712060208686,0.8597877088578623,0.9097493489583334,0.7832195468174361
libero_object_t00_ep001_s0024_approach,libero_object,approach,libero_object_1,0.023967154955367363,-0.032508360842494755,0.023967154955367363,1.375,0.0859375,0.01953125,0.109375,-0.4984271286335546,-0.38671892881666287,15.32921838985557,0.008903602444440398,0.03978735828388959,4.468680911144419,0.004963611574153272,0.014972041663455903,0.05255275658284928,0.11101761061318152,0.049437042322640574,0.22126559281300068,0.6407877604166666,0.4829312915226774,0.22126559281300068,0.6407877604166666,0.4829312915226774,0.22242504005493247,0.6416829427083334,0.48567866813665617,0.87192077706569,0.927001953125,0.7887869083848241,0.8977354657816434,0.9522298177083334,0.8969154517147369,0.8758711947814145,0.9424641927083334,0.8785694887002685,0.4006995307850767,0.7162272135416666,0.4814043213436131,0.46489113641565577,0.769775390625,0.5153382427969754,0.8420412279697871,0.9130045572916666,0.7430725831301216
libero_object_t00_ep001_s0048_pre_grasp,libero_object,pre_grasp,libero_object_1,0.09268925955596247,0.1792878420600027,0.09268925955596247,1.875,0.1171875,0.03125,0.0859375,-0.5922994392309453,-0.3268790054932479,32.923973039784606,0.004723917746018286,0.03844999080724706,8.139428515590884,0.0051780907853507235,0.008764622625532207,0.06136483353208137,0.02559815572689926,0.01841257903652748,0.30642094872968645,0.7442220052083334,0.563501653734592,0.30642094872968645,0.7442220052083334,0.563501653734592,0.3074645227740902,0.7450358072916666,0.5677051704920877,0.8706490329594873,0.9290364583333334,0.8299260878801812,0.9068608377203021,0.9618326822916666,0.9269148580416763,0.880797236209659,0.9562174479166666,0.9061715186928028,0.3291349565117876,0.6499837239583334,0.44679254944769653,0.4483634699015793,0.777587890625,0.6002831373508962,0.8311663138017853,0.9009602864583334,0.7695851286643715
libero_object_t00_ep001_s0064_manipulation,libero_object,manipulation,libero_object_1,0.048419975967040514,0.24463847292868635,0.048419975967040514,1.5,0.09375,0.04296875,0.078125,-0.657001029983978,-0.27912279697871367,11.364477763674493,0.0035321733987557073,0.03396093013490078,9.61474035982048,0.004228772190605638,0.030571085008489304,0.06648700688160189,0.1684735151836886,0.0828306152363482,0.2910462920576791,0.7079264322916666,0.5501624454827961,0.2910462920576791,0.7079264322916666,0.5501624454827961,0.291597047379263,0.7083333333333334,0.5512384719456049,0.8660033760585947,0.9150390625,0.7871827623427283,0.9026200217441062,0.941162109375,0.8760189693437406,0.8804560540169375,0.93408203125,0.8664384161118266,0.4748505092698558,0.754150390625,0.44552536124938436,0.5457262817578393,0.8177083333333334,0.6142950524227216,0.8417894541084916,0.902587890625,0.7145539263080084
libero_object_t00_ep002_s0024_approach,libero_object,approach,libero_object_2,-0.02151307507438773,-0.12011861613662299,-0.02151307507438773,1.0,0.0625,0.0390625,0.12109375,-0.5201411936369879,-0.37740830281528953,16.358525212126924,0.0021673162821921,0.028130066451757987,12.979216131438948,0.0044638178158317,0.005641846563374701,0.05283819324593483,0.10313272760190495,0.05191252923815892,0.16063100823987184,0.5716959635416666,0.3550412241612472,0.16063100823987184,0.5716959635416666,0.3550412241612472,0.1618719958800641,0.5725911458333334,0.35813225585220254,0.8791049153124285,0.931640625,0.8191935476169077,0.9008776321812771,0.9554036458333334,0.8949883586428233,0.8789046406500344,0.935302734375,0.8408914111211119,0.41571226253147175,0.73388671875,0.4792481254536209,0.45268224994277867,0.7496744791666666,0.4664305922486774,0.8456733520256352,0.92138671875,0.7630063618550472
libero_object_t00_ep002_s0048_pre_grasp,libero_object,pre_grasp,libero_object_2,0.09964665827420463,0.12437295638810082,0.09964665827420463,1.625,0.1015625,0.03125,0.078125,-0.6342877374685283,-0.30775205996795607,31.395091213535313,0.0053615666909117435,0.03676902242561591,6.857887730454263,0.004415997350918004,0.008595065342471148,0.06323186456277095,0.08155110890873192,0.059501697376777504,0.2934002346074617,0.7259928385416666,0.5805399004651977,0.2934002346074617,0.7259928385416666,0.5805399004651977,0.2933930819409476,0.7262369791666666,0.582725629633005,0.8972376401922637,0.9265950520833334,0.7939610863619173,0.9245479514763104,0.955078125,0.8782647091322602,0.8994370851453422,0.9484049479166666,0.8624754356434916,0.33836332684824905,0.6840006510416666,0.44876771551653294,0.4522924296177615,0.792236328125,0.5939581766514564,0.8596975852597849,0.9012044270833334,0.7300059762863074
libero_object_t00_ep002_s0064_manipulation,libero_object,manipulation,libero_object_2,-0.08467612726024262,-0.03730130398696854,-0.08467612726024262,1.375,0.0859375,0.0625,0.09765625,-0.5480215724422065,-0.26445053215838865,14.332941166310695,0.003730033611271913,0.03160457865305823,8.473001036117019,0.004079538164365369,0.018265412428124975,0.059782779174787914,0.15535469743775493,0.08451425545006024,0.15531657701991303,0.6448567708333334,0.4166779686155972,0.15531657701991303,0.6448567708333334,0.4166779686155972,0.15793087663080796,0.6465657552083334,0.42025227820171296,0.8539775978484779,0.8929850260416666,0.7812948366717779,0.8875836861982147,0.924072265625,0.841420623245597,0.8552479114213779,0.91259765625,0.7998732294749523,0.5143997482261387,0.7552083333333334,0.5040048858502939,0.5284783417257953,0.8015950520833334,0.5759205706071842,0.8375343327992676,0.8893229166666666,0.7498573945435479
libero_object_t00_ep003_s0024_approach,libero_object,approach,libero_object_3,0.025089408331425957,-0.037528321806075744,0.025089408331425957,1.375,0.0859375,0.0234375,0.11328125,-0.5602605001144426,-0.3248319123369192,14.39873517715067,0.0069835612143917146,0.03570147218149747,5.112215828784305,0.004259273750011306,0.005260497012978758,0.05838544941380461,0.11001312105593264,0.04923626811213313,0.23175783932249944,0.62255859375,0.4862552467239608,0.23175783932249944,0.62255859375,0.4862552467239608,0.23223492217898833,0.6228841145833334,0.48866255890472865,0.875461346990158,0.919189453125,0.793860362061755,0.9036042286564431,0.9466145833333334,0.8645607980447498,0.8851124399176012,0.9413248697916666,0.8436704718943058,0.3398560883497368,0.687255859375,0.4775952972594386,0.4624234664682994,0.7776692708333334,0.5014930764354206,0.8334723334859235,0.9000651041666666,0.7447666240499866
libero_object_t00_ep003_s0048_pre_grasp,libero_object,pre_grasp,libero_object_3,0.09641865987640193,0.17700182586361232,0.09641865987640193,1.5,0.09375,0.03125,0.08203125,-0.6365300984206912,-0.27337062256809336,40.855970435257575,0.003926414200326675,0.04670463429637549,11.894984052494944,0.005457257085813494,0.0070181012663873025,0.06342932286224269,0.041136584832635575,0.030626243031441167,0.289912594415198,0.7236328125,0.5529051514706527,0.289912594415198,0.7236328125,0.5529051514706527,0.2906679159990845,0.724609375,0.5553268328058636,0.8869749942778667,0.92431640625,0.8013803051976364,0.9169661249713893,0.9539388020833334,0.8878776665079363,0.8821469443808652,0.9400227864583334,0.8544904420987015,0.3780141336690318,0.7178548177083334,0.5111688122256854,0.4818830109864958,0.8211263020833334,0.6322393393243148,0.8576004234378576,0.90478515625,0.7511960499969956
libero_object_t00_ep003_s0064_manipulation,libero_object,manipulation,libero_object_3,0.022518024719615472,0.10698131223177108,0.022518024719615472,1.375,0.0859375,0.0390625,0.0859375,-0.6476946955825131,-0.22682965209430075,3.031859226106408,0.008655978541574601,0.03669417961706396,4.239171740181897,0.004034785546878148,0.02497313823845184,0.06709568800668833,0.14739727819118906,0.07847453096387084,0.2897831311512932,0.74609375,0.5990693573885454,0.2897831311512932,0.74609375,0.5990693573885454,0.2906335831998169,0.74658203125,0.6017097120008684,0.8558115415426871,0.8872884114583334,0.7424891438890743,0.9019040398260472,0.9464518229166666,0.8910535859183508,0.8799782558937972,0.952392578125,0.8852239633752845,0.4679553387502861,0.707763671875,0.3798930018210983,0.5584265564202334,0.822998046875,0.5706755179314495,0.8335488670176242,0.8680013020833334,0.6553478365905911
libero_object_t00_ep004_s0024_approach,libero_object,approach,libero_object_4,-0.0157279983978027,-0.12018897204351027,-0.0157279983978027,1.1875,0.07421875,0.03125,0.125,-0.4987346932936599,-0.35323801213092243,21.053682977089338,0.004973361069462502,0.02662159958527143,5.3528386966982415,0.004322006558934694,0.005818441306042504,0.05536429982728312,0.08771445622571075,0.04304539123796476,0.12542772945754177,0.53857421875,0.348214042799305,0.12542772945754177,0.53857421875,0.348214042799305,0.126572156099794,0.5391438802083334,0.3508433173550892,0.9150313286793317,0.943603515625,0.8445873385990847,0.9252746623941406,0.9540201822916666,0.8608268594734494,0.881536106660563,0.91943359375,0.7695388584108037,0.4172028782330053,0.7159016927083334,0.472655337161222,0.4247217612726024,0.7301432291666666,0.41071082816967247,0.8871952964065003,0.9280598958333334,0.811055808073814
libero_object_t00_ep004_s0048_pre_grasp,libero_object,pre_grasp,libero_object_4,0.10318722819867246,0.14493658866675574,0.10318722819867246,1.625,0.1015625,0.02734375,0.08984375,-0.633101110093843,-0.31729872396429387,34.0847350882041,0.0033652182545424415,0.03925043168138538,11.663561978009698,0.0045392612261365576,0.0070774383636615975,0.05969697510946392,0.07019938127774898,0.05216716580290657,0.30136472877088577,0.7294108072916666,0.5758221141009428,0.30136472877088577,0.7294108072916666,0.5758221141009428,0.3019576848249027,0.7300618489583334,0.5768389472256927,0.9010936427100023,0.9207356770833334,0.7678157296746946,0.9275420576791028,0.9520670572916666,0.889184749407634,0.9035055218585488,0.9444173177083334,0.8817613467281611,0.36585531586175324,0.7041829427083334,0.43246488771054586,0.48620679789425497,0.807861328125,0.6023867892861259,0.8725359063859006,0.9049479166666666,0.720037515144378
libero_object_t00_ep004_s0064_manipulation,libero_object,manipulation,libero_object_4,0.05922264820325017,0.1139667777648411,0.05922264820325017,1.625,0.1015625,0.05078125,0.07421875,-0.6323336289768826,-0.2977368963149462,16.029800313978054,0.002947350103738173,0.03476754847498052,11.796205829393754,0.0044796094686892305,0.02155755160997808,0.06546431141076947,0.16382125704212033,0.08289821037356136,0.2363026436255436,0.7159016927083334,0.5313422952468825,0.2363026436255436,0.7159016927083334,0.5313422952468825,0.23790555619134812,0.7167154947916666,0.5318738401783494,0.8848127431906615,0.918701171875,0.7905032529785984,0.9058172636758983,0.9442545572916666,0.8643856041115493,0.8799196040283818,0.9359537760416666,0.8516759975652506,0.47916714351110096,0.7166341145833334,0.38437628411813224,0.5275799668116273,0.7806803385416666,0.5071543169387794,0.8456261444266423,0.8876953125,0.6854559605747657
libero_object_t00_ep005_s0024_approach,libero_object,approach,libero_object_5,0.045400120164797435,0.10423655862288794,0.045400120164797435,1.25,0.078125,0.02734375,0.11328125,-0.5166943236438545,-0.38654726482032503,15.91291908601168,0.010151690433246997,0.04044604382238029,3.9841683597756936,0.0041292704840248246,0.01894112380726781,0.056211312101213516,0.10530001674222833,0.046335407588921226,0.21543402380407417,0.567626953125,0.4276452326162773,0.21543402380407417,0.567626953125,0.4276452326162773,0.21647187571526666,0.568359375,0.43176170171428263,0.8888075074387731,0.947998046875,0.8656316635407042,0.9072621023117419,0.9522298177083334,0.8665284476316156,0.8817106317235065,0.9278157552083334,0.8076183926206292,0.43092526894026095,0.7451171875,0.5242369325217965,0.48768453879606316,0.757568359375,0.5017823900656173,0.8617968928816663,0.9335123697916666,0.8311405269812655
libero_object_t00_ep005_s0048_pre_grasp,libero_object,pre_grasp,libero_object_5,0.08532487411306935,0.17263129391821522,0.08532487411306935,1.625,0.1015625,0.0390625,0.08203125,-0.6437542915999085,-0.25133254177157244,17.602951897330545,0.003922476629516683,0.03427915648890591,8.739161434629043,0.005588652402594654,0.00996875743815211,0.04876021866179045,0.027961770008701748,0.007615797803033062,0.291654983978027,0.6761067708333334,0.4874544530727327,0.291654983978027,0.6761067708333334,0.4874544530727327,0.2920283531700618,0.6763509114583334,0.48868561117915316,0.8903245880064088,0.9334309895833334,0.8232292661914519,0.9193737125200274,0.9490559895833334,0.8800381127447405,0.8855051213092241,0.9287923177083334,0.8409504644967714,0.4383533131151293,0.742919921875,0.5017895692972759,0.5218692778667887,0.81103515625,0.5843976524892933,0.858108262760357,0.91748046875,0.7736691505003904
libero_object_t00_ep005_s0064_manipulation,libero_object,manipulation,libero_object_5,-0.03893267910276951,0.02134564202697018,-0.03893267910276951,1.125,0.0703125,0.0546875,0.09375,-0.6177421892881666,-0.23682121194781414,10.97914616421883,0.013734997794833063,0.04749266371682735,3.457784589866735,0.004593874239243876,0.03511047488027631,0.058690614280570035,0.14185263616645077,0.08375925470116684,0.21013103685053788,0.6322428385416666,0.48028846579734796,0.21013103685053788,0.6322428385416666,0.48028846579734796,0.21157229915312428,0.6331380208333334,0.4820857183885173,0.8332663366903181,0.9102376302083334,0.7630461112333663,0.871913624399176,0.93798828125,0.834941095362642,0.8425805390249484,0.9269205729166666,0.8109553692008736,0.46129334515907533,0.7499186197916666,0.47455598340398714,0.5012960631723506,0.7818196614583334,0.5606860900528133,0.8061133840695811,0.8983561197916666,0.7360449763588762
