state_id,split,phase,suite,task_id,episode,predictor,spearman,pearson,top64_recall,top64_precision,ndcg64,auroc_top_quartile
libero_object_t03_ep005_s0072_manipulation,train,manipulation,libero_object,3,libero_object_t3_ep5,B3_cos_dist,0.9107933737697413,0.6520040759439981,0.796875,0.796875,0.8823956755806172,0.9397786458333334
libero_object_t03_ep005_s0072_manipulation,train,manipulation,libero_object,3,libero_object_t3_ep5,B4_linear_stats,0.9123862726024262,0.7973900613796766,0.78125,0.78125,0.8977122932274519,0.9424641927083334
libero_object_t06_ep000_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep0,B0_random,0.022735465781643396,0.04672918820538836,0.328125,0.328125,0.5688711141165274,0.5205891927083334
libero_object_t06_ep000_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep0,B0x_token_index,-0.2833271343556878,-0.3078344594125078,0.109375,0.109375,0.529999274419903,0.24943033854166666
libero_object_t06_ep000_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep0,B1_pred_norm_neg,0.6225230315861753,0.6936793351313955,0.71875,0.71875,0.848810908977377,0.881591796875
libero_object_t06_ep000_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep0,B2_change_norm,0.9636179617761501,0.6774698205976089,0.875,0.875,0.8501574014801457,0.9755859375
libero_object_t06_ep000_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep0,B3_cos_dist,0.9637402723735409,0.5161870076211825,0.875,0.875,0.8502160585038065,0.9756673177083334
libero_object_t06_ep000_s0024_approach,train,approach,libero_object,6,libero_object_t6_ep0,B4_linear_stats,0.9640993362325475,0.8433865210372754,0.890625,0.890625,0.8700010835458277,0.9798990885416666
libero_object_t06_ep000_s0048_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep0,B0_random,-0.039405470359349964,0.003216810865866219,0.25,0.25,0.582878940533601,0.4733072916666667
libero_object_t06_ep000_s0048_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep0,B0x_token_index,-0.3342176413366903,-0.34143340099231495,0.078125,0.078125,0.4993643296495421,0.2640787760416667
libero_object_t06_ep000_s0048_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep0,B1_pred_norm_neg,0.7031571869993134,0.7782466533236885,0.75,0.75,0.9160366704068404,0.9022623697916666
libero_object_t06_ep000_s0048_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep0,B2_change_norm,0.9478534847791257,0.7478899538725936,0.8125,0.8125,0.8754750038455474,0.95947265625
libero_object_t06_ep000_s0048_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep0,B3_cos_dist,0.9484729056992447,0.587581554454558,0.8125,0.8125,0.8758099424796322,0.9601236979166666
libero_object_t06_ep000_s0048_pre_grasp,train,pre_grasp,libero_object,6,libero_object_t6_ep0,B4_linear_stats,0.954263704509041,0.8795295137094907,0.8125,0.8125,0.9156484695158815,0.9668782552083334
